"","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M1134.038T907.684"," 23207.01"," 39769.73","     0.00"," 59088.74"," 65127.59"," 34045.51"," 60099.24","149503.58","104091.76","186463.06","216575.42","     0.00"," 12422.86"," 58513.06","134416.30","     0.00"," 13203.69"," 20411.27"
"M819.254T316.358"," 8752.365"," 5114.750","    0.000","10497.230"," 8461.630"," 3538.411"," 8286.313"," 8743.410"," 6553.398"," 4883.210"," 9806.892","    0.000"," 5816.793"," 7101.086"," 6411.579","    0.000","10264.510"," 8873.519"
"M383.609T322.831","24962.98","24652.04","    0.00","29469.14","28227.37","23965.21","23022.60","26295.40","22686.51","26547.23","24307.83","    0.00","26149.44","27347.02","27705.87","    0.00","21486.70","26603.98"
"M341.31T626.276","14049.6298"," 4847.6102","  212.9146","20517.9216"," 8229.0155"," 9549.0899","12189.1354"," 8906.7215"," 3276.6375"," 3374.5132"," 4597.9538","    0.0000","12361.5659","16643.9889","17206.2956","    0.0000"," 9439.3867"," 7093.5743"
"M579.151T798.32"," 3379.554"," 2899.265","    0.000"," 7110.630"," 5439.346"," 8939.847"," 5223.744","24031.499"," 7375.222"," 6127.565"," 5966.408","    0.000"," 5588.377"," 4673.446"," 4157.572","    0.000"," 1924.032"," 3175.175"
"M784.154T761.471","3650.978","3847.072","   0.000","5343.145","5213.889","5485.548","6606.034","5247.208","4879.466","4531.188","6042.677","   0.000","3807.383","5870.491","4276.618"," 298.000","6613.824","7450.330"
"M323.187T1016.246"," 8740.0831","20789.6831","    0.0000","11711.5311","13882.1284"," 9278.0375","13089.9703","15451.3852"," 7892.3128","13298.7068","13065.0891","  385.1989","19665.3381","16924.2673","22291.1677","    0.0000","28501.9147","25576.5416"
"M1099.581T1224.487","19916.1094","22660.2665","  288.2838","27859.9675","25986.0164","19227.4373","24361.5626","24789.1219","24136.5876","19796.1570","39206.9011","  458.7006","22579.8875","17946.0708","24118.2020","    0.0000","31988.2554","22868.9469"
"M206.988T126.118","7362.023","8096.685","3238.615","7440.591","7755.563","7059.252","5835.737","9503.407","8738.301","7899.425","8349.460","2982.180","5997.026","6218.352","6610.743","2620.000","6487.016","8594.820"
"M489.691T902.138"," 314.2273"," 839.4835","   0.0000"," 838.3780"," 399.5055","   0.0000"," 244.6545"," 359.2333","1866.1219"," 249.8317"," 932.2076","   0.0000"," 573.1046"," 628.2074"," 767.5366","   0.0000","4759.7932","1870.9121"
"M472.901T67.482","12392.379","12387.271"," 3366.572","13868.318","23084.316","15324.789","11208.110","29187.217","14111.935","10484.830","24154.175"," 2928.376","13737.855"," 6642.900","15170.582"," 1500.000"," 9040.908","25288.364"
"M685.228T857.881"," 4943.2920"," 3390.8958","  268.4891","11346.9554","11897.3419"," 8169.4459","23207.2129","11989.6612"," 6398.4687"," 3495.5642","10934.8266","    0.0000"," 7928.5101"," 7170.3778"," 8246.7913","    0.0000","11143.1084"," 7073.7136"
"M441.162T763.637"," 9214.4675"," 8268.2434","  430.8689","12392.3801","18872.8648","17641.6722","13307.6140","23878.3726","21120.7029"," 9624.5453","25266.3612","  300.0396","14866.9062","27660.7500"," 8462.3877","  255.0000","21107.6250","22454.4900"
"M1137.546T907.004"," 7111.0433"," 8367.4167","    0.0000"," 6310.8267"," 9883.5536","15345.2216","10096.1888","16829.2298"," 9926.7735","10541.4496","22194.4352","  288.6542","12575.6810","10037.1833","10602.9271","    0.0000"," 5095.9166"," 6381.3927"
"M963.275T732.778"," 5670.354"," 7544.381","    0.000","11509.587","14057.325"," 8103.469","11052.906","14910.247"," 9383.012"," 7179.230","11596.059","    0.000"," 7396.196"," 9570.524","10951.958","    0.000"," 7452.061","11644.203"
"M991.316T318.206","21732.62","14177.77","    0.00","22996.80","20126.33","10499.42","15606.06","23439.69","20444.02","11676.12","20575.21","    0.00","15426.92","18114.12","18220.63","    0.00","19935.83","21366.56"
"M867.206T809.129"," 2692.1619"," 1616.6459","    0.0000"," 1939.9658"," 4088.7440","11991.1836"," 1895.6638"," 4179.3787"," 3197.8842"," 1535.3057"," 1813.5550","    0.0000"," 1823.3415"," 3155.3242"," 2488.8650","    0.0000"," 1078.7543","  743.4178"
"M403.064T798.991","11588.293"," 7893.751","    0.000","21639.621","23634.122","26815.820","13009.698","35211.455","16552.968","35891.083","15737.195","    0.000","18312.408","13984.512","12293.448","    0.000"," 5303.155"," 8931.186"
"M836.522T1479.692","30771.08","57690.57","    0.00","50004.93","53399.78","50091.94","45101.33","48800.39","34559.95","49093.76","51783.47","    0.00","38319.48","38809.74","46276.86","  165.00","68100.86","54392.26"
"M399.275T1363.391","5747.7160","6346.4891"," 155.9547","7434.5015","5233.4906","5908.7493","7097.6221","8887.6750","4016.4587","4949.8596","5403.0515"," 199.6538","4640.2473","6060.1290","6019.7579"," 118.0000","4625.6786","3316.9336"
"M548.179T817.387"," 9761.459","12486.087","    0.000","41020.438","19351.493","11652.533","21905.449","35341.869","14651.511"," 5520.671","17594.957","    0.000","10301.717","12650.818","14806.574","    0.000","24088.097"," 9797.711"
"M524.183T892.811","10189.374","12062.948","    0.000","15492.330","12637.331"," 9572.630","12467.406","15897.632","10935.092"," 7588.911","16039.944","    0.000","10835.092","12685.405","11208.728","    0.000","15965.926","16957.016"
"M518.153T824.178","14968.545"," 9916.115","    0.000","10755.106"," 6588.694"," 5742.584"," 9521.009"," 7753.789"," 6342.700"," 4021.652"," 7181.840","    0.000"," 5977.780"," 5446.410"," 5090.410","    0.000"," 6212.693"," 5668.191"
"M1096.548T894.929","11804.7350","16182.6863","    0.0000","28342.3603","39133.1024","50451.2637","31854.1536","40429.6050","29912.8700","45041.0021","49859.8289","  675.4883","34377.4492","31194.0042","35123.0306","    0.0000","13762.3552","17885.9978"
"M999.268T316.316"," 8989.6913"," 6495.9932","    0.0000","10564.0616"," 9819.8339"," 4560.5143"," 9427.3526","11205.0313"," 6456.8838"," 6621.2806","10734.2941","  207.8261"," 7732.5388"," 7655.8713"," 8217.1683","    0.0000","14724.5031","12320.1810"
"M393.081T756.691"," 6150.0272"," 2878.9014"," 1221.8657","13659.6462"," 3221.8069"," 4024.4241"," 3378.7827"," 3927.7397"," 1482.6122"," 2020.0070"," 2340.7657","  329.5596"," 4309.2382"," 3041.0986"," 1909.3491","    0.0000"," 3691.6741"," 2645.0756"
"M836.743T1479.398"," 7307.439","12478.757","    0.000","10850.695"," 7436.995"," 6395.962"," 8417.913"," 8270.762"," 8084.979"," 7427.786"," 8139.435","    0.000"," 7003.689"," 7605.632"," 7008.761","    0.000"," 8610.680","10571.142"
"M529.154T821.794","13941.2342","12964.8668"," 1054.5352","17185.1040"," 7938.6996"," 9557.1126","13698.8365","20318.2441","11673.1120"," 6532.0473","11193.5940","  881.8991","13962.6249","13293.1858","14960.5920"," 1110.0000","23128.9248","14373.4366"
"M487.212T857.117"," 7239.2177","13072.0312","  399.0713","13171.3622"," 8672.6647"," 7970.7139","14919.2376","10661.9031"," 6165.5290"," 6106.1809"," 7265.1696","    0.0000"," 9583.4768"," 7718.2520"," 8564.9079","    0.0000","13962.9493","14556.1654"
"M322.969T105.104"," 45524.894"," 42976.069","  2166.342","104113.533"," 69099.897"," 43391.876"," 82075.152"," 72223.172"," 58875.048"," 59624.696"," 87701.291","   922.920"," 43202.953"," 78656.114"," 78224.580","     0.000"," 72876.116"," 33554.940"
"M475.146T746.942"," 9829.8649"," 7563.9455","    0.0000"," 5463.1920"," 9436.6524","11226.8540","13732.3769"," 8294.6416"," 4738.2120"," 6318.0592"," 9318.4260","  201.3769"," 6602.7632"," 5479.3526","13200.4912","    0.0000"," 7861.5402","14093.0759"
"M1323.386T316.247","10290.440"," 5243.091","    0.000"," 8685.600"," 9521.586"," 3506.747"," 9147.477","11370.946"," 7644.818"," 4135.408","11004.803","    0.000"," 6184.724"," 6422.857"," 7623.317","    0.000","14607.265"," 6255.250"
"M438.049T766.588","4175.0423","6148.1492","   0.0000","4411.0955","4500.5623","5778.9403","9736.4974","5533.7703","5140.0641","4660.8686","4559.1732"," 194.9995","4979.7938","4862.6445","6789.4903","   0.0000","9796.7268","8188.3423"
"M1013.583T1347.533","125796.8485","145058.0516","   380.4532","163850.3551","156251.5607","120867.8865","145731.2753","143580.7664","133352.0290","111018.9226","175835.0733","   725.9960","120137.7368","124053.8303","141688.6857","   164.0000","223772.3775","167231.4667"
"M407.045T415.442"," 8245.805"," 5018.263"," 3496.372","13921.929"," 3967.052"," 3420.869"," 3783.356"," 3471.259"," 2656.065"," 2878.818"," 3413.063"," 3579.491"," 6001.024"," 4339.484"," 7129.658"," 2730.000"," 3886.477"," 3482.127"
"M331.068T223.104"," 4360.793"," 3994.788","    0.000"," 7664.800"," 7555.270","16991.702","11875.944","10843.987"," 4835.100"," 4659.351"," 8682.482","    0.000"," 7896.899"," 8466.015"," 9657.761","    0.000"," 5074.976"," 6855.861"
"M384.092T841.195","5501.6664","3251.8918","   0.0000","4921.4180"," 919.7791"," 401.2983","1033.9085","1042.3931","1041.4386","1402.1438"," 858.5918","   0.0000","1870.0804","2858.0316","2348.8497","   0.0000"," 546.2597"," 966.8430"
"M1611.697T937.933"," 7282.2012"," 3276.6371","    0.0000","  575.5938"," 8201.5747","21502.6357","18897.5851"," 8389.3016"," 2758.1392","  580.1225"," 2292.8515","    0.0000"," 9983.6434"," 9715.4966","    0.0000","  334.0000"," 4792.7477"," 4299.0440"
"M465.105T746.988","12146.1515"," 9436.3924","    0.0000","20627.9004","25016.0701","29224.0391","14023.1552","33434.4055","14167.3589","29739.8800","17359.5891","  204.2512"," 5902.1855","19652.6486","16110.5119","  199.0000"," 8611.7427","15925.1562"
"M653.913T316.046","14881.7820","13084.7350","  326.2568","14583.7475","15567.9302","11364.4167","12935.9724","18424.6938"," 7453.8362"," 9668.5933","16207.2365","  548.7215","10316.6104","14578.9300","12967.5600","  198.0000","16161.8271","14980.2743"
"M969.317T316.321","424722.9","175744.7","     0.0","361460.9","351654.3","121460.8","323894.7","369449.4","295687.1","179827.8","430818.4","     0.0","225031.6","223598.8","235565.3","     0.0","479363.0","396763.6"
"M354.082T204.227","9087.0965","6010.2570","   0.0000","5445.5882","   0.0000","   0.0000"," 496.0758"," 399.8262"," 166.3397","1158.7691"," 164.5866","   0.0000","2807.0134","3796.1347","4341.9406","   0.0000"," 566.3126","   0.0000"
"M311.104T1075.82"," 4552.208"," 7806.546"," 2091.563"," 3006.822"," 6159.298"," 2642.555"," 2698.218"," 4469.664"," 6596.235"," 1862.906"," 4442.069"," 1487.471"," 7386.816"," 2815.659"," 7176.074"," 1340.000","20611.717","15402.025"
"M380.071T778.258"," 2643.0389"," 1497.6144","    0.0000"," 7579.4772"," 2606.8875"," 3219.6657"," 3455.8461","12204.3200","  628.7859","  306.8560","  740.9690","    0.0000"," 6673.1649"," 6972.0352"," 4321.5301","    0.0000","  380.8531"," 2189.6653"
"M638.078T817.768","2574.204","3110.394","   0.000","3786.411","3073.721","1436.536","2671.480","5153.647","4408.798","1808.775","6886.646","   0.000","2392.498","4026.809","3636.182","   0.000","4984.852","5223.051"
"M735.222T927.83","5503.130","3319.777","   0.000","4772.891","2640.225","4724.808","5750.618","3667.794","2333.084","1763.809","4047.434","   0.000","4459.560","5056.497","4810.134","   0.000","7500.158","6200.338"
"M651.317T893.83","6563.9491","7372.4105"," 256.0706","6924.6244","7318.5503","6230.7570","8891.0339","8848.2362","7222.7657","7442.5243","9928.1606","   0.0000","7295.8800","6972.8415","7393.7550","   0.0000","9535.8233","6943.9028"
"M1167.557T907.179"," 6949.324"," 4361.672","    0.000"," 7967.129","21705.585"," 8792.552","17504.315"," 9638.562"," 5000.859"," 9434.891","11953.234","    0.000"," 8898.478"," 7288.535"," 8553.833","    0.000"," 1914.867"," 2254.029"
"M221.066T891.624","11215.868"," 6821.248","    0.000","29845.218","12394.332"," 7095.436","21267.548","20615.945","12612.785"," 9868.111","16157.527","    0.000"," 7950.254"," 8550.956","13732.963","    0.000","15997.233","34669.927"
"M204.085T413.719","6323.8084","1629.2055","   0.0000","3830.9480"," 163.5853"," 957.4931"," 188.1285"," 797.9778","   0.0000","   0.0000","   0.0000","   0.0000","4304.7340","2625.1037","4117.7194","   0.0000","1166.4597"," 693.1157"
"M621.125T857.148"," 2652.503"," 1781.441","    0.000"," 6046.702"," 6220.757"," 6352.744","12337.239","14877.133"," 2399.360"," 4627.570","11341.798","    0.000"," 6582.861"," 6932.415"," 4350.211","    0.000"," 4472.543"," 5347.800"
"M453.101T88.055","14758.467","24473.038","    0.000","33119.912","17084.678","16999.315","12149.671","52920.630","30928.061","20187.691","20154.157"," 1448.599","11509.450","17530.369","17503.427","  224.000","17626.816","15291.180"
"M1009.554T1308.282","13999.9358","17337.8720","    0.0000","16433.0975","16294.8962","14576.6377","13361.2099","15441.9455","16751.4903","18356.8552","19164.3582","  216.9107"," 9502.9076","12951.0509","10130.8971","  342.0000","21849.9955","15676.3010"
"M483.178T941.182"," 8261.703"," 8681.924","    0.000"," 7104.600"," 8531.075"," 5516.194"," 7366.942"," 7285.255"," 2737.681"," 6345.475","10095.704","    0.000"," 5888.758"," 8414.241"," 5107.904","    0.000","12382.520","13402.981"
"M1057.411T880.24"," 42438.0435"," 36496.8204","     0.0000"," 74932.7700"," 68207.0452"," 68823.9269","128428.1987"," 81021.7268"," 76761.9746"," 17218.4590"," 64678.4070","   234.9937"," 40627.5649"," 55583.5866"," 54291.6194","     0.0000"," 65864.5547"," 91523.0504"
"M478.295T1238.56","4489.783","3975.917","   0.000","5511.185","3541.088","2575.706","3149.915","4193.598","4718.813","4939.810","5814.297","   0.000","4115.025","3556.049","4921.327","   0.000","4680.648","2415.370"
"M469.208T948.545"," 5184.6031","11684.0688","    0.0000","14672.7268","10608.9340"," 8733.8447","11453.6437","14935.9241","10691.5399"," 3819.3340"," 5786.5491","  289.5006"," 7769.8786","10560.8039"," 6688.1719","    0.0000","11899.8712","24201.1206"
"M632.993T321.252","18669.3826","11909.5022","  729.9595","19202.6911","18577.6167","13960.8588","15286.0628","14019.1446","14633.5246","15457.0989","20903.8584","    0.0000","17816.6740","18777.3302","14248.0596","  198.0000","25857.8032","24569.4771"
"M1308.932T316.358","6307.554","2878.062","   0.000","7185.630","5658.532","1337.354","5557.484","8259.381","4976.181","2822.440","7971.747","   0.000","3765.811","3845.466","4006.174","   0.000","8231.244","6883.968"
"M771.369T883.552"," 8756.831","10415.501","    0.000","16164.170"," 9421.603"," 6023.580"," 9587.363","10964.324","11830.407","11598.160","16620.309","    0.000","13603.037"," 9521.320","10562.062","    0.000"," 6122.666"," 8431.188"
"M673.289T892.945"," 6039.017","10339.444","    0.000"," 7586.101"," 8493.776"," 9221.154"," 9874.199","11360.442"," 7327.591"," 5976.084","12479.971","    0.000"," 8453.265"," 7920.162"," 9682.814","    0.000","12619.089","13211.329"
"M833.365T968.818"," 995.3491","2351.1287","   0.0000","3031.6912","2938.6841","5884.5992","3660.1157","6268.0554","2030.0638"," 846.0037","4727.9362","   0.0000","4709.6167","4888.2889","7107.8444","   0.0000","3913.7558","6625.2929"
"M893.38T934.735","10295.668"," 8804.344","    0.000","21510.990","12489.937","12160.155","13654.141","11501.828"," 8175.934"," 1006.815"," 7443.466","    0.000","12250.031","11983.135"," 8406.339","    0.000"," 9553.300"," 7873.077"
"M393.176T847.594"," 5105.6102"," 5472.6978","  243.6616"," 6765.3194"," 5101.3893"," 5469.8622"," 6528.3245"," 8438.2743"," 5116.2214"," 4220.2083"," 7675.6455","    0.0000"," 6473.0222"," 4711.8537"," 6492.5362","    0.0000"," 7418.2635","10452.1855"
"M653.935T315.929","16126.3395","14200.9880","  263.3200","16783.5333","16288.2269","11780.6723","12532.0496","19732.7511","13284.9645","10320.5931","18541.0378","  548.7215","12121.7845","15388.1486","13640.3644","  198.0000","19760.5871","16527.4593"
"M865.491T1326.551","15336.82","23560.75","    0.00","18224.63","26280.01","25604.43","17773.85","22531.05","22481.14","21592.99","29494.63"," 1743.41","19605.62","18437.57","19190.74","  220.00","24370.34","23414.71"
"M449.202T630.506"," 6159.879"," 6957.805","    0.000"," 9971.642"," 7524.877"," 5438.268"," 7290.816","10857.282"," 8446.337"," 6667.748"," 8698.199","    0.000"," 6001.725"," 5918.595"," 8231.637","    0.000"," 9341.970","12121.487"
"M437.065T776.272","3149.5956","1979.1151"," 305.1289","4620.4420","5079.6837","3641.5268","4181.4915","4211.4601","4410.5163","4264.0704","4933.7272","   0.0000","3468.9456","3813.7266","2579.5681","   0.0000","3158.0851","3210.1780"
"M268.959T125.12"," 6709.404"," 6820.134","    0.000"," 7491.985"," 5939.517"," 6527.915"," 6623.273"," 7150.377"," 8197.108"," 6392.038","11181.579","    0.000"," 6190.364"," 8102.188"," 7503.015","    0.000","10156.700","13337.810"
"M551.272T837.928"," 8968.5707","10586.6310","  263.3767","19990.0548","12368.9443","10416.2902","10966.2460","11141.4948","11335.1685"," 3842.1282"," 9952.2205","    0.0000","12911.5900"," 9334.6840"," 9201.4867","  298.0000","16267.6266"," 8901.4286"
"M456.197T892.811"," 6138.031"," 7132.194","    0.000"," 9768.596"," 8444.067"," 7855.643"," 9372.374","11534.568"," 5631.693"," 4724.631"," 9716.366","    0.000"," 7169.719"," 6913.134"," 6970.994","    0.000"," 9085.768"," 9012.392"
"M356.995T88.504","20768.472","13979.594"," 4177.398","17934.451","19140.434","15510.875"," 9777.522","21426.871","11897.865"," 8089.248"," 7913.284"," 2538.033","16616.769","17303.325"," 6793.953"," 2780.000","10217.876"," 7116.160"
"M567.778T908.116","22135.6732","33722.2144","    0.0000","75558.0480","46634.8288","60481.3549","45316.5818","71412.5447","57422.2751","80067.8944","95198.9135","  347.6188","64135.3405","44564.9487","83582.6440","  267.0000","17368.7423","26231.0105"
"M559.667T1200.71"," 6777.097"," 6776.393","    0.000"," 7295.395"," 9939.478","14995.180","11142.206"," 9774.121","17199.454","10407.056"," 9822.903","    0.000"," 5758.128"," 9598.541","12086.265","    0.000"," 6172.684","10003.651"
"M455.193T892.238","15022.1060","42525.9293","  327.5155","49104.7513","40966.4187","39490.4124","35155.7058","61720.6440","13459.6575","11267.2054","58142.4761","  480.4521","17917.4556","29839.4011","15995.0902","    0.0000","52940.7430","72209.0931"
"M651.363T1268.695","3657.170","3429.054","   0.000","4044.059","3336.519","7687.655","3864.453","5940.760","3612.929","8094.054","4752.075","   0.000","4807.584","4119.796","2357.656","   0.000","2819.034","1663.328"
"M1255.613T888.434","18700.22","16415.82","    0.00","18098.42","24350.12","35483.79","27286.86","60239.90","24934.83","30212.13","29944.15","    0.00","21105.41","26481.04","29181.97","    0.00","17033.17","27244.94"
"M701.195T940.853"," 6799.267"," 8754.301","    0.000","10629.280","11537.251","17652.282","10814.552","20725.755"," 9467.095","11475.864","11680.376","    0.000"," 6655.929","10283.087"," 6964.402","    0.000"," 8353.789"," 8532.104"
"M573.017T749.518","5058.7667","2909.1832"," 216.5968","8764.4029","6867.0287","8479.1803","4422.7424","9335.0161","6964.1123","7346.0354","4669.2296","   0.0000","6968.9941","5842.5887"," 975.7764","   0.0000","1557.8399","5680.3517"
"M587.201T848.147","3426.553","4797.029","   0.000","5168.103","3379.739","4053.299","4269.484","3285.662","1901.752","2488.141","3887.497","   0.000","3699.219","3418.143","4254.635","   0.000","4666.016","3884.405"
"M429.419T313.767"," 7876.4064"," 1354.8580","  176.4855"," 6873.6973"," 7290.1409","10437.3705"," 8549.5503"," 7483.1374"," 9142.5610"," 7422.5609"," 6044.6564","  204.9057"," 5551.8491"," 9293.0444"," 3849.1145","    0.0000"," 4921.7972"," 6310.7565"
"M1223.501T894.767"," 6028.1022"," 6818.6568","  486.1858"," 8943.4874","10791.2143","14219.4360","10632.7344","10861.2946"," 7310.8256"," 9780.8222","11175.3952","  306.1172"," 9291.3084","10136.8800","10804.7744","    0.0000"," 6029.4193"," 7621.4223"
"M1014.419T974.744"," 3059.3659"," 8348.1185","    0.0000"," 9732.0187"," 9755.6950"," 4157.5549","10947.2124"," 6730.6685"," 1764.5554","  582.8672"," 4733.1768","    0.0000"," 8533.7190"," 7204.0591"," 7284.7854","    0.0000"," 6140.1637","10735.2173"
"M383.555T317.319","20539.82","21746.88","    0.00","25673.79","23778.83","20080.38","22968.73","22235.81","20653.46","21600.20","22412.05","    0.00","20970.18","21373.29","23345.30","    0.00","19527.66","23714.00"
"M743.208T992.462","13544.157"," 9496.291","    0.000","19061.742"," 8052.027","14460.734","15912.015","47510.571","10858.758","27062.387","13559.273","  297.476","10695.809","18118.414","18910.738","    0.000"," 7121.044","10442.032"
"M1305.428T315.265","10939.105"," 3279.554","    0.000"," 9523.595"," 8377.533"," 1939.099"," 8711.617","10869.613"," 7663.903"," 4016.586","10569.384","    0.000"," 5137.866"," 5579.086"," 5283.321","    0.000","12625.462","10046.769"
"M593.857T757.673"," 3082.6947"," 1852.4820"," 2068.1569"," 4655.5880","10407.7178","12529.9717"," 3871.6699"," 8504.2403"," 4282.9031"," 9801.4646"," 6224.8382"," 1436.2509"," 8070.5437"," 5557.3989"," 2385.3965"," 1230.0000","  694.6719"," 4608.6581"
"M569.35T895.921"," 67019.8543"," 80904.7977","   236.8653","121798.7914","166320.8174","223642.1355","170762.1161","137222.8498","127201.9674","213783.7128","154105.9244","   529.1325","140087.3247","140676.7169","154197.3331","     0.0000"," 23818.8547"," 83813.6791"
"M325.2T1323.486","5788.577","4756.922","3055.909","7732.868","3827.963","3169.944","4795.009","5403.669","6308.264","5445.424","4931.316","3280.849","3994.667","6028.681","5338.862","1890.000","6533.172","4398.489"
"M269.103T792.774","4332.531","1825.505","   0.000","2751.570","4037.078","3409.962","3905.527","6853.667","3632.687","2789.255","3988.088","   0.000","2737.543","4276.459","2486.045","   0.000","4789.604","4801.813"
"M637.025T106.841"," 6494.342"," 5147.987","    0.000"," 8714.218"," 6932.568"," 6580.992"," 7389.065"," 9161.966"," 6698.391"," 6411.834","12753.067","    0.000"," 9509.962"," 5700.446"," 6978.382","  164.000","13357.971"," 8313.754"
"M334.932T113.331"," 7408.834"," 8576.066","  694.923","13984.091","10694.593","10109.298","10319.021","11144.613","10297.123","11382.384","11532.691"," 1422.300","10234.291"," 9931.869","11234.149","    0.000"," 8229.758","10494.179"
"M433.784T801.352","12882.5670","18587.1060","  428.9878","12370.1004","24981.0454","16890.6622","23190.5928","16353.4422","24043.1412"," 9110.3962","24796.3079","  714.3767","11771.4834","14997.6945","15732.3181","    0.0000","33978.9444","36834.3846"
"M1197.053T906.963"," 2659.3931","  180.7218","    0.0000"," 3774.4572"," 2454.7609"," 2160.6580"," 3571.6787"," 7294.9129"," 3296.7303"," 9093.3207","16513.1148","    0.0000"," 4054.7876"," 3796.9362"," 4106.1974","    0.0000","  356.5011","  343.2691"
"M1048.557T894.929"," 2555.520"," 4147.796","    0.000"," 7380.819"," 8606.539","10438.374"," 8147.087"," 7897.490"," 6648.560"," 8917.349"," 5344.572","    0.000"," 7135.333"," 6283.237"," 7716.811","    0.000"," 3906.908"," 4881.041"
"M295.104T156.471"," 9500.5847"," 6809.8108","  192.2187","10406.6635"," 9342.9493"," 8579.8413"," 7297.7438"," 9870.4775"," 6631.8153"," 6301.6287"," 5910.5537","    0.0000"," 8061.6453"," 6570.1420"," 8480.0837","    0.0000"," 8570.0931"," 8654.7198"
"M354.093T750.969"," 71643.0575"," 36208.3469","     0.0000","127268.5966","109776.9687","115901.1657"," 76548.5249","134523.3031","115231.9381"," 99283.6178"," 89986.7679","   220.0817"," 98950.9171"," 52839.6378","  9187.7222","     0.0000"," 21141.1084","103671.8149"
"M398.263T1317.762","4205.3109","3919.8120","   0.0000","6230.4429","5167.0446","2706.9767","4206.8435","4993.0374","3090.7332","3560.2138","2743.5702"," 171.7823","3270.7543","4858.0839","3978.3238","   0.0000","5656.2080","5913.3692"
"M807.166T938.699"," 7544.191"," 4578.652","    0.000"," 7262.739"," 9678.861"," 9675.490","12895.141"," 5630.904"," 2556.893"," 3590.885"," 9007.549","    0.000"," 8620.752"," 7227.794","    0.000","    0.000"," 5059.678"," 6370.220"
"M653.828T318.352"," 9890.4573","11371.3865"," 1166.2593","18279.3297","14188.1081","11451.0319"," 7705.4880","14959.9351","13095.5820","13282.5209","18548.6255","  639.1131","17928.6095","13467.3953","12997.8954","  457.0000","16178.3808","14097.3011"
"M1103.415T879.391"," 8384.753"," 7199.798","    0.000"," 9864.992","10880.200"," 8784.466","19526.479"," 7246.344","11241.621"," 2546.764"," 9999.818","    0.000"," 7098.600"," 6310.739"," 6465.618","    0.000"," 8307.465","10925.821"
"M355.571T782.72","10291.124"," 2950.193","    0.000"," 6370.707"," 4924.881"," 6840.483","12558.310","10270.799"," 5933.574"," 3638.151"," 4374.213","    0.000"," 1129.568"," 8761.739"," 3039.383","    0.000"," 3080.713"," 8527.036"
"M633.572T315.643","16502.621","11907.238","    0.000","13755.301","14079.609"," 7184.852","13684.292","10404.265","14039.630","10886.951","13454.363","    0.000","10979.351"," 9813.639"," 8880.988","    0.000","11772.148","18277.191"
"M1039.403T917.165","13197.991"," 9078.045","    0.000","22443.003","11074.544","15503.380","26315.928","14291.648","12442.345"," 2239.152","12710.349","    0.000","14725.014","11963.281","11492.057","    0.000"," 9969.817","20110.422"
"M1037.324T316.098","22819.91","14281.51","    0.00","22389.21","19387.31","12329.11","18775.34","22065.58","17940.81","12348.45","23058.97","    0.00","16377.99","16215.13","16902.34","    0.00","22065.15","23289.36"
"M509.218T928.864","10232.072","14503.167","    0.000","18472.643","12247.249"," 8731.856","14292.154","16880.603","10351.431"," 7012.252","13342.798","    0.000"," 9772.735","11830.925","11091.372","    0.000","10921.072","14559.120"
"M1308.415T315.705","10654.902"," 5515.407","    0.000","12868.638","12158.035"," 2304.374"," 7921.828","13560.671","10921.466"," 5303.043","12134.528","    0.000"," 7166.968"," 7351.512"," 7654.979","    0.000","19133.092","14956.515"
"M311.186T1077.614","39452.096","44787.866"," 1690.617","49915.130","20073.492","29843.910","43702.185","48688.100","29539.576","25390.387","25837.321"," 4026.786","31392.063","20072.625","45185.815"," 1350.000","21597.407","40979.770"
"M969.321T316.442","422072.7","174754.3","     0.0","359392.3","355401.8","121488.8","402452.5","365241.3","304445.4","180954.5","427746.1","     0.0","225466.5","225827.1","238995.1","     0.0","604307.8","396926.5"
"M333.083T110.42"," 9964.677"," 7782.542","    0.000","13589.228"," 7489.547"," 9427.812"," 9624.280","16874.613"," 7540.063"," 6840.666","10264.253","    0.000"," 6438.709"," 7957.714"," 9085.478","    0.000"," 5782.745"," 9868.282"
"M1063.398T908.83","10830.183"," 8193.938","    0.000"," 3491.045"," 9222.266"," 9454.674","10590.975"," 8403.421"," 9279.608"," 2799.274"," 3882.373","    0.000","10946.441"," 8107.869","10860.444","    0.000","12841.079","18729.459"
"M969.813T316.499","19618.174"," 8420.305","    0.000","23519.375","22015.756"," 4099.738","12143.037","22897.493","16243.427","10765.583","24239.468","    0.000","12891.449","16497.253","12169.713","    0.000","14525.629","18274.106"
"M459.959T106.348"," 9607.0780"," 6535.7256","  206.4639","14779.6915"," 7126.2632"," 4923.9926","10840.1737","10001.1862"," 3036.7599"," 6464.3040","14126.1088","    0.0000"," 5836.6360"," 5644.6960"," 7165.4070","    0.0000","13116.9967"," 6792.3257"
