"","C12.3","C12.4","D12.1","D12.2","D12.3","D12.4","F12.1","F12.2","F12.4","X12.1","X12.2","X12.3"
"Label","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Xanthomonas","Xanthomonas","Xanthomonas"
"M593.49T1557.453","-0.52521491","-0.21979591","-0.14378530"," 0.08302433"," 0.11034683","-0.12370850"," 0.14350630"," 0.21619569"," 0.49311414"," 0.19424946","-0.35536392"," 0.12743179"
"M587.442T1269.605"," 0.40977740"," 0.47757859"," 0.10863084"," 0.38959787","-0.07411159","-0.28539046","-0.14630910","-0.29081127","-0.20675750"," 0.20360301","-0.55937531","-0.02643250"
"M593.49T1539.529","-0.49852365","-0.28646508","-0.14075548"," 0.07061973"," 0.14742905","-0.11266036"," 0.08141919"," 0.23668555"," 0.49041308"," 0.21661909","-0.35283679"," 0.14805566"
"M423.198T1506.423"," 0.23334696"," 0.22653165","-0.14570460","-0.04225444"," 0.21568564","-0.19545719","-0.03603431"," 0.09142987"," 0.26924218","-0.28333519","-0.23593959","-0.09751099"
"M547.402T1437.709","-0.34524243","-0.70150260"," 0.16985476"," 0.16311338","-0.20152725","-0.09903398"," 0.34281813"," 0.03896365"," 0.13906154"," 0.59601089","-0.08241326","-0.02010285"
"M879.468T1338.726","-0.832838944"," 0.081884081","-0.355836301","-0.114900904","-0.005607784","-0.211407108"," 0.680993806"," 0.160605598"," 0.518576077","-0.006739130","-0.017976728"," 0.103247337"
"M556.445T1212.039"," 0.212217827"," 1.492944752","-0.229880707"," 0.199985070"," 0.262315993","-0.016165876","-0.604963131","-0.476815750","-0.583870227"," 0.005761474","-0.255017760","-0.006511666"
"M668.509T1456.373","-0.65209839","-0.24136713","-0.04432295"," 0.28613925","-0.23268540","-0.32313611"," 0.26492937"," 0.21480121"," 0.32359530"," 0.41490247","-0.22803623"," 0.21727861"
"M618.492T1624.789","-0.80180166","-0.26614340","-0.09580620","-0.08751898"," 0.17017026","-0.15284168"," 0.19516886"," 0.12408097"," 0.68641650"," 0.22302078","-0.11452118"," 0.11977571"
"M393.189T1440.567","-0.05887342","-0.20796534","-0.27566732","-0.07182077"," 0.05151443","-0.29284350","-0.05388471"," 0.03539691"," 0.27467842"," 0.12817286"," 0.15695595"," 0.31433650"
"M629.464T1456.367","-0.35106458","-0.21829518","-0.12634068","-0.02941538","-0.01489546","-0.37112460"," 0.38791913"," 0.10490195"," 0.43864309"," 0.24370207","-0.13652859"," 0.07249822"
"M555.454T1439.586","-0.48973623","-0.09959476"," 0.29789274"," 0.09825582","-0.27638424","-0.21095047"," 0.43270218"," 0.19860363"," 0.25874043","-0.11400504","-0.06441565","-0.03110842"
"M592.477T1439.652","-0.61916172","-0.11381955","-0.10991951"," 0.07192918","-0.20537157","-0.19703489"," 0.42565098"," 0.19425313"," 0.44661393"," 0.48022943","-0.33430710","-0.03906231"
"M889.305T842.452","-0.785258771","-0.008246913"," 0.519570749"," 0.224614207"," 0.152006034"," 0.313547175","-0.326682885"," 0.094726482","-0.487443422"," 0.144442539"," 0.085341833"," 0.073382971"
"M513.307T1059.952"," 0.3850776"," 0.3856959","-0.2926309"," 0.2435626"," 0.3889480","-0.2580556","-0.9550353","-0.5941434","-0.2740024"," 0.1262803"," 0.5652445"," 0.2790588"
"M630.465T1474.173","-0.50917532","-0.17488031","-0.08752714"," 0.13189886","-0.12980312","-0.45799464"," 0.45767222"," 0.14811140"," 0.32223004"," 0.31021952","-0.15923183"," 0.14848033"
"M329.158T1625.781","-0.31201592","-0.67885828","-0.04252452"," 0.20574603","-0.17819294","-0.21619487"," 0.13238835"," 0.39157908"," 0.19606360"," 0.14268891"," 0.25988865"," 0.09943191"
"M660.517T1423.005","-0.69024672","-0.29078447"," 0.08703547"," 0.20084513","-0.31408279","-0.24942742"," 0.58946692"," 0.44082450"," 0.23139804"," 0.45593749","-0.24982213","-0.21114401"
"M670.538T1472.8","-0.63904086","-0.19944684"," 0.07617787"," 0.07459553","-0.31985427","-0.14974566"," 0.52943292"," 0.31272097"," 0.17056742"," 0.42394303","-0.15030858","-0.12904153"
"M513.251T1355.541","-0.03644530"," 0.31256449","-0.46161199"," 0.16241281","-0.21366397","-0.45043404","-0.12185901","-0.16410445"," 0.09343846"," 0.31227843"," 0.04592156"," 0.52150301"
"M882.48T1339.403","-0.476326853"," 0.315205451","-0.295496416","-0.584861247","-0.004811136","-0.578934543"," 0.388865433"," 0.353973085"," 0.494797954"," 0.135217031","-0.053553574"," 0.305924814"
"M839.506T1306.415","-0.132922784"," 0.033587532","-0.536300898","-0.295903334"," 0.192100813","-0.225513371"," 0.239159077"," 0.225278685"," 0.275002617","-0.026933510","-0.004222693"," 0.256667865"
"M575.477T1491.784","-0.53527714","-0.24031814"," 0.07649908"," 0.05848220"," 0.12031151","-0.28885400"," 0.20619899"," 0.23738202"," 0.30682522"," 0.37541861","-0.35054922"," 0.03388088"
"M564.206T918.312","-1.07843414","-0.10893860"," 0.01338735"," 0.26428142","-0.07804338"," 0.07435251"," 0.04897445"," 0.23644356"," 0.13214328"," 0.16639178"," 0.25893937"," 0.07050239"
"M564.208T942.149","-1.06449126","-0.13044683"," 0.01926281"," 0.22051042","-0.09180443"," 0.02863985"," 0.03523022"," 0.25251206"," 0.12384404"," 0.17026231"," 0.27683317"," 0.15964764"
"M343.224T1621.712","-0.20664931","-0.14906572","-0.12749820","-0.02552543","-0.54602685","-0.42157774"," 0.18570285"," 0.29384998"," 0.51864042"," 0.07322402"," 0.17626562"," 0.22866037"
"M609.455T1145.906"," 1.24570353"," 1.04117735","-0.13652986","-0.37317832"," 0.26994390","-0.01681768","-0.47308913","-0.25156481","-0.59763443","-0.15158131","-0.08586614","-0.47056310"
"M771.504T1195.638"," 1.388458374"," 0.689378019","-0.250509103","-0.309210278"," 0.234605502","-0.206537979","-0.449744073","-0.327484056","-0.173698190","-0.474072154","-0.006513561","-0.114672502"
"M523.36T1271.932","-0.09087519","-1.16769852"," 0.45455067"," 0.31072500"," 0.47780444"," 0.58782138"," 0.08723058","-0.02818583","-0.44606836","-0.14469649","-0.23850586"," 0.19789817"
"M660.514T1439.78","-0.66376039","-0.32133304"," 0.07970643"," 0.24771312","-0.30184553","-0.32110422"," 0.58911399"," 0.27797823"," 0.20394120"," 0.48879231","-0.15988471","-0.11931739"
"M351.253T1019.694"," 0.38393429"," 0.44794463","-0.39342808"," 0.21767434"," 0.35830348","-0.28144281","-1.02977769","-0.48578355","-0.24587393"," 0.09404619"," 0.58795817"," 0.34644495"
"M949.553T1173.004"," 0.469754518"," 0.558504137","-0.180645481","-0.012108165"," 0.249302291","-0.030211746","-0.454045461","-0.371981835"," 0.009955706","-0.534161241"," 0.238028229"," 0.057609047"
"M875.492T1306.216"," 0.17921713"," 0.28726165","-0.47816573","-0.10668230"," 0.17955216","-0.51414325","-0.08995137"," 0.13115720"," 0.41034221","-0.15108764"," 0.01602936"," 0.13647058"
"M979.313T847.893","-0.46422723"," 0.13673054"," 0.14873115"," 0.37094105"," 0.25366274"," 0.25276407","-0.46345889","-0.03719957","-0.53164028"," 0.27759105"," 0.17742594","-0.12132057"
"M349.196T1335.803","-0.07487901"," 0.24026513"," 0.47350177"," 0.18053668"," 0.13394297","-0.06473939","-0.34854472","-0.16426438","-0.36466317"," 0.02110509"," 0.12677676","-0.15903773"
"M691.436T1356.203"," 0.20709751"," 0.30771354","-0.54415243","-0.34289668"," 0.05753946","-0.38546433"," 0.19245513","-0.01805519"," 0.24976091"," 0.04482140"," 0.17781834"," 0.05336233"
"M575.479T1456.772","-0.56139654","-0.36679286"," 0.09608436"," 0.04743763"," 0.15429923","-0.26973775"," 0.20939117"," 0.21533202"," 0.33050330"," 0.38946562","-0.31678434"," 0.07219817"
"M919.292T824.161","-0.45325931","-0.08380246"," 0.23655403"," 0.29259660","-0.04579561"," 0.01586172","-0.41817158"," 0.01041386","-0.27093299"," 0.30612482"," 0.34451165"," 0.06589929"
"M545.37T1372.761"," 0.694414191"," 1.181038370","-0.078056273","-0.246031692","-0.400550768","-0.205613168","-0.099093440","-0.324541007","-0.029006857"," 0.002506306","-0.218323909","-0.276741753"
"M1085.421T973.898","-1.11226909","-0.16282961","-0.29242869"," 0.17731278","-0.13611254","-0.13210451","-0.00458803"," 0.56042099"," 0.21238478"," 0.36468682"," 0.30218073"," 0.22334636"
"M1114.854T834.347","-0.46980414"," 0.29194363"," 0.50988063"," 0.26939265"," 0.27370357"," 0.05170242","-0.35453638","-0.22645379","-0.98668812"," 0.17365842"," 0.41938882"," 0.04781228"
"M987.579T1163.004"," 0.48046627"," 0.63577725","-0.06264829","-0.30683792"," 0.27794821","-0.26709397","-0.29098779"," 0.04624110","-0.14682148","-0.53893918"," 0.14535357"," 0.02754224"
"M441.224T1179.269"," 0.75038009"," 0.92140287","-0.38327534","-0.39242003"," 0.02943557","-0.14725826","-0.05295685","-0.06704904","-0.20661834","-0.18307863","-0.08564166","-0.18292038"
"M899.349T990.311","-0.72706604","-0.38523715"," 0.29046369","-0.04701372","-0.14462361"," 0.51874009","-0.02393171"," 0.20739502"," 0.27873611","-0.11947041"," 0.11978881"," 0.03221892"
"M659.418T1406.262","-0.56740520","-0.45295515","-0.11874623"," 0.21702611","-0.04895477","-0.41794971"," 0.40797854"," 0.33820268","-0.34036373"," 0.44453860"," 0.14786032"," 0.39076855"
"M841.471T1389.363","-0.35255562","-0.38139368","-0.12287726","-0.31690103","-0.24449092","-0.06958035"," 0.23957936"," 0.11085967"," 0.68820156"," 0.24648493","-0.08258173"," 0.28525507"
"M655.418T1389.36","-0.18383678","-0.18820568","-0.08119815","-0.05238909","-0.23276736","-0.30902612"," 0.30579730"," 0.09837623"," 0.10923300"," 0.56079446"," 0.11696651","-0.14374432"
"M575.479T1473.048","-0.66701318","-0.48096617"," 0.11721054"," 0.10529618"," 0.15518632","-0.20053949"," 0.23025981"," 0.21158579"," 0.33985971"," 0.37667444","-0.25537160"," 0.06781764"
"M575.481T1540.694","-0.66929802","-0.48357201"," 0.11382087"," 0.11743566"," 0.15208281","-0.20362918"," 0.23228865"," 0.20836099"," 0.33405543"," 0.37308579","-0.25749142"," 0.08286041"
"M684.476T1302.601","-0.012438316"," 0.385661296"," 0.217052097"," 0.290669356"," 0.049392292","-0.321885671","-0.147479779","-0.194077671","-0.383357857"," 0.143841301","-0.023183858","-0.004193188"
"M331.187T1104.601"," 0.02541702"," 0.29291977"," 0.22442099"," 0.18020719"," 0.44307021"," 0.18734886","-0.70245527","-0.23840940","-0.54586984","-0.08362752"," 0.17910951"," 0.03786847"
"M549.424T1386.472","-0.64999134","-0.12247608"," 0.11376514","-0.04765437","-0.31380631","-0.13855149"," 0.54934771"," 0.30311132"," 0.25493045"," 0.47288049","-0.09836621","-0.32318932"
"M423.211T1338.363"," 0.5671919"," 0.3883233","-0.1747171","-0.1073504"," 0.3656794","-0.1866121","-0.1642605","-0.1506275"," 0.1844208","-0.1644397","-0.4794276","-0.0781803"
"M886.353T1006.792","-0.78886617","-0.20739413"," 0.35596607","-0.22131304","-0.02107291"," 0.31450398"," 0.11883294"," 0.24004941"," 0.43363178","-0.12393653","-0.07506064","-0.02534077"
"M585.283T918.479"," 0.285541057"," 0.483747554"," 0.002662216"," 0.525702979"," 0.308394765","-0.007992476","-0.572876193","-0.420090733","-0.511359760","-0.399841264"," 0.164010155"," 0.142101701"
"M956.379T959.199","-0.86911958","-0.14957798"," 0.37813618"," 0.13006474","-0.04331699"," 0.34333067","-0.08913671"," 0.27275843"," 0.29747194","-0.11853065","-0.21625437"," 0.06417432"
"M329.157T1608.526","-0.40168857","-0.52914473","-0.06862704"," 0.19306900","-0.26956530","-0.12638852","-0.07476382"," 0.29329016"," 0.48888611"," 0.04724097"," 0.28892727"," 0.15876446"
"M549.19T901.604","-0.8123948"," 0.1436644","-0.4327448"," 0.1427575","-0.5297558","-0.3889325"," 0.2313842"," 0.3073387"," 0.6413831"," 0.2272108","-0.0946561"," 0.5647453"
"M822.526T1212.039"," 0.50516752"," 0.49622165","-0.30516229","-0.32020417"," 0.14857115","-0.24379090"," 0.01494616","-0.41093781"," 0.36763129","-0.13452218","-0.18061565"," 0.06269524"
"M351.108T857.905"," 0.59170959"," 0.02289692"," 0.41007934"," 0.37536434"," 0.26118860"," 0.08363693","-0.59937684","-0.32172835","-0.04596247","-0.48293380","-0.18568522","-0.10918905"
"M640.557T1608.472","-0.55757786","-0.38533369","-0.11214657"," 0.03028782"," 0.28717484","-0.05675941"," 0.09963997"," 0.25253617"," 0.59295384"," 0.22335344","-0.21326241","-0.16086615"
"M423.212T1319.031"," 0.6158716115"," 0.4501925040","-0.0855459376","-0.0562858857"," 0.3831953167","-0.0612348660","-0.3025648458","-0.0974601011"," 0.0003094571","-0.3386050306","-0.4787357406","-0.0291364818"
"M541.474T1573.977","-0.91667873","-0.79151509","-0.14665838"," 0.17711805"," 0.44556213","-0.34375582"," 0.40050915"," 0.59355016"," 0.27655899"," 0.23644000"," 0.02734348"," 0.04152606"
"M519.225T1025.439","-1.27059485","-0.18294898"," 0.79445310"," 0.13353415"," 0.14156064"," 0.67908588","-0.31027473"," 0.33157158"," 0.07207193","-0.35513875","-0.04573957"," 0.01241961"
"M817.32T1025.439","-1.40351561","-0.19807903"," 0.48655404"," 0.03078954","-0.10148826"," 0.38389249","-0.09910502"," 0.45264756"," 0.36542814"," 0.01229912"," 0.08517806","-0.01460104"
"M629.459T1473.698","-0.13404887","-0.15414598","-0.04689989"," 0.02762925","-0.52896471","-0.50666086"," 0.38826632"," 0.14375852"," 0.45923161"," 0.27942662","-0.07576976"," 0.14817777"
"M847.517T1163.004"," 0.99660911"," 1.00905084"," 0.08451368","-0.16938316","-0.04695608"," 0.25881830","-0.59480869","-0.64784264","-0.18449061","-0.59878672","-0.30682631"," 0.20010229"
"M898.349T936.403","-0.75306995","-0.25979711"," 0.19242068","-0.09345717","-0.13824617"," 0.32136111","-0.13416823"," 0.30599973"," 0.48463997"," 0.05657900","-0.05254562"," 0.07028375"
"M652.416T1356.524","-0.38298579"," 0.04190581","-0.27368139","-0.24389327","-0.07880539","-0.20106225"," 0.14112096"," 0.38532969"," 0.43444738","-0.21237390"," 0.13331544"," 0.25668272"
"M449.365T1540.699","-0.35956772","-0.12037364","-0.15363501"," 0.01314717","-0.41990068","-0.23548629"," 0.50876403"," 0.32146980"," 0.58400794","-0.10023295","-0.09944020"," 0.06124756"
"M537.533T1295.888"," 1.05630001"," 0.96359756","-0.21487141"," 0.70412372"," 0.14358292","-0.01005276","-0.34124700","-0.26750829","-1.42936161","-0.44373306"," 0.01135941","-0.17218949"
"M561.396T1195.638"," 0.148256226"," 1.793880724","-0.004924561","-0.252399720","-0.002610755","-0.247511401","-0.176386858","-0.353453597","-0.395460885","-0.069280547","-0.268828190","-0.171280436"
"M530.218T901.604","-1.13573331","-0.08619244","-0.05940740"," 0.22843610","-0.23999583","-0.16164934"," 0.10469596"," 0.45493931"," 0.52276702"," 0.13118755"," 0.04297600"," 0.19797637"
"M812.538T1253.346"," 0.461923850"," 0.717800247","-0.398763484"," 0.276490611"," 0.093193464"," 0.086624603","-0.383310345","-0.416304678","-0.305774234"," 0.005010029"," 0.043457074","-0.180347138"
"M495.298T1036.333"," 0.68962145"," 0.66163163"," 0.10916578"," 0.40540205","-0.10225350"," 0.22629763","-0.82515095","-0.40201202"," 0.12415401","-0.20189061","-0.06949066","-0.61547481"
"M367.15T410.425","-0.44279113"," 0.06755352"," 0.61075373"," 0.88656166","-0.21468036"," 0.79274459","-0.79447670"," 0.01821777","-0.61132069","-0.17386724"," 0.20369053","-0.34238567"
"M589.228T896.878","-1.00069931","-0.23422678"," 0.07979721","-0.03326260","-0.10227033","-0.03243546","-0.21311052"," 0.34018983"," 0.61827380"," 0.04904555"," 0.04665749"," 0.48204111"
"M617.489T1624.961","-0.88191008","-0.40626860","-0.17215849","-0.04483845"," 0.29197970","-0.02983859"," 0.19926387"," 0.26697044"," 0.73272671"," 0.10046637","-0.13786663"," 0.08147375"
"M535.409T1440.116","-0.60937189","-0.47285803","-0.02772547","-0.13017337","-0.39028941","-0.11347568"," 0.25682320"," 0.62130305"," 0.42596361"," 0.18672489"," 0.24197884"," 0.01110027"
"M673.432T1355.711","-0.14534730"," 0.01737436","-0.21495696","-0.15536876","-0.02137086","-0.26748673","-0.07877038","-0.22509672"," 0.38516039"," 0.25441312"," 0.13369726"," 0.31775257"
"M817.317T940.819","-1.20890948","-0.41569691"," 0.01560183"," 0.02620544"," 0.03536074"," 0.42696340"," 0.02686720"," 0.31733696"," 0.08253366"," 0.28169208"," 0.36825559"," 0.04378948"
"M438.146T926.75","-0.74737348","-0.34577275"," 0.49336699"," 0.06277456"," 0.07712253"," 0.39580788","-0.04260809"," 0.17205490"," 0.30302207","-0.33219443","-0.24309321"," 0.20689302"
"M535.375T1490.352","-0.63855023","-0.14394412","-0.04023730","-0.11022822","-0.44209958","-0.16265258"," 0.27202242"," 0.27819295"," 0.52469891"," 0.20096358"," 0.21623342"," 0.04560075"
"M808.52T1220.972"," 0.70772478"," 0.98607293","-0.13577838","-0.05437150"," 0.12669015","-0.23727550","-0.60229658","-0.17370908","-0.10247550","-0.61667160"," 0.03766667"," 0.06442362"
"M577.49T1591.335","-0.55528124","-0.42780410","-0.11756310","-0.05062472"," 0.30036520","-0.28796196"," 0.18543423"," 0.20157558"," 0.54527661"," 0.12163332","-0.09273338"," 0.17768353"
"M1059.419T884.787","-0.81680781"," 0.13823820","-0.25715182"," 0.21316126","-0.76318581","-0.55384658"," 0.20718909"," 0.33433047"," 0.68194034"," 0.26967458"," 0.02362817"," 0.52282992"
"M813.332T1056.081","-1.37346756","-0.21917024"," 0.36633668"," 0.24606572","-0.17772829"," 0.40171632"," 0.15237190"," 0.44849516"," 0.07074928","-0.05376036"," 0.03061692"," 0.10777446"
"M869.334T919.017","-0.99194040","-0.13379484"," 0.32940527"," 0.31560145","-0.12020541"," 0.30665463"," 0.22377057"," 0.20714736"," 0.07110857","-0.02344382","-0.16076113","-0.02354224"
"M449.347T1490.033","-0.448121433","-0.277829256","-0.120793999"," 0.004091035","-0.392375191","-0.231178081"," 0.510662816"," 0.392491026"," 0.623017526"," 0.159390685","-0.303224086"," 0.083868958"
"M374.303T1319.161"," 0.67068939"," 0.75504760","-0.04525740"," 0.12556566"," 0.13142468"," 0.36715840","-0.28091228","-0.01310643","-0.87315399","-0.46990547"," 0.14863347","-0.51618363"
"M504.265T1099.137"," 0.8016580"," 0.8100770","-0.1218477","-0.3891447"," 0.1469162","-0.3847566","-0.1506866","-0.2059110","-0.1690557","-0.2804554"," 0.2297403","-0.2865340"
"M479.188T913.185","-1.361517824","-0.960051211"," 0.564853579","-0.245966006"," 0.306137568"," 0.465727283","-0.003829010"," 0.357817693"," 0.091462080"," 0.216886672"," 0.562205569"," 0.006273608"
"M291.195T1053.001"," 0.1178811935"," 0.3631233346"," 0.5585716482","-0.0143564603"," 0.4139106827"," 0.3587973814","-0.8976058400","-0.3154065896","-0.1889992305","-0.3152798166"," 0.0003737696","-0.0810100731"
"M821.505T1179.269"," 0.55146888"," 0.47279112","-0.30541161","-0.25799461"," 0.22193327","-0.17406426","-0.14726981","-0.07868061"," 0.24613614","-0.45093532","-0.15919995"," 0.08122677"
"M820.327T1006.792","-1.118488879","-0.312408375"," 0.586510222"," 0.108503505"," 0.065140957"," 0.438394795"," 0.131875991"," 0.344500558"," 0.052183056","-0.008256854","-0.060214607","-0.227740368"
"M764.518T1295.888"," 0.160794491"," 0.682358874","-0.314521347"," 0.008340811","-0.357591282","-0.092370570","-0.082241430"," 0.118173355"," 0.745150653","-0.296610106","-0.279071952","-0.292411497"
"M471.313T1295.888"," 0.948280419"," 0.246058287"," 0.049582394"," 0.008159997","-0.004231773","-0.351296553","-0.018251867","-0.170510863","-0.330414376"," 0.125690617","-0.139236533","-0.363829749"
"M534.402T1422.678","-0.60750870","-0.07430487","-0.03439296","-0.09558794","-0.56542134","-0.21665607"," 0.23108595"," 0.27492774"," 0.65912624"," 0.45276810","-0.08941792"," 0.06538177"
"M765.518T1313.696"," 0.40827561"," 0.51257124","-0.14656508","-0.14813659"," 0.16524031","-0.23982109","-0.15520735","-0.03664669"," 0.12730169","-0.27589137","-0.11183964","-0.09928106"
"M1003.558T1223.957"," 0.05612777"," 0.20092093","-0.46907046","-0.16385038"," 0.10976102","-0.64023100"," 0.13043685"," 0.03946768"," 0.46376780"," 0.06325794"," 0.13441262"," 0.07499922"
"M415.326T1295.888"," 0.23113130"," 0.34625108"," 0.44297047"," 0.01036854"," 0.22083918"," 0.45299199","-0.29316940"," 0.06393821","-0.30140006","-0.32816308","-0.31789169","-0.52786652"
"M653.413T1286.062","-0.16882351"," 0.01599453"," 0.09560461"," 0.01672688","-0.37191910","-0.18501966"," 0.29096816","-0.16716628"," 0.09593716"," 0.22182097"," 0.10085628"," 0.05501995"
"M1102.351T817.469","-0.250704763"," 0.204557007"," 0.310677200"," 0.142011367","-0.006212934"," 0.385643893","-0.664966329","-0.136976728","-0.371647270"," 0.125698402"," 0.326130794","-0.064210638"
"M549.424T1473.203","-0.75744568","-0.37261974"," 0.29520456","-0.10345345","-0.30306707"," 0.05684726"," 0.25074517"," 0.53820302"," 0.49287072"," 0.20810593","-0.21351802","-0.09187270"
"M787.545T1575.098","-0.355510110","-1.119564569"," 0.130993318","-0.001148501","-0.019383270"," 0.070808367","-0.002753918","-0.185983614"," 0.344222361"," 0.062604924"," 0.098339891"," 0.977375121"
"M567.43T1421.35","-0.37113156","-0.15264506","-0.09758738"," 0.11952082","-0.41705505","-0.34985106"," 0.34056512"," 0.04333200"," 0.57937866"," 0.07782308"," 0.11459629"," 0.11305414"
"M798.839T1023.188","-1.281495177","-0.290050968"," 0.249500037"," 0.293052114","-0.477972711"," 0.340551943"," 0.161841930"," 0.313626440"," 0.779919348","-0.245135298","-0.007661573"," 0.163823915"
"M764.517T1325.086"," 0.30783176"," 0.51105316","-0.20679469","-0.25122410","-0.32713292"," 0.05808033","-0.05909976"," 0.08338484"," 0.71338459","-0.35959979","-0.22465423","-0.24522920"
"M677.438T1339.916","-0.81564775","-0.51593721"," 0.35058641"," 0.26251220","-0.27192951"," 0.36327315"," 0.12733293","-0.14026783","-0.05723622"," 0.48854648","-0.08425431"," 0.29302164"
"M832.307T992.353","-1.14973340","-0.21244283"," 0.76843046"," 0.32278834","-0.12754507"," 0.65273282","-0.15681884"," 0.40838830"," 0.04470495","-0.13513782","-0.25903360","-0.15633332"
"M455.315T1295.888"," 0.694202205"," 0.337067487","-0.048278907"," 0.074258066","-0.220820006"," 0.009089548","-0.262848238","-0.096234399","-0.017434791","-0.056786212","-0.157956864","-0.254257888"
"M297.239T1626.197","-0.140069653","-0.491445171"," 0.070526080"," 0.089797586","-0.301336763","-0.328589656"," 0.079073302"," 0.201523794"," 0.357510395"," 0.297205533"," 0.007150287"," 0.158654266"
"M471.314T1308.231"," 0.806554369"," 0.300128922"," 0.257305726","-0.244613901","-0.192405850","-0.096449449","-0.005456899","-0.072344131","-0.277432590"," 0.175297185","-0.270266083","-0.380317299"
"M455.313T1308.231"," 0.55080404"," 0.07099712"," 0.03543190","-0.15551479","-0.35977866","-0.03043281","-0.05320203"," 0.06396404","-0.01238858"," 0.21975376","-0.11947057","-0.21016342"
"M392.284T1436.378"," 0.925178976"," 0.624367270"," 0.003033791","-0.039781991","-0.038917915","-0.014131018","-0.221927859","-0.165483359","-0.365843171","-0.184710708","-0.169712998","-0.352071018"
"M399.308T1262.042"," 1.6898500"," 0.8595075","-0.2356522"," 0.1239903","-0.1859911","-0.1911889","-0.2608113","-0.2711682","-0.4009784","-0.3737798","-0.3353712","-0.4184066"
"M549.428T1523.962","-0.57750737","-0.29795588","-0.08908081"," 0.11773511","-0.61732871","-0.12427275"," 0.41515337"," 0.28930127"," 0.40260242"," 0.34046912"," 0.02750812"," 0.11337610"
"M807.348T918.929","-0.96825591","-0.35964686"," 1.30210966","-0.02668066"," 0.38135782"," 1.28840954","-0.23517297","-0.80647748"," 0.03390263","-0.57057504"," 0.28890893","-0.32787967"
"M542.478T1573.977","-0.66093905","-1.21393962","-0.05843727","-0.08672839"," 0.42528322","-0.05365117"," 0.45184227"," 0.52609632"," 0.29305383"," 0.11613971"," 0.09346262"," 0.16781752"
"M522.261T1109.944"," 0.55493187"," 0.75775829","-0.27477645"," 0.22702476","-0.06216880","-0.30042002","-0.28989182","-0.23661757","-0.14726108","-0.50613700","-0.03235563"," 0.30991343"
"M653.412T1258.482","-0.255973875","-0.000579138"," 0.057258093","-0.167329433","-0.340860904","-0.143209503"," 0.357208990","-0.037731695"," 0.141980597"," 0.211583926"," 0.097291756"," 0.080361186"
"M475.412T1607.605","-0.38190965","-1.20472456","-0.04489128"," 0.16848771"," 0.26214676","-0.27736400"," 0.16068944"," 0.25302127"," 0.49472469"," 0.03138086"," 0.20406651"," 0.33437226"
"M653.413T1377.63","-0.26031217","-0.11396752"," 0.09042590","-0.22694862","-0.55158315","-0.12294967"," 0.20067618"," 0.02426280"," 0.08975575"," 0.58183544"," 0.17022206"," 0.11858298"
