"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Control","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M836.743T1479.398"," 8084.979"," 7427.786"," 8139.435"," 7307.439","12478.757","    0.000","10850.695"," 7436.995"," 6395.962"," 8417.913"," 8270.762","    0.000"," 7003.689"," 7605.632"," 7008.761","    0.000"," 8610.680","10571.142"
"M252.965T98.618","71859.2160","32191.7640","38588.6234","18901.6280","18864.5788","    0.0000","38253.3547","40246.7746","67555.6900","24161.9580","39509.1920","  253.9137","20583.1712","36641.7296","41345.8452","    0.0000","34524.4342","78659.6709"
"M529.154T821.794","11673.1120"," 6532.0473","11193.5940","13941.2342","12964.8668"," 1054.5352","17185.1040"," 7938.6996"," 9557.1126","13698.8365","20318.2441","  881.8991","13962.6249","13293.1858","14960.5920"," 1110.0000","23128.9248","14373.4366"
"M487.212T857.117"," 6165.5290"," 6106.1809"," 7265.1696"," 7239.2177","13072.0312","  399.0713","13171.3622"," 8672.6647"," 7970.7139","14919.2376","10661.9031","    0.0000"," 9583.4768"," 7718.2520"," 8564.9079","    0.0000","13962.9493","14556.1654"
"M1323.386T316.247"," 7644.818"," 4135.408","11004.803","10290.440"," 5243.091","    0.000"," 8685.600"," 9521.586"," 3506.747"," 9147.477","11370.946","    0.000"," 6184.724"," 6422.857"," 7623.317","    0.000","14607.265"," 6255.250"
"M501.206T823.684"," 7594.0536"," 1001.6172","11834.8755"," 6191.9366"," 6607.8317","  250.0007"," 8159.6493"," 4728.4116"," 7247.0542"," 8835.6130"," 8596.1278","    0.0000"," 5940.1918"," 7081.6351"," 6481.2232","    0.0000","10093.9152","13292.9173"
"M438.049T766.588","5140.0641","4660.8686","4559.1732","4175.0423","6148.1492","   0.0000","4411.0955","4500.5623","5778.9403","9736.4974","5533.7703"," 194.9995","4979.7938","4862.6445","6789.4903","   0.0000","9796.7268","8188.3423"
"M1013.583T1347.533","133352.0290","111018.9226","175835.0733","125796.8485","145058.0516","   380.4532","163850.3551","156251.5607","120867.8865","145731.2753","143580.7664","   725.9960","120137.7368","124053.8303","141688.6857","   164.0000","223772.3775","167231.4667"
"M407.045T415.442"," 2656.065"," 2878.818"," 3413.063"," 8245.805"," 5018.263"," 3496.372","13921.929"," 3967.052"," 3420.869"," 3783.356"," 3471.259"," 3579.491"," 6001.024"," 4339.484"," 7129.658"," 2730.000"," 3886.477"," 3482.127"
"M331.068T223.104"," 4835.100"," 4659.351"," 8682.482"," 4360.793"," 3994.788","    0.000"," 7664.800"," 7555.270","16991.702","11875.944","10843.987","    0.000"," 7896.899"," 8466.015"," 9657.761","    0.000"," 5074.976"," 6855.861"
"M384.092T841.195","1041.4386","1402.1438"," 858.5918","5501.6664","3251.8918","   0.0000","4921.4180"," 919.7791"," 401.2983","1033.9085","1042.3931","   0.0000","1870.0804","2858.0316","2348.8497","   0.0000"," 546.2597"," 966.8430"
"M1611.697T937.933"," 2758.1392","  580.1225"," 2292.8515"," 7282.2012"," 3276.6371","    0.0000","  575.5938"," 8201.5747","21502.6357","18897.5851"," 8389.3016","    0.0000"," 9983.6434"," 9715.4966","    0.0000","  334.0000"," 4792.7477"," 4299.0440"
"M653.913T316.046"," 7453.8362"," 9668.5933","16207.2365","14881.7820","13084.7350","  326.2568","14583.7475","15567.9302","11364.4167","12935.9724","18424.6938","  548.7215","10316.6104","14578.9300","12967.5600","  198.0000","16161.8271","14980.2743"
"M969.317T316.321","295687.1","179827.8","430818.4","424722.9","175744.7","     0.0","361460.9","351654.3","121460.8","323894.7","369449.4","     0.0","225031.6","223598.8","235565.3","     0.0","479363.0","396763.6"
"M311.104T1075.82"," 6596.235"," 1862.906"," 4442.069"," 4552.208"," 7806.546"," 2091.563"," 3006.822"," 6159.298"," 2642.555"," 2698.218"," 4469.664"," 1487.471"," 7386.816"," 2815.659"," 7176.074"," 1340.000","20611.717","15402.025"
"M380.071T778.258","  628.7859","  306.8560","  740.9690"," 2643.0389"," 1497.6144","    0.0000"," 7579.4772"," 2606.8875"," 3219.6657"," 3455.8461","12204.3200","    0.0000"," 6673.1649"," 6972.0352"," 4321.5301","    0.0000","  380.8531"," 2189.6653"
"M638.078T817.768","4408.798","1808.775","6886.646","2574.204","3110.394","   0.000","3786.411","3073.721","1436.536","2671.480","5153.647","   0.000","2392.498","4026.809","3636.182","   0.000","4984.852","5223.051"
"M651.317T893.83","7222.7657","7442.5243","9928.1606","6563.9491","7372.4105"," 256.0706","6924.6244","7318.5503","6230.7570","8891.0339","8848.2362","   0.0000","7295.8800","6972.8415","7393.7550","   0.0000","9535.8233","6943.9028"
"M1167.557T907.179"," 5000.859"," 9434.891","11953.234"," 6949.324"," 4361.672","    0.000"," 7967.129","21705.585"," 8792.552","17504.315"," 9638.562","    0.000"," 8898.478"," 7288.535"," 8553.833","    0.000"," 1914.867"," 2254.029"
"M221.066T891.624","12612.785"," 9868.111","16157.527","11215.868"," 6821.248","    0.000","29845.218","12394.332"," 7095.436","21267.548","20615.945","    0.000"," 7950.254"," 8550.956","13732.963","    0.000","15997.233","34669.927"
"M204.085T413.719","   0.0000","   0.0000","   0.0000","6323.8084","1629.2055","   0.0000","3830.9480"," 163.5853"," 957.4931"," 188.1285"," 797.9778","   0.0000","4304.7340","2625.1037","4117.7194","   0.0000","1166.4597"," 693.1157"
"M621.125T857.148"," 2399.360"," 4627.570","11341.798"," 2652.503"," 1781.441","    0.000"," 6046.702"," 6220.757"," 6352.744","12337.239","14877.133","    0.000"," 6582.861"," 6932.415"," 4350.211","    0.000"," 4472.543"," 5347.800"
"M1009.554T1308.282","16751.4903","18356.8552","19164.3582","13999.9358","17337.8720","    0.0000","16433.0975","16294.8962","14576.6377","13361.2099","15441.9455","  216.9107"," 9502.9076","12951.0509","10130.8971","  342.0000","21849.9955","15676.3010"
"M483.178T941.182"," 2737.681"," 6345.475","10095.704"," 8261.703"," 8681.924","    0.000"," 7104.600"," 8531.075"," 5516.194"," 7366.942"," 7285.255","    0.000"," 5888.758"," 8414.241"," 5107.904","    0.000","12382.520","13402.981"
"M1057.411T880.24"," 76761.9746"," 17218.4590"," 64678.4070"," 42438.0435"," 36496.8204","     0.0000"," 74932.7700"," 68207.0452"," 68823.9269","128428.1987"," 81021.7268","   234.9937"," 40627.5649"," 55583.5866"," 54291.6194","     0.0000"," 65864.5547"," 91523.0504"
"M469.208T948.545","10691.5399"," 3819.3340"," 5786.5491"," 5184.6031","11684.0688","    0.0000","14672.7268","10608.9340"," 8733.8447","11453.6437","14935.9241","  289.5006"," 7769.8786","10560.8039"," 6688.1719","    0.0000","11899.8712","24201.1206"
"M673.289T892.945"," 7327.591"," 5976.084","12479.971"," 6039.017","10339.444","    0.000"," 7586.101"," 8493.776"," 9221.154"," 9874.199","11360.442","    0.000"," 8453.265"," 7920.162"," 9682.814","    0.000","12619.089","13211.329"
"M833.365T968.818","2030.0638"," 846.0037","4727.9362"," 995.3491","2351.1287","   0.0000","3031.6912","2938.6841","5884.5992","3660.1157","6268.0554","   0.0000","4709.6167","4888.2889","7107.8444","   0.0000","3913.7558","6625.2929"
"M893.38T934.735"," 8175.934"," 1006.815"," 7443.466","10295.668"," 8804.344","    0.000","21510.990","12489.937","12160.155","13654.141","11501.828","    0.000","12250.031","11983.135"," 8406.339","    0.000"," 9553.300"," 7873.077"
"M393.176T847.594"," 5116.2214"," 4220.2083"," 7675.6455"," 5105.6102"," 5472.6978","  243.6616"," 6765.3194"," 5101.3893"," 5469.8622"," 6528.3245"," 8438.2743","    0.0000"," 6473.0222"," 4711.8537"," 6492.5362","    0.0000"," 7418.2635","10452.1855"
"M981.364T901.259"," 8501.289"," 4055.367","12826.304"," 5867.918"," 5251.028","    0.000","14014.165"," 7778.373"," 9865.942"," 6346.684"," 9317.028","    0.000"," 8416.980"," 5996.942"," 5950.600","    0.000"," 9377.469"," 9330.579"
"M653.935T315.929","13284.9645","10320.5931","18541.0378","16126.3395","14200.9880","  263.3200","16783.5333","16288.2269","11780.6723","12532.0496","19732.7511","  548.7215","12121.7845","15388.1486","13640.3644","  198.0000","19760.5871","16527.4593"
"M865.491T1326.551","22481.14","21592.99","29494.63","15336.82","23560.75","    0.00","18224.63","26280.01","25604.43","17773.85","22531.05"," 1743.41","19605.62","18437.57","19190.74","  220.00","24370.34","23414.71"
"M449.202T630.506"," 8446.337"," 6667.748"," 8698.199"," 6159.879"," 6957.805","    0.000"," 9971.642"," 7524.877"," 5438.268"," 7290.816","10857.282","    0.000"," 6001.725"," 5918.595"," 8231.637","    0.000"," 9341.970","12121.487"
"M437.065T776.272","4410.5163","4264.0704","4933.7272","3149.5956","1979.1151"," 305.1289","4620.4420","5079.6837","3641.5268","4181.4915","4211.4601","   0.0000","3468.9456","3813.7266","2579.5681","   0.0000","3158.0851","3210.1780"
"M268.959T125.12"," 8197.108"," 6392.038","11181.579"," 6709.404"," 6820.134","    0.000"," 7491.985"," 5939.517"," 6527.915"," 6623.273"," 7150.377","    0.000"," 6190.364"," 8102.188"," 7503.015","    0.000","10156.700","13337.810"
"M551.272T837.928","11335.1685"," 3842.1282"," 9952.2205"," 8968.5707","10586.6310","  263.3767","19990.0548","12368.9443","10416.2902","10966.2460","11141.4948","    0.0000","12911.5900"," 9334.6840"," 9201.4867","  298.0000","16267.6266"," 8901.4286"
"M456.197T892.811"," 5631.693"," 4724.631"," 9716.366"," 6138.031"," 7132.194","    0.000"," 9768.596"," 8444.067"," 7855.643"," 9372.374","11534.568","    0.000"," 7169.719"," 6913.134"," 6970.994","    0.000"," 9085.768"," 9012.392"
"M356.995T88.504","11897.865"," 8089.248"," 7913.284","20768.472","13979.594"," 4177.398","17934.451","19140.434","15510.875"," 9777.522","21426.871"," 2538.033","16616.769","17303.325"," 6793.953"," 2780.000","10217.876"," 7116.160"
"M391.157T830.263"," 6641.788","  201.156"," 6947.928"," 5367.167"," 7700.498","    0.000"," 7037.108"," 5160.157"," 5192.166"," 7176.423"," 8915.514","    0.000"," 4498.888"," 6525.638"," 6056.794","  305.000","11203.874"," 8648.973"
"M567.778T908.116","57422.2751","80067.8944","95198.9135","22135.6732","33722.2144","    0.0000","75558.0480","46634.8288","60481.3549","45316.5818","71412.5447","  347.6188","64135.3405","44564.9487","83582.6440","  267.0000","17368.7423","26231.0105"
"M559.667T1200.71","17199.454","10407.056"," 9822.903"," 6777.097"," 6776.393","    0.000"," 7295.395"," 9939.478","14995.180","11142.206"," 9774.121","    0.000"," 5758.128"," 9598.541","12086.265","    0.000"," 6172.684","10003.651"
"M455.193T892.238","13459.6575","11267.2054","58142.4761","15022.1060","42525.9293","  327.5155","49104.7513","40966.4187","39490.4124","35155.7058","61720.6440","  480.4521","17917.4556","29839.4011","15995.0902","    0.0000","52940.7430","72209.0931"
"M651.363T1268.695","3612.929","8094.054","4752.075","3657.170","3429.054","   0.000","4044.059","3336.519","7687.655","3864.453","5940.760","   0.000","4807.584","4119.796","2357.656","   0.000","2819.034","1663.328"
"M1255.613T888.434","24934.83","30212.13","29944.15","18700.22","16415.82","    0.00","18098.42","24350.12","35483.79","27286.86","60239.90","    0.00","21105.41","26481.04","29181.97","    0.00","17033.17","27244.94"
"M701.195T940.853"," 9467.095","11475.864","11680.376"," 6799.267"," 8754.301","    0.000","10629.280","11537.251","17652.282","10814.552","20725.755","    0.000"," 6655.929","10283.087"," 6964.402","    0.000"," 8353.789"," 8532.104"
"M587.201T848.147","1901.752","2488.141","3887.497","3426.553","4797.029","   0.000","5168.103","3379.739","4053.299","4269.484","3285.662","   0.000","3699.219","3418.143","4254.635","   0.000","4666.016","3884.405"
"M1014.419T974.744"," 1764.5554","  582.8672"," 4733.1768"," 3059.3659"," 8348.1185","    0.0000"," 9732.0187"," 9755.6950"," 4157.5549","10947.2124"," 6730.6685","    0.0000"," 8533.7190"," 7204.0591"," 7284.7854","    0.0000"," 6140.1637","10735.2173"
"M383.555T317.319","20653.46","21600.20","22412.05","20539.82","21746.88","    0.00","25673.79","23778.83","20080.38","22968.73","22235.81","    0.00","20970.18","21373.29","23345.30","    0.00","19527.66","23714.00"
"M593.857T757.673"," 4282.9031"," 9801.4646"," 6224.8382"," 3082.6947"," 1852.4820"," 2068.1569"," 4655.5880","10407.7178","12529.9717"," 3871.6699"," 8504.2403"," 1436.2509"," 8070.5437"," 5557.3989"," 2385.3965"," 1230.0000","  694.6719"," 4608.6581"
"M569.35T895.921","127201.9674","213783.7128","154105.9244"," 67019.8543"," 80904.7977","   236.8653","121798.7914","166320.8174","223642.1355","170762.1161","137222.8498","   529.1325","140087.3247","140676.7169","154197.3331","     0.0000"," 23818.8547"," 83813.6791"
"M423.224T921.021","14462.8005"," 7129.4960","17739.2535","12088.6220","13947.5373","  490.8415"," 2170.6362","11065.4487","18909.8055","13574.7897","21808.6691","  754.4557","12395.9000","10919.7673","16960.4760","  296.0000","18978.4000","10084.2120"
"M325.2T1323.486","6308.264","5445.424","4931.316","5788.577","4756.922","3055.909","7732.868","3827.963","3169.944","4795.009","5403.669","3280.849","3994.667","6028.681","5338.862","1890.000","6533.172","4398.489"
"M269.103T792.774","3632.687","2789.255","3988.088","4332.531","1825.505","   0.000","2751.570","4037.078","3409.962","3905.527","6853.667","   0.000","2737.543","4276.459","2486.045","   0.000","4789.604","4801.813"
"M637.025T106.841"," 6698.391"," 6411.834","12753.067"," 6494.342"," 5147.987","    0.000"," 8714.218"," 6932.568"," 6580.992"," 7389.065"," 9161.966","    0.000"," 9509.962"," 5700.446"," 6978.382","  164.000","13357.971"," 8313.754"
"M334.932T113.331","10297.123","11382.384","11532.691"," 7408.834"," 8576.066","  694.923","13984.091","10694.593","10109.298","10319.021","11144.613"," 1422.300","10234.291"," 9931.869","11234.149","    0.000"," 8229.758","10494.179"
"M433.784T801.352","24043.1412"," 9110.3962","24796.3079","12882.5670","18587.1060","  428.9878","12370.1004","24981.0454","16890.6622","23190.5928","16353.4422","  714.3767","11771.4834","14997.6945","15732.3181","    0.0000","33978.9444","36834.3846"
"M1048.557T894.929"," 6648.560"," 8917.349"," 5344.572"," 2555.520"," 4147.796","    0.000"," 7380.819"," 8606.539","10438.374"," 8147.087"," 7897.490","    0.000"," 7135.333"," 6283.237"," 7716.811","    0.000"," 3906.908"," 4881.041"
"M295.104T156.471"," 6631.8153"," 6301.6287"," 5910.5537"," 9500.5847"," 6809.8108","  192.2187","10406.6635"," 9342.9493"," 8579.8413"," 7297.7438"," 9870.4775","    0.0000"," 8061.6453"," 6570.1420"," 8480.0837","    0.0000"," 8570.0931"," 8654.7198"
"M398.263T1317.762","3090.7332","3560.2138","2743.5702","4205.3109","3919.8120","   0.0000","6230.4429","5167.0446","2706.9767","4206.8435","4993.0374"," 171.7823","3270.7543","4858.0839","3978.3238","   0.0000","5656.2080","5913.3692"
"M653.828T318.352","13095.5820","13282.5209","18548.6255"," 9890.4573","11371.3865"," 1166.2593","18279.3297","14188.1081","11451.0319"," 7705.4880","14959.9351","  639.1131","17928.6095","13467.3953","12997.8954","  457.0000","16178.3808","14097.3011"
"M1103.415T879.391","11241.621"," 2546.764"," 9999.818"," 8384.753"," 7199.798","    0.000"," 9864.992","10880.200"," 8784.466","19526.479"," 7246.344","    0.000"," 7098.600"," 6310.739"," 6465.618","    0.000"," 8307.465","10925.821"
"M997.975T1403.846"," 8599.844","11440.371","11991.529","12390.524"," 7612.402","    0.000","12724.615","13147.594","10616.866","10376.535"," 7392.917","  168.533"," 8967.388","11940.836"," 9961.558","  162.000","14071.033"," 6957.016"
"M1039.403T917.165","12442.345"," 2239.152","12710.349","13197.991"," 9078.045","    0.000","22443.003","11074.544","15503.380","26315.928","14291.648","    0.000","14725.014","11963.281","11492.057","    0.000"," 9969.817","20110.422"
"M1037.324T316.098","17940.81","12348.45","23058.97","22819.91","14281.51","    0.00","22389.21","19387.31","12329.11","18775.34","22065.58","    0.00","16377.99","16215.13","16902.34","    0.00","22065.15","23289.36"
"M509.218T928.864","10351.431"," 7012.252","13342.798","10232.072","14503.167","    0.000","18472.643","12247.249"," 8731.856","14292.154","16880.603","    0.000"," 9772.735","11830.925","11091.372","    0.000","10921.072","14559.120"
"M1308.415T315.705","10921.466"," 5303.043","12134.528","10654.902"," 5515.407","    0.000","12868.638","12158.035"," 2304.374"," 7921.828","13560.671","    0.000"," 7166.968"," 7351.512"," 7654.979","    0.000","19133.092","14956.515"
"M311.186T1077.614","29539.576","25390.387","25837.321","39452.096","44787.866"," 1690.617","49915.130","20073.492","29843.910","43702.185","48688.100"," 4026.786","31392.063","20072.625","45185.815"," 1350.000","21597.407","40979.770"
"M969.321T316.442","304445.4","180954.5","427746.1","422072.7","174754.3","     0.0","359392.3","355401.8","121488.8","402452.5","365241.3","     0.0","225466.5","225827.1","238995.1","     0.0","604307.8","396926.5"
"M333.083T110.42"," 7540.063"," 6840.666","10264.253"," 9964.677"," 7782.542","    0.000","13589.228"," 7489.547"," 9427.812"," 9624.280","16874.613","    0.000"," 6438.709"," 7957.714"," 9085.478","    0.000"," 5782.745"," 9868.282"
"M1063.398T908.83"," 9279.608"," 2799.274"," 3882.373","10830.183"," 8193.938","    0.000"," 3491.045"," 9222.266"," 9454.674","10590.975"," 8403.421","    0.000","10946.441"," 8107.869","10860.444","    0.000","12841.079","18729.459"
"M361.512T316.902","22320.590"," 9818.297","25654.603","24742.358","18420.310","    0.000","22189.686","15808.244","18178.341","24680.779","18267.043","    0.000"," 9984.135","18029.159"," 9231.163","  218.000","22442.137","22649.021"
"M485.178T783.442","14707.110"," 6521.620","14202.000"," 9109.007","14525.016","    0.000"," 7357.059","11081.211"," 7736.555","15626.200","17486.153","    0.000"," 5301.842","11438.944"," 5754.502","    0.000","21735.484","13984.224"
"M449.205T834.832","10493.624"," 1025.132"," 9651.981"," 8527.783"," 7008.756","    0.000"," 7445.015","11040.993"," 5488.856","10036.315"," 8152.686","    0.000"," 4952.791"," 8926.109","10003.707","    0.000","16239.998","14819.476"
"M439.083T756.683"," 4081.336"," 4507.030"," 4105.209"," 5120.647"," 5201.346","    0.000","13237.123"," 4310.295"," 5029.566"," 7676.857"," 6202.318","  315.460"," 4527.598"," 3803.417"," 8503.676","  199.000"," 5378.597"," 4865.137"
"M479.19T902.518","11201.223"," 5872.776","14071.496"," 5629.903"," 7841.877","    0.000"," 5856.535","10951.836"," 6825.192"," 7642.092"," 9240.132","    0.000"," 8265.240"," 7799.538","10016.770","    0.000","15228.493","10612.949"
"M413.081T316.361","14690.756","13661.706","17951.073","11138.913","13188.127"," 1433.259","21443.673","17572.727","14004.522","16273.008","16109.506","  203.071","16113.706","15799.064","13448.703","    0.000","22109.581","19966.773"
"M417.177T763.775","2949.4038","3202.0617","3985.7441"," 589.0605","2387.9399","   0.0000","2296.8091","2976.1907","4188.9826","3350.8506","6486.9013","   0.0000","3203.5368","3173.4734","   0.0000","   0.0000","3292.7767","4664.5075"
"M225.002T107.866","24162.82","27316.23","38932.03","64440.09","61639.34","    0.00","34690.73","55269.87","47359.65","36472.75","46817.38","    0.00","35516.07","34575.78","39512.27","  233.00","55174.74","41308.57"
"M947.485T901.595"," 6852.368"," 6801.090","10785.546"," 9131.488"," 4468.078","    0.000","21788.962","10388.258","15219.443","10289.608","14154.164","    0.000","11114.647"," 6152.494"," 9125.484","    0.000"," 6167.377"," 6227.741"
"M399.165T851.906"," 8066.212"," 4581.743"," 9225.441"," 7887.028"," 9874.806","    0.000","10701.394"," 9317.579"," 5661.935"," 8989.388","11616.687","    0.000"," 3679.668"," 9678.054","11215.825","    0.000"," 9730.031"," 9808.218"
"M895.304T938.238"," 5971.302"," 2745.984"," 8029.324"," 6901.980"," 7223.850","    0.000","24155.308","10076.700","12952.566","18662.565","11816.323","    0.000"," 9211.232"," 9082.403"," 3864.572","    0.000"," 7417.531"," 8802.752"
"M455.081T744.378","11166.133","15210.250","14073.384","19945.255","20447.949","    0.000","24059.484","10337.462","16739.231","23802.957","18438.015","  492.232","19420.850","13075.186","24809.231","  445.000","11391.054","18610.286"
"M430.136T769.014","  913.4253","  551.3044"," 5587.7664"," 1581.2803"," 5073.4949","    0.0000"," 3168.9503"," 8396.0000"," 6831.4239","10005.7254","11222.7714","    0.0000"," 1009.5941"," 2157.1420"," 4893.0249","    0.0000"," 1249.9266"," 9922.3225"
"M590.274T907.848"," 49061.865"," 84444.900"," 62421.845"," 43665.757"," 28943.729","   830.721","123037.180"," 36010.111"," 46854.382"," 30874.270"," 64289.583","     0.000"," 40414.200"," 33966.757"," 59408.373","     0.000"," 10548.376"," 18911.104"
"M353.181T807.324","15416.60"," 8566.83","29710.11","12952.06","27220.38","    0.00","18193.19","20481.36","22557.47","32255.00","28964.71","    0.00","18131.52","18453.60","18409.28","    0.00","27351.78","27104.00"
"M419.115T799.29"," 5526.886"," 6684.895"," 5989.078"," 4572.638"," 5984.088","    0.000"," 8843.958"," 7958.094"," 5620.837"," 5091.142","10143.093","    0.000"," 5080.960"," 6317.647"," 4924.949","    0.000"," 4425.491"," 5904.334"
"M139.002T112.479"," 6680.376"," 7512.476"," 8371.790"," 9974.971"," 5555.499","    0.000","10073.286"," 7433.058"," 7143.490"," 8838.138"," 8303.252","    0.000"," 6373.945"," 7782.028"," 8911.252","    0.000"," 5467.072"," 6586.987"
"M1095.872T896.96","10377.7742","15141.1787"," 6532.6969"," 8718.6760","11626.0061","    0.0000","15290.7183","17769.1771","18828.8903","19477.6876","14344.7822","  293.7664"," 9906.8534","10304.0916","22131.2279","    0.0000","10127.6750","11483.2687"
"M429.646T308.971","5979.971","5374.670","8424.213","7649.570","5179.776","   0.000","7625.119","8550.867","4597.274","8391.852","7474.959","   0.000","5942.701","6753.727","5999.348","   0.000","6033.915","8898.541"
"M968.4T974.568","15176.139"," 3440.945","20372.376"," 7219.595","18357.589","  201.414","46160.857","21009.067","23746.973","65374.471","25000.781","    0.000","25424.619","24625.891","30252.600","    0.000","21479.968","17751.432"
"M1015.586T1347.819","22056.9619","16552.2410","30879.1267","19600.5310","23253.8773","  151.6130","26885.4985","25973.2024","19101.9939","25199.5199","24045.8799","  272.0838","18878.7614","20707.3135","22478.0365","  155.0000","37096.7102","26581.9962"
"M1033.603T1229.397","24208.64","17864.98","29118.31","16200.36","23166.24","    0.00","20681.20","20548.81","13259.73","19699.00","23711.93","    0.00","20562.20","17692.53","18777.66","    0.00","26381.31","22307.04"
"M533.169T900.984"," 6530.745"," 6120.848"," 5386.162","11280.168"," 7002.243","    0.000"," 5852.219"," 9394.868"," 7841.459","12391.436","14781.107","    0.000"," 8029.214"," 9302.287"," 8915.213","    0.000","10657.544"," 8264.683"
"M1095.01T894.541","30922.252","27282.821","44724.660","15795.975","13344.144","    0.000","27144.720","54478.395","15104.855","34459.613","24091.995","    0.000","17306.674","32255.260","30821.969","    0.000"," 9935.812"," 9815.789"
"M1209.581T888.373"," 7237.0662"," 8389.7303"," 9216.7016"," 6465.1887"," 2633.3421","  547.8638"," 7378.7653"," 5908.5846"," 8863.5902"," 7404.1372","11579.8776","    0.0000"," 5443.2290"," 6596.0481"," 6909.5297","  687.0000"," 4743.6274"," 7062.9259"
"M492.868T66.13"," 9376.462","12575.982","13861.688","10044.861"," 9348.894"," 9459.164","13013.405"," 9461.605"," 6032.555","11703.156","10285.585","10770.067","12697.124","13436.376","13685.418"," 7840.000","10017.893","13730.607"
"M567.276T907.878"," 78985.1943","136547.1534","130918.9328"," 74303.7523"," 51256.5822","   534.3338","232352.1293"," 75839.8880","101940.8136"," 73300.2438"," 95913.8813","     0.0000"," 92254.1822"," 69899.0876","104091.6144","     0.0000"," 24536.4265"," 48648.3549"
"M664.226T813.714"," 4625.289"," 1789.773"," 4511.329"," 2232.531"," 3688.144","    0.000","13160.499"," 5772.412"," 4704.837"," 3860.944"," 7018.011","    0.000"," 4812.956"," 4130.606"," 4726.978","    0.000"," 7419.473"," 6120.922"
"M1035.397T978.889"," 5979.270"," 2146.941"," 9159.835"," 3072.168"," 8675.981","    0.000","11473.835"," 8802.447"," 4297.198","21213.414","11757.949","    0.000"," 8598.271"," 6263.937"," 8544.901","    0.000"," 9183.986","11979.511"
"M1162.051T893.06"," 8021.503","11829.312","10527.160"," 5525.317"," 4904.297","    0.000"," 7174.365","11215.733","13969.345","10131.201"," 9482.614","    0.000"," 6678.181"," 7357.939"," 9884.502","    0.000"," 4064.090"," 5485.321"
"M812.842T69.273"," 8188.398"," 8532.676","17705.378"," 6343.874"," 5368.667","    0.000"," 7097.749","23320.079","12015.371","10411.503","18516.496"," 1747.330"," 7444.863"," 1725.150"," 6980.657","  240.000"," 8949.833","25275.309"
"M691.153T854.793","3755.521","5271.314","5785.231","2668.458","2306.880","   0.000","7849.687","6189.244","7279.215","5964.688","9430.371","   0.000","5744.422","6239.872","4357.601","   0.000","4277.440","6696.259"
"M433.351T780.04"," 4666.344"," 5752.524"," 6246.900"," 3259.257"," 6133.139","    0.000"," 9212.720"," 6096.307"," 9432.585","11556.712"," 6578.042","  189.822","14894.321"," 7157.737"," 4644.475","    0.000","19198.438"," 6964.145"
"M1363.57T899.951"," 2595.5701"," 6393.4707"," 5665.9232"," 5142.0182"," 3150.4963","    0.0000"," 8733.4899"," 6282.6633"," 7794.9896"," 5767.8550","10780.3508","  377.1174"," 5669.9310"," 5825.1107"," 4277.7480","    0.0000"," 1624.0071"," 3101.7276"
"M410.078T615.621","  360.7965","  158.3104","    0.0000"," 4995.1881","  847.8124","    0.0000","10939.7955"," 1199.7806"," 2342.6783"," 3865.9879"," 1683.2521","    0.0000"," 3692.3293"," 3504.0804"," 4810.4306","    0.0000"," 1624.0607"," 1042.0279"
"M1125.418T877.844","11408.688"," 1851.193","12582.298"," 8517.030"," 5525.355","    0.000","14291.893","12781.430"," 8686.017","14907.443","11873.123","    0.000"," 8720.148"," 9018.892"," 7998.652","    0.000","14303.308","14654.452"
"M483.183T857.732"," 7455.774","15123.641","31253.163","19710.669","33468.218","    0.000","34530.681","33996.826","22468.345","32724.896","34418.654","    0.000","27711.898"," 9358.105","12178.580","    0.000","34986.557","40985.964"
"M1323.575T889.628"," 6002.907"," 6332.019"," 6796.259"," 4065.917"," 3184.674","    0.000"," 3982.285"," 6296.621"," 7783.056"," 6181.353","13342.862","  550.783"," 6018.493"," 5849.271"," 8278.007","    0.000"," 4215.730"," 4473.723"
"M695.298T853.355","2181.6812","1932.3918","5724.4849","4739.2056","1358.9062","   0.0000","7255.4414","4611.0839","5113.0263","4832.2401","5031.9213"," 217.1101","2125.0956","5445.6770","4994.0483","   0.0000","4486.4331","5998.9962"
"M331.103T255.151","10037.9708","14001.3588","23849.4496","15048.1275","15121.8033","    0.0000","17252.6790","16482.9320","15911.3006","15202.9131","22657.0045","  152.5331","15792.4823","11616.6472","12966.3671","    0.0000","15732.6856","20532.0175"
"M539.134T89.251","10147.4269"," 5197.0068"," 8102.1782"," 6044.1011"," 4060.5428","  503.4913"," 8735.1460"," 5050.6363"," 7892.8614"," 5752.1046"," 9632.3170"," 1622.2566"," 6004.2481"," 6609.1881"," 6059.5039","  840.0000"," 6693.4893"," 8121.4804"
"M502.995T105.736","3144.035","3645.487","4206.407","3284.224","3491.434"," 190.219","4108.193","4416.593","8525.345","5257.165","3923.046","   0.000","4077.599","4791.214","5319.295","   0.000","4751.626","9816.627"
