"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M1310.08T13.55,5.8567,0.0042322,2.3734,0.3852,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M694.85T18.56,5.2119,0.0069842,2.1559,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M953.15T13.55,5.067,0.0078491,2.1052,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Xanthomonas - Other
M1638.68T13.55,5.0593,0.0078982,2.1025,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Fusarium
M1057.79T17.56,5.057,0.007913,2.1017,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1181.76T17.56,5.0399,0.0080235,2.0956,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1596.37T13.55,5.0072,0.0082405,2.084,0.3852,Other - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M752.84T18.57,4.9336,0.0087522,2.0579,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M989.8T17.56,4.9223,0.0088336,2.0539,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1386.72T16.56,4.889,0.0090792,2.042,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M990.29T17.56,4.8754,0.0091816,2.0371,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1108.78T17.55,4.865,0.0092615,2.0333,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1026.78T18.56,4.756,0.010139,1.994,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1189.76T17.56,4.7126,0.010515,1.9782,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M468.91T17.56,4.7039,0.010592,1.975,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1281.49T13.55,4.6651,0.010943,1.9608,0.3852,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M745.85T17.56,4.6591,0.010999,1.9587,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M957.8T18.56,4.6471,0.011111,1.9543,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M854.18T12.55,4.6021,0.011541,1.9377,0.3852,Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium
M808.85T17.56,4.5953,0.011608,1.9352,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M962.48T16.56,4.5495,0.01207,1.9183,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1266.75T17.56,4.5292,0.012281,1.9108,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M938.31T16.56,4.4918,0.01268,1.8969,0.3852,Other - Third_Time-Point_Control; Other - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Control
M1295.41T16.56,4.4775,0.012837,1.8916,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1239.75T17.55,4.4489,0.013156,1.8809,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M222.96T20.57,4.418,0.013512,1.8693,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1170.77T16.68,4.4158,0.013538,1.8685,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M922.32T11.54,4.3326,0.01455,1.8371,0.3852,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M1206.44T13.04,4.3039,0.014919,1.8263,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M691.86T17.56,4.303,0.01493,1.8259,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1070.29T12.55,4.3005,0.014963,1.825,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1068.79T17.55,4.243,0.015736,1.8031,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M878.83T17.55,4.2369,0.01582,1.8008,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1048.79T12.55,4.1916,0.016464,1.7835,0.3852,Other - Third_Time-Point_Drought; Other - Third_Time-Point_Fusarium; Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M828.34T17.56,4.158,0.016962,1.7705,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M963.81T17.56,4.1561,0.016989,1.7698,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M579.89T13.55,4.1537,0.017026,1.7689,0.3852,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M711.85T17.56,4.1211,0.017526,1.7563,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1068.29T16.56,4.1123,0.017664,1.7529,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M534.88T17.56,4.1048,0.017782,1.75,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M925.81T17.56,4.0272,0.01906,1.7199,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M502.87T19.22,4.013,0.019305,1.7143,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1023.79T17.56,4,0.019531,1.7093,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M612.87T18.56,3.9806,0.019875,1.7017,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1340.74T16.56,3.9787,0.019911,1.7009,0.3852,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M909.82T17.56,3.9672,0.020117,1.6964,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1285.75T11.68,3.9411,0.020598,1.6862,0.3852,Other - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Control
M1146.77T17.56,3.9201,0.020993,1.6779,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1113.77T17.56,3.9153,0.021084,1.676,0.3852,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M653.86T17.74,3.8816,0.021741,1.6627,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1034.8T17.55,3.8775,0.021823,1.6611,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M480.89T18.57,3.8693,0.021986,1.6579,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1000.81T17.56,3.844,0.022499,1.6478,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1034.29T16.62,3.8311,0.022768,1.6427,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1048.12T17.56,3.8253,0.022888,1.6404,0.3852,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1312.74T17.56,3.8004,0.023417,1.6305,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M943.31T17.56,3.767,0.024147,1.6171,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M910.8T18.56,3.7326,0.024926,1.6033,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M573.47T1437.42,3.729,0.025009,1.6019,0.3852,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M836.84T17.55,3.7281,0.02503,1.6015,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M922.81T11.54,3.7196,0.025229,1.5981,0.3852,Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought; Other - Third_Time-Point_Xanthomonas
M956.3T17.56,3.682,0.026123,1.583,0.3852,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1687.68T13.55,3.6749,0.026297,1.5801,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Xanthomonas - Other
M1048.79T17.56,3.674,0.026318,1.5798,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1199.76T12.55,3.6654,0.02653,1.5763,0.3852,Other - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Fusarium
M633.88T17.56,3.6455,0.027025,1.5682,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1046.78T18.56,3.6408,0.027146,1.5663,0.3852,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M826.83T18.56,3.6244,0.027564,1.5597,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1206.09T17.56,3.5995,0.028213,1.5495,0.3852,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other
M1166.44T14.63,3.5831,0.028651,1.5429,0.3852,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M788.84T18.56,3.5648,0.029147,1.5354,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M875.32T17.56,3.5625,0.029211,1.5345,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M853.82T17.56,3.5498,0.029563,1.5293,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1240.27T13.49,3.5453,0.029688,1.5274,0.3852,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1220.5T13.6,3.5416,0.02979,1.5259,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1502.46T13.55,3.5397,0.029844,1.5251,0.3852,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M827.49T1369.97,3.532,0.030062,1.522,0.3852,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M631.47T1471.08,3.5153,0.03054,1.5151,0.3852,Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M964.8T17.56,3.5093,0.030713,1.5127,0.3852,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M589.43T1437.43,3.4985,0.03103,1.5082,0.3852,Other - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1059.43T881.12,3.4758,0.031705,1.4989,0.3852,Other - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M549.19T881.43,3.4729,0.031791,1.4977,0.3852,Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1183.77T11.73,3.4711,0.031846,1.4969,0.3852,Other - Third_Time-Point_Control; Other - Third_Time-Point_Drought
M945.81T17.56,3.4467,0.032593,1.4869,0.38654,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1510.46T13.05,3.4453,0.032637,1.4863,0.38654,Other - Third_Time-Point_Control; Other - Third_Time-Point_Fusarium; Other - Third_Time-Point_Xanthomonas
M977.3T17.56,3.4176,0.03351,1.4748,0.38828,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Xanthomonas - Other
M1498.21T13.55,3.4116,0.033703,1.4723,0.38828,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Xanthomonas - Other
M1013.8T17.56,3.4083,0.033808,1.471,0.38828,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1814.39T13.55,3.3891,0.034434,1.463,0.3887,Other - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M858.82T17.95,3.3453,0.035914,1.4447,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M796.85T17.56,3.3452,0.035916,1.4447,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1230.75T17.56,3.342,0.036025,1.4434,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1463.45T13.55,3.3319,0.036379,1.4391,0.3887,Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Xanthomonas - Other
M888.82T18.56,3.3278,0.036522,1.4374,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M360.93T17.56,3.3199,0.036802,1.4341,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other
M1081.78T17.56,3.28,0.038247,1.4174,0.3887,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1764.66T13.55,3.2751,0.03843,1.4153,0.3887,Other - Third_Time-Point_Drought; Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M665.47T1386.55,3.2743,0.038458,1.415,0.3887,Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1050.12T17.4,3.2633,0.03887,1.4104,0.3887,Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1318.42T17.06,3.26,0.038995,1.409,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Xanthomonas - Other
M647.46T1437.41,3.2455,0.039547,1.4029,0.3887,Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1797.41T13.55,3.2395,0.039781,1.4003,0.3887,Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Xanthomonas - Third_Time-Point_Control
M1007.47T16.56,3.2299,0.040152,1.3963,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M1446.21T13.55,3.2161,0.040696,1.3904,0.3887,Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas
M1018.79T17.56,3.2039,0.041183,1.3853,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1024.79T17.56,3.1992,0.041371,1.3833,0.3887,Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M687.86T17.56,3.196,0.041499,1.382,0.3887,Third_Time-Point_Fusarium - Other; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M979.8T18.56,3.1908,0.04171,1.3798,0.3887,Third_Time-Point_Drought - Other; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
