"","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Control","Control","Control","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M625.024T106.841","6606.3482","7560.5143","6832.1733","5023.8269","2378.639","217.14417","9243.2169","6552.599","10068.903","7393.255","8222.062","43.428834","5690.1937","6893.8154","6304.0114","43.428834","8562.0284","22496.6968"
"M311.065T863.883","2610.8915","1789.2943","921.382","1653.7651","996.3193","2079.67204","2792.0997","1904.3665","1339.9532","2745.564","1489.0904","1378.2399","1157.0515","2012.8777","1595.6286","1300","1945.9655","1791.7048"
"M631.833T319.717","24792.6099","32091.5762","25394.8741","29839.3707","20248.176","809.86633","11989.3129","46035.7791","18511.4921","30441.3392","42561.2251","792.4863","43035.9283","39362.6706","17959.8713","222","38167.5107","28855.0686"
"M644.248T900.496","15156.5939","8497.6191","28714.0659","10041.2205","19259.64","67","67666.4064","27785.5838","33845.9333","58286.7153","43500.2522","67","20556.2685","16019.605","22992.336","335","16500.8961","26914.8544"
"M889.313T902.886","13226.3636","4333.7976","16795.3687","10561.9335","10200.1427","68.6","42443.7827","18629.6842","19451.0284","26401.732","22340.897","68.6","15556.8628","17466.3441","14551.064","343","9419.28","14211.663"
"M273.314T67.476","25442.9357","4253.3954","54611.424","4206.3708","2496.4102","322.2902","4585.0305","11348.2237","25902.2941","26595.6638","46528.1384","322.2902","7473.3217","6227.0984","4752.6241","322.2902","1611.451","15060.3736"
"M950.337T882.881","4614.0869","2103.8132","16345.99","7054.9879","11385.0052","420.76264","21918.1065","13160.5176","11120.1027","34003.8912","17020.8828","420.76264","7607.4752","10330.7422","5746.175","420.76264","17157.1453","13051.792"
"M559.053T88.871","32514.2054","42350.4035","58506.831","32127.7396","47364.8665","1991.62656","47876.8739","39901.583","37493.7942","28996.9078","37092.4274","2981.8456","41773.8763","47019.2211","44608.1596","655","46267.6901","47103.2295"
"M576.128T818.314","8997.6464","11973.9481","3965.7438","3753.0678","2703.7537","489.51796","14755.004","9984.921","17423.6057","6507.1062","19694.1502","489.51796","6573.6783","7512.7059","6956.1536","489.51796","2447.5898","3795.3162"
"M569.273T895.199","128953.7792","213314.6012","197281.832","73317.5484","77965.8089","353.97961","184428.9221","168636.039","224209.9942","172642.0451","176781.4331","529.1325","136439.882","139205.3328","160008.9625","70.795922","60326.7534","84514.9922"
"M751.173T317.266","10573.1567","9400.8902","11048.949","13127.1841","10126.4202","255.01904","13885.3429","12503.7479","7872.6721","12612.6287","13590.9443","51.003808","9660.6405","11386.8179","11513.8334","51.003808","13676.3119","14155.2942"
"M272.963T113.946","7220.0697","8153.5763","7916.547","8846.6858","6250.444","33.2","11857.6287","8702.8612","8151.1614","8176.4433","8674.8918","419.8093","7283.0399","7637.7237","8895.2533","166","6115.5657","5752.7873"
"M279.164T1614.563","27677.3779","46422.0512","43363.8296","39190.0499","44548.2104","29928.78424","38033.9929","32208.7055","40570.8596","39078.1421","39569.404","36718.2506","43489.3286","40184.9777","38120.7273","39000","39031.3639","39649.7326"
"M549.147T750.744","7367.5693","7721.4228","7678.6347","7453.0985","12381.1249","355.85068","14153.3186","8927.1735","9927.8898","9536.3326","14546.2575","71.170136","8407.2898","7009.8863","10403.4582","71.170136","7522.1614","10794.1201"
"M553.051T758.396","11163.6868","11139.0793","19468.3059","12539.3077","4945.7152","42.8","21941.4554","12983.2149","11891.9046","12974.1508","16107.7128","719.9237","12402.9309","5084.5853","10176.701","214","12932.4392","12900.7929"
"M263.13T940.795","1803.6436","1903.4407","5607.1392","12659.0727","28321.2453","360.72872","26930.7679","3011.1376","2500.7231","2708.9349","4345.168","360.72872","7944.715","7377.74","360.72872","360.72872","5448.0238","4256.3331"
"M445.207T780.093","10052.0816","7988.0711","7567.4486","11513.8145","10300.065","40.56838","12713.6537","11036.9287","11209.9084","11998.1622","14889.6312","202.8419","11429.9891","10202.2537","9929.6304","317","11279.6027","12873.9895"
"M631.863T318.629","82369.9101","59537.8992","72697.3413","102948.2776","57597.4199","718.80048","73422.5517","103643.3986","46881.4996","75204.6627","80630.3316","1222.3927","66263.5137","37080.4781","73175.6301","222","90174.1266","90945.6076"
"M843.287T936.679","5743.7011","1982.395","7698.7034","6990.314","6010.7469","73.78568","12662.2412","11014.2022","9777.1492","11191.6456","12378.88","368.9284","7905.8797","9875.6598","7499.457","73.78568","9220.7147","7624.0476"
"M483.129T913.248","606.6407","552.9134","3279.5166","760.1739","2538.1342","110.58268","1378.1766","4901.7316","3759.4742","5780.8352","2509.2698","110.58268","2687.7081","2536.2831","1566.2156","110.58268","1370.6555","1942.2008"
"M1008.375T923.099","5891.2503","1451.7812","8178.2465","6336.9205","5278.1123","616.58366","11070.0074","7600.9188","9155.9705","9803.1183","8635.3003","123.316732","6072.4023","7187.5443","6888.3358","123.316732","8626.0107","7060.587"
"M873.638T939.705","6617.4297","749.1185","6835.4232","5927.3231","7212.9","149.8237","8689.191","9077.6447","8959.3025","11437.1315","4781.2592","149.8237","6303.4003","10027.8151","1505.35","149.8237","8922.7715","5520.9096"
"M804.318T962.853","6699.7694","1068.59702","7534.6584","10739.7861","5641.2387","1068.59702","18578.832","10593.5163","9142.5779","17134.2019","9848.8136","1068.59702","8847.7582","9386.4155","7301.1036","1068.59702","9011.2015","5342.9851"
"M433.777T806.208","14137.2883","6072.6973","10066.5927","10044.6953","12928.8309","142.81444","13009.9137","16479.75","11855.8898","16780.987","20414.01","714.0722","6328.5164","7700.592","17190.6809","142.81444","12089.1398","21064.842"
"M1045.593T1289.364","14828.9027","10589.1034","20601.042","11592.5655","14080.382","406.80043","18844.7261","20541.2818","13489.1112","19638.124","19198.004","81.360086","11576.3696","14376.4367","11225.243","81.360086","23663.1955","23056.5214"
"M501.195T803.697","38111.1408","12567.9627","53499","28680.7592","44281.93","2513.59254","62968.6764","51166.6105","24989.3691","49973.2594","67663.2256","2513.59254","23955.3297","29844.0547","27981.6029","2513.59254","67642.929","74259.498"
"M630.654T314.128","6942.1478","5860.0632","10387.6743","10699.1796","5761.833","35.2","9583.0335","8455.9964","4468.3384","7232.1636","9489.6501","257.7403","7061.7307","6801.8532","6383.2978","176","11372.3962","9899.4633"
"M625.178T776.712","9751.3626","18750.9128","12056.5805","6472.8776","2941.5506","588.31012","17263.3152","11567.8507","14366.9351","8855.7329","26864.3168","588.31012","11395.0004","8629.4432","16668.441","588.31012","4054.7278","8396.2983"
"M399.065T319.722","25373.7377","40622.1816","6914.758","26166.18","46730.2002","270.35853","33590.5933","26307.7397","37344.3979","52481.0065","47144.838","46","43574.599","6323.673","52118.1399","230","57183.8702","49929.6364"
"M1462.085T939.347","2423.6984","45.473","2659.9768","2805.208","227.365","45.473","747.6285","2637.6575","6808.7029","5210.4873","4739.7406","786.8849","1466.3791","4739.9057","2743.6055","45.473","1859.5791","2861.3713"
"M315.108T761.986","6854.8212","5655.4196","19680.3177","3928.7446","6308.3212","785.74892","6023.5881","9082.2438","12103.7796","16338.2231","13552.2725","785.74892","11088.7941","11587.3746","4541.3576","785.74892","11129.475","15820.6569"
"M471.152T726.342","7216.9809","7131.8329","4494.7728","6333.2181","7485.0103","236.9587","10216.6276","11442.6191","11499.7112","8203.8136","9592.1403","262.1638","8893.9112","8590.3465","9690.2936","47.39174","9229.2086","12432.9064"
"M377.162T1630.7","7926.0632","11180.4018","13282.5098","8665.7114","10663.6238","3249.08106","10759.1308","11201.1786","12021.1474","12420.6607","10421.5133","9930.7037","10984.4198","11292.2536","8457.009","8900","10684.8455","6387.2277"
"M272.073T418.674","34.79","345.7662","34.79","8125.7375","1496.6661","34.79","10021.454","173.95","394.2138","583.9669","34.79","34.79","4796.6178","4610.4359","3880.9304","34.79","2231.9615","352.9271"
"M237.04T858.99","132.33726","661.6863","5464.7365","4356.9307","4162.4172","132.33726","2456.1716","5675.4502","4518.3252","2920.0679","4544.0918","132.33726","3291.1655","2781.1523","2240.0526","132.33726","6304.7823","4806.2716"
"M309.478T1627.463","18602.1962","17733.589","21997.6743","19700.8488","21671.1659","6026.88645","14199.945","14324.9155","14936.5176","17499.2797","17529.3971","11178.2795","15782.6583","17378.9731","19999.6186","16000","19934.655","19494.8249"
"M369.569T765.536","6626.7493","7641.373","7144.8084","1725.0437","788.3204","224.019","7032.0611","6297.8383","5032.7619","6203.2298","5871.5737","44.8038","6290.3419","4716.6794","2829.8139","44.8038","5747.4665","4535.3873"
"M427.038T293.27","19824.3279","17672.9032","51320.1375","39313.4776","22901.7697","1231.41188","53863.8104","27660.5706","31130.1218","35584.189","49187.3907","938.0777","24265.0702","34145.6581","38757.2204","176","57801.8","69156.8188"
"M383.058T256.181","2972.3908","2285.1582","5493.7074","2541.1055","2957.5294","339.81752","6998.1024","4909.0323","10820.6477","6390.4961","7659.685","339.81752","5637.3106","5243.8815","7597.4172","339.81752","1699.0876","4770.0227"
"M684.191T618.708","30.22362","30.22362","30.22362","1037.6057","420.3955","183.40035","7308.8187","151.1181","30.22362","551.5022","30.22362","390.3497","720.5763","151.559","1012.0283","30.22362","197.9883","361.6137"
"M1144.448T942.538","8532.4757","2298.7657","12133.9627","14274.6751","6784.8424","459.75314","12908.3924","16088.7099","12270.192","22900.1389","11153.7858","459.75314","5672.656","10067.9432","3346.1312","459.75314","16661.7298","15449.898"
"M613.774T885.363","5727.7797","6670.1568","8020.8031","5304.6301","9507.8944","1662.97593","6242.8534","7055.5762","7146.502","6162.835","8119.5728","329.0578","6947.8233","7391.4968","8006.0868","65.81156","5422.7059","6261.5885"
"M1176.528T983.06","5338.9945","767.1046","14106.5635","16676.231","8634.1844","55.7707","19683.436","24835.0832","10017.6707","22440.5809","17160.7131","278.8535","17152.5006","12614.451","7785.62","55.7707","15580.4411","19696.1952"
"M951.397T1014.118","1243.7952","248.75904","2493.4889","4705.7195","4517.2948","248.75904","5554.3048","3785.0723","2423.6819","3514.4264","2728.2357","248.75904","8029.0102","4526.6076","5096.8256","248.75904","3999.1751","2490.939"
"M998.841T1404.514","8938.2325","13818.7926","8882.7042","13672.6363","12288.3449","29.6","14254.8983","13246.3533","10184.9002","10046.7295","12019.2438","160.1981","10570.5459","12251.1613","13238.5632","148","13643.8298","13104.9118"
"M425.103T1191.927","9036.7813","8462.3372","6789.4667","6015.4711","8633.2909","44880.70271","10828.5622","10576.3004","11186.2039","10773.382","11642.7718","6976.0193","9280.7612","7823.0352","11011.1576","13100","9582.8688","7491.139"
"M389.182T799.355","14325.1466","15191.1875","13306.7543","7188.6365","8338.0691","1437.7273","15189.46","11575.98","15401.1528","8275.3884","24341.8304","1437.7273","11341.8","9740.0809","20757.5054","1437.7273","9874.9038","9139.7592"
"M895.29T938.858","1694.5862","338.91724","2128.991","338.91724","4059.0088","338.91724","3975.2401","4088.193","6888.4387","6105.8148","5597.2697","338.91724","5782.311","5616.0011","338.91724","338.91724","5173.8971","2114.0739"
"M924.351T839.79","4195.8769","1921.0641","8813.2747","5049.5196","5839.7632","119.76542","12472.1764","7810.4583","10372.1999","12102.4005","6934.1407","598.8271","5763.6461","6853.0835","5403.6237","119.76542","10758.1925","6337.8817"
"M313.093T320.692","24405.22","29055.2818","32855.697","29451.75","27413.0373","294.33886","38830.0043","28954.1564","22002.8814","32318.2531","32512.8305","42","27837.9241","30286.0699","31517.4955","210","31264.8915","38185.2754"
"M852.339T915.443","9474.0333","7015.4062","12768.4918","16129.5684","15067.4094","92.20638","28406.4866","17741.0971","11915.403","25109.7142","18271.2692","461.0319","18193.97","18355.7588","16263.0954","92.20638","20521.5149","13606.0852"
"M475.187T823.258","1752.9346","842.4619","3256.7307","2294.4028","3231.3842","168.49238","3806.418","6569.7607","3660.9431","2658.5287","4726.4681","168.49238","3402.2944","1276.7135","2375.9583","168.49238","2431.5078","3124.1135"
"M998.861T1404.179","6142.1188","9874.7016","5422.2943","9599.0342","8261.893","1084.45886","8437.7579","10208.0236","7430.4976","6338.9648","9064.1397","1084.45886","7619.1464","8184.3279","9924.0744","1084.45886","8888.166","7560.9248"
"M698.26T899.18","17142.3572","5659.1219","28387.2825","32091.8985","11984.2813","99.03478","65067.6713","24775.5962","29836.3362","63505.0493","37599.2397","495.1739","27830.7095","29485.8229","28970.8397","99.03478","21332.5291","21927.5369"
"M721.31T972.44","1570.9798","806.8692","2167.7326","3809.2732","5944.8161","202.99225","17079.3","2414.1005","1794.4434","2828.5977","1480.6918","40.59845","4008.6062","4097.8772","4865.6988","40.59845","3840.6481","3223.3951"
"M621.052T106.9","4138.527","4645.4696","5080.9703","4946.2621","3637.5708","727.51416","5928.8449","5175.1993","4603.295","5285.6024","6555.4172","727.51416","4271.7578","4283.73","5620.8499","727.51416","5910.5376","9087.8413"
"M289.026T88.643","41204.4533","29796.504","26776.7388","12474.1103","4453.375","2115.96937","41422.208","28045.9736","45590.8787","21855.0654","72933.9973","1422.0073","28597.7211","31982.285","24969.526","240","22290.2322","38539.7092"
"M544.284T936.329","5309.0608","5501.2546","4084.8066","8999.8424","6006.1927","133.2","8135.6503","4285.4065","2680.737","5277.1912","6261.8749","754.819","6605.221","4323.1822","4632.1827","666","7793.6684","5460.0464"
"M379.101T757.973","10050.3364","9213.6691","16109.6727","5624.2191","8040.3961","2333.23975","21122.9287","11930.1737","6669.8912","12164.0699","12180.9388","2304.8669","7550.7628","4451.6511","20920.0685","2150","10050.6175","10794.1333"
"M494.168T786.301","2176.0025","527.2618","4521.0841","1996.4868","4055.9724","105.45236","3036.1342","4201.8574","1976.2302","4987.6145","2774.9614","105.45236","1861.46","2931.2967","4156.9131","105.45236","4848.0522","2833.8464"
"M911.26T1004.032","10204.78","2088.6994","18074.174","9381.039","8653.0194","136.7169","20948.5632","18796.8566","22254.8975","21713.6429","21321.3314","683.5845","15781.3393","16545.8263","7585.8891","136.7169","16952.2145","10186.2282"
"M1106.454T890.453","7199.3188","5676.8943","11408.2936","7009.0568","12362.6463","494.17676","15566.5547","10267.7041","9079.045","13968.7499","14125.794","63.4","11162.2852","9433.2911","11446.87","317","12907.7532","11102.3115"
"M289.084T863.831","2742.3489","1948.5347","4623.1804","3066.3077","2684.5271","255.14603","5703.5584","3474.7814","3685.0177","2889.7911","3954.8057","377.9374","2215.2566","4400.9253","2224.9106","51.029206","2771.0211","3081.6369"
"M473.196T813.174","14169.2947","22186.032","43896.8986","35431.656","35170.8098","2833.85894","52783.157","37893.7147","27760.9259","36553.2278","35550.769","2833.85894","26131.246","31902.8617","36832.1106","2833.85894","42502.2277","63180.5823"
"M559.066T758.189","5006.0761","6808.9371","10205.468","6328.0078","6136.3075","523.80604","12078.1221","6617.2832","8387.1166","11403.1424","8788.518","523.80604","6730.4639","2619.0302","6367.6074","523.80604","7665.9423","8283.5938"
"M449.004T832.738","460.8426","34.51848","172.5924","4201.3328","2989.2429","34.51848","7147.532","1873.2147","995.8056","5274.7669","4153.0917","34.51848","3148.7671","10309.1378","7083.2812","227","34.51848","1208.4337"
"M343.102T681.368","6865.7574","5748.0652","10983.811","9376.4929","5578.7739","455.45582","10039.9159","5691.7532","2277.2791","8256.6806","9848.2583","455.45582","6983.5684","8992.2847","7622.3928","455.45582","13871.8368","11046.7113"
"M497.261T974.778","10313.1365","7615.7653","16609.9671","10995.1618","18084.7616","75.8","12846.141","13478.8762","14051.6266","14786.5571","12143.0098","416.0816","10241.2488","9518.6127","11899.4618","379","23343.1316","12623.5031"
"M661.253T876.035","7844.1484","5916.764","11746.6717","8257.2037","5034.0604","1006.81208","12125.2244","10631.9222","8988.4778","7061.4189","9903.3368","1006.81208","9535.4646","7611.4263","9074.486","1006.81208","12780.8154","13244.9706"
"M765.729T983.05","3101.0219","7726.5007","2917.5145","5604.3855","4800.6369","562.0833","11132.1226","6417.2727","6470.2875","5252.1997","6533.0488","562.0833","5449.9283","3701.0628","5822.2835","562.0833","4302.7788","2810.4165"
"M941.317T938.576","10276.0999","4847.2375","14191.5784","7627.5153","12488.718","74.83376","27655.1933","19329.8134","24288.9214","33232.2786","14664.5221","374.1688","20938.9158","16152.639","5838.1184","74.83376","13308.3732","10683.7102"
"M1193.041T904.79","16067.4219","13369.6032","29423.8118","9445.6623","2357.6593","60.17016","8702.8024","6699.9218","7638.7413","10093.3871","24509.4181","300.8508","11852.6232","8507.3902","12967.2012","358","1326.8187","3163.8908"
"M581.283T805.632","8810.9017","6184.406","15665.5662","10203.4966","9491.0974","448.0106","14999.6118","13241.5602","8989.8011","19087.6046","10735.4068","1059.2727","7785.9927","8698.5363","8949.1539","89.60212","12906.4195","17801.2952"
"M564.929T1201.416","2972.5562","3370.8734","2908.9945","3715.084","5749.8574","677.38818","8531.1569","2551.5214","1645.5331","3212.2824","3432.0231","84.8","2812.9717","4126.8525","3807.3096","424","2588.5831","1763.4252"
"M728.88T67.591","10701.3891","4341.3831","15014.2974","2986.9809","3728.067","190.59464","2364.2698","12367.5072","9598.7407","31431.6357","45003.8215","1074.9444","4744.5139","3769.8443","4144.9429","38.118928","2642.9572","16511.9883"
"M429.504T310.912","7223.2371","8160.3046","9627.6934","7635.9152","8646.3104","72.917","10255.4823","12494.8119","6889.5546","10006.0745","10323.9152","364.585","7587.7388","8164.2979","9687.3581","72.917","8938.0331","11289.8742"
"M603.083T90.379","4116.482","5962.0886","7825.5538","5480.5232","6605.009","81.8","7697.573","6254.8557","10698.5733","6513.467","4746.3567","81.8","6431.3351","6182.7053","5278.0107","409","8708.436","8341.5197"
"M847.188T757.14","2262.8479","2880.2411","3925.8325","749.5215","1324.6224","149.9043","3742.6538","4684.3332","1579.3952","3209.9626","5826.3076","149.9043","2808.6613","1954.1865","149.9043","149.9043","2683.1702","2157.6145"
"M402.053T876.272","495.8184","377.8076","501.4473","2199.9429","2180.75","31.18084","5405.3766","1341.942","1537.7598","2333.2165","3799.3056","31.18084","2975.407","717.3607","6066.4312","215","155.9042","31.18084"
"M753.298T903.043","4355.3588","2691.0129","7437.1125","4928.6858","4625.8734","538.20258","7583.3108","8820.7665","7377.1935","6054.807","9154.7497","538.20258","5651.3847","5385.9891","5248.1904","538.20258","6016.0454","11527.8231"
"M610.83T67.188","8322.7576","11757.8257","14063.4971","8867.321","9415.0399","4540.92849","14990.2933","7444.3277","2369.7957","10717.5432","7943.4271","7376.719","11346.1358","16649.3933","16205.807","2560","10961.5622","10097.1785"
"M475.366T1425.395","2962.1001","3854.8082","4253.1274","5904.3161","6144.2051","592.42002","9802.936","5517.74","9032.751","7186.4111","4957.8535","592.42002","4818.906","5584.632","5759.2773","592.42002","6520.6093","5603.1644"
"M485.063T759.194","17140.5844","15341.8012","29462.4","15221.596","13590.7131","1912.638","35906.3557","17412.9838","9563.19","21286.1307","26758.3446","1912.638","18656.0795","13438.2884","16882.302","1912.638","21018.622","28946.4419"
"M1044.425T908.907","7089.8045","2247.4216","5607.4503","10881.6568","10576.944","449.48432","4932.5586","11163.7385","12366.1782","10292.912","10352.41","449.48432","11865.539","10136.4136","10804.8338","449.48432","10943.3829","16870.3893"
"M1331.507T909.803","9343.6587","10276.4163","11122.6037","9184.3599","8247.0668","495.6456","11890.3455","8273.9861","10919.6796","10239.1755","12383.8662","1388.7181","10684.0958","7954.9225","9373.0265","328","6152.4265","6728.9701"
"M507.209T930.4","93455.6371","39366.256","117174.0837","95772.6436","176288.4807","65.4","317478.8305","118609.8265","60116.472","124671.3481","166020.7937","65.4","70767.1467","87618.9389","125712.4378","327","209227.9942","197782.3771"
"M238.892T97.993","4898.2155","4179.216","6898.0461","6296.5725","5480.54","466.2258","7896.9067","5481.7351","7106.4609","6333.4806","12044.46","600.8451","5581.7428","5961.2055","6090.0811","404","3955.9488","5486.344"
"M1143.426T942.716","7937.8149","2085.781","14676.166","12999.3997","8773.0346","417.1562","14672.4858","15427.9976","13086.3591","19308.4704","16369.7072","417.1562","13679.0399","19276.3922","11826.6461","417.1562","17962.1336","20469.2818"
"M387.02T108.554","10753.2771","9806.6243","16766.0377","13027.6109","16314.9256","493.01407","16830.156","10067.2815","8755.8902","11803.4033","17696.669","179.8743","8129.427","12172.5561","10621.0884","401","15634.5134","9358.5873"
"M711.218T782.65","1954.2119","1444.5781","3535.1075","6477.3304","2965.5381","69.7215","5031.2805","2542.0854","4016.0692","7219.9143","6972.423","348.6075","1513.0774","5201.9741","3411.7803","69.7215","1828.6014","3165.5366"
"M890.319T900.562","5784.7157","2283.0632","6684.4511","6025.5742","5435.7114","456.61264","8111.5384","9339.9926","6131.0865","11488.7377","4467.7117","456.61264","6196.0015","5549.4236","6387.5245","456.61264","6878.2313","5720.6079"
"M1007.203T89.251","2180.3452","2379.8561","2646.102","3234.946","1659.4049","44.89834","5526.1158","3363.5225","7960.361","2838.0857","2320.7187","224.4917","3535.9359","1535.8955","2375.4369","44.89834","5571.4526","3584.5522"
"M443.058T752.856","29874.7555","20518.664","24004.5849","31655.22","15295.2274","43.8","41721.8883","19981.4053","25697.76","28101.2349","23822.79","43.8","22120.128","36161.3648","34140.6516","219","31600.8532","37006.3392"
"M1129.441T885.407","3873.2408","4012.147","5468.7281","4606.6743","3782.5466","47.2","10260.2248","5156.5187","4702.9478","7945.5593","6788.4962","47.2","6739.0766","6348.8321","5717.8704","236","4992.0324","8705.6569"
"M869.171T823.716","3913.3004","356.5078","3833.9687","2133.5037","349.9585","69.9917","2506.7994","3701.0952","3948.3948","3122.3021","4817.0083","69.9917","2342.4551","5656.315","4363.3189","69.9917","1904.5554","4281.8789"
"M964.359T921.966","486.0406","97.20812","1670.7361","1969.7544","2482.9743","97.20812","1977.5955","2177.9176","2460.5626","5428.7631","3562.9501","97.20812","1728.1252","1785.377","2059.641","97.20812","2316.9529","704.4508"
"M1613.665T937.741","772.0402","788.8863","4796.1657","3830.4274","3293.75","457.55973","15769.3774","6108.6445","11201.3222","18129.1129","7821.9562","375.7582","9020.1224","6720.3575","1771.9713","214","3589.01","2927.6295"
"M420.999T106.905","7257.1553","6421.978","10777.4033","5707.0787","3970.3255","794.0651","4632.0516","6172.81","14698.4727","7056.4646","5516.1746","794.0651","6090.7107","6120.8383","10353.376","794.0651","19675.2503","20560.2219"
"M708.241T861.396","6403.9434","2860.0434","4972.5498","3444.0578","5311.0047","238.95425","12194.4701","7856.6895","9374.2932","13222.9266","7421.8083","185.8961","2507.0153","3199.6796","4027.4525","37.17922","7282.375","6448.2313"
"M1136.99T908.053","4924.8589","5111.1579","5924.7993","6487.8647","3917.7409","377.73716","3446.163","4920.4814","4908.3788","4121.202","7498.1243","377.73716","5016.2951","4212.5185","3739.4915","377.73716","2140.172","1888.6858"
"M851.276T990.376","4503.3985","865.9937","2516.2454","4672.1894","3788.4956","173.19874","10712.9223","3953.0301","3550.3968","8895.771","7138.9435","173.19874","5603.5461","8230.7303","9268.9563","173.19874","5461.4977","5875.5605"
"M537.08T758.19","7775.0753","6259.4526","12305.54","4856.2615","7732.3179","70.84064","13219.4908","9409.0024","5226.1987","12368.3413","10115.4729","354.2032","7627.0087","3846.4118","11176.0178","70.84064","9077.0807","9780.3467"
"M569.775T895.343","80186.1148","127480.32","133980.6062","43102.276","47374.938","1704.84898","151128.057","108704.07","143545.794","105630.1035","99740.7448","665.8705","87339.5452","88422.7514","97652.1545","498","39942.1505","53151.761"
"M591.465T1235.608","620.4267","2442.4429","793.9833","1663.1378","2953.5107","46.2","2334.3892","46.2","46.2","46.2","324.1325","46.2","724.07","1410.1077","1734.115","231","1158.9233","335.9935"
"M645.252T899.393","9941.7456","6877.8748","11653.0977","11144.6852","8988.336","1203.02747","37554.0454","15564.736","8782.5214","24843.95","23065.7181","707.7135","7955.8526","13921.7616","15044.8602","141.5427","14735.3426","20822.6868"
"M397.074T474.916","14547.7536","12034.4845","17866.7227","5775.794","11276.9349","35.93134","19100.7745","16552.3806","10828.8458","15920.8095","20123.4518","179.6567","15269.7916","13736.0344","14223.4122","35.93134","11865.0523","15788.033"
"M848.315T857.496","2575.8824","688.3868","7537.8808","3500.0683","3350.8708","137.67736","8765.1055","6965.7601","5217.9481","8555.6742","8554.1671","137.67736","5345.0809","6544.9862","6210.9557","137.67736","7139.398","6500.0787"
"M1397.968T984.092","885.0819","13888.023","5292.0773","8906.6673","3950.9334","374.89652","15740.612","8397.9187","15328.9622","8855.3932","12679.4889","1587.1745","4020.4041","5928.7364","8475.2489","1320","4305.0784","3929.1492"
"M781.183T974.609","4704.6484","3836.3437","5133.8555","3517.6323","4075.5355","29.00752","9314.2745","6177.5141","16472.3168","13195.9464","10422.8762","145.0376","5961.4129","6299.7996","4908.1931","29.00752","2154.1515","1802.6575"
"M1130.437T924.326","2337.1577","558.0531","2157.5166","3590.547","2911.9004","111.61062","4155.5879","2934.6427","5010.7095","4802.5201","4326.023","111.61062","3105.3065","5015.3763","4274.3165","111.61062","3135.3772","3739.9517"
"M693.278T872.306","11056.383","7072.0481","15247.8888","22066.8024","9998.7912","303.0215","35900.5884","14833.6447","12508.6354","17012.5623","13835.0295","291.679","17153.7787","13179.5337","13866.3025","469","23158.0691","12955.2715"
"M432.997T107.064","15039.4733","16915.2024","25665.5104","20591.3097","17715.8263","35.50606","26371.4344","24489.195","23594.7315","16649.1889","17411.302","177.5303","18723.628","19311.9984","25087.656","35.50606","25489.8262","32899.8855"
"M545.298T995.647","7580.2195","5929.4614","6180.8066","8723.1259","6870.9642","1042.4515","10476.1597","8407.9001","5568.8329","5212.2575","6067.1397","1042.4515","6491.2232","7692.8345","7991.2649","1042.4515","10555.9188","8856.8518"
"M723.538T832.745","8602.5317","1629.2148","6193.9075","9249.8655","4969.6845","325.84296","4733.1569","12675.8029","7289.1441","5106.2089","7933.8053","325.84296","2756.8714","7286.5009","6322.7313","325.84296","4819.0806","7215.4214"
"M366.994T111.318","5648.5619","6033.6046","6928.2054","8227.5376","4494.943","34.2","11492.8329","5525.059","6793.0453","6103.7031","9145.0988","551.4453","5713.4206","6207.2658","7111.4901","171","4498.9234","5007.757"
"M1192.04T901.764","10812.23","15902.1393","20206.6665","10967.8745","3033.3694","308.53704","8968.2239","7015.8102","7217.1995","11470.8311","38952.15","308.53704","14594.315","13534.8689","11960.7988","308.53704","1542.6852","2453.7354"
"M1014.782T1351.411","8399.0889","7368.4383","8153.3814","4661.8166","7129.3488","196.71394","6629.0307","10221.8892","3931.17","7343.0675","9925.008","247.0781","7882.4951","8071.3751","10018.1761","565","14333.9941","9491.0506"
"M375.129T729.569","15113.9962","21416.4","19200.7013","25737.5305","7475.174","242.70813","18944.62","16328.0509","11693.3427","16560.552","22394.4297","882.6938","12191.9154","16409.5753","15025.876","48.541626","13114.65","2991.2695"
"M503.126T874.193","756.7944","1120.9192","1135.5093","1305.5863","740.7284","148.14568","4539.5199","1203.0203","1511.5437","1101.2319","1483.5428","148.14568","2799.4319","2366.1095","2587.9497","148.14568","1147.6144","1647.2692"
"M901.161T984.095","3459.8013","14106.9255","8355.846","10248.2794","7242.905","68.8","23214.2769","16832.5775","13405.773","8489.5378","8803.206","584.0128","7086.4134","11995.078","10095.9732","344","6938.5672","7440.2586"
"M420.95T86.132","8617.6891","16277.5972","18989.7588","18667.3644","17021.5466","1784.54793","20712.1365","19425.9868","24060.211","13212.3046","14954.1477","2699.703","20354.2311","15542.6718","15590.7876","2470","20706.8084","27517.5277"
