"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M1363.73T17.55,4.0684,0.021544,1.6667,0.68044,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M910.15T17.55,3.993,0.02295,1.6392,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other
M536.9T12.55,3.9198,0.024414,1.6124,0.68135,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas
M1001.81T17.56,3.8284,0.026395,1.5785,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Control - Second_Time-Point_Xanthomonas
M1064.79T12.55,3.8212,0.026558,1.5758,0.68135,Other - Second_Time-Point_Control; Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas
M1468.4T13.55,3.7796,0.027523,1.5603,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other
M1401.05T13.55,3.7737,0.027665,1.5581,0.68135,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M1322.74T13.55,3.765,0.027873,1.5548,0.68135,Other - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1307.75T12.55,3.7173,0.029047,1.5369,0.68135,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought
M1814.39T13.55,3.6388,0.031104,1.5072,0.68135,Other - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M842.82T11.54,3.5907,0.032447,1.4888,0.68135,Other - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M694.85T18.56,3.572,0.032985,1.4817,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1189.76T17.56,3.5504,0.033621,1.4734,0.68135,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M392.9T19.57,3.5354,0.03407,1.4676,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M1175.76T17.47,3.519,0.03457,1.4613,0.68135,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1440.47T13.55,3.5167,0.034638,1.4604,0.68135,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1402.73T12.55,3.5166,0.034642,1.4604,0.68135,Other - Second_Time-Point_Xanthomonas; Second_Time-Point_Control - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M1206.09T17.56,3.4894,0.03549,1.4499,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M953.15T13.55,3.4099,0.038104,1.419,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other
M1288.74T16.98,3.3742,0.039348,1.4051,0.68135,Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M788.84T18.56,3.2927,0.042361,1.373,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M848.83T17.56,3.2828,0.042743,1.3691,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Control - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1310.08T13.55,3.2757,0.043023,1.3663,0.68135,Other - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M1333.74T16.56,3.2552,0.043834,1.3582,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Control - Second_Time-Point_Xanthomonas
M1505.38T13.55,3.255,0.043843,1.3581,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M1660.67T13.55,3.2516,0.04398,1.3567,0.68135,Other - Second_Time-Point_Drought; Other - Second_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M1220.5T13.6,3.2375,0.044549,1.3512,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M1282.25T13.55,3.2348,0.044658,1.3501,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M1008.13T17.48,3.2332,0.044723,1.3495,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Xanthomonas
M1504.04T13.55,3.2202,0.045262,1.3443,0.68135,Other - Second_Time-Point_Xanthomonas; Second_Time-Point_Control - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M834.82T18.56,3.2139,0.045524,1.3418,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M1206.76T17.55,3.211,0.045644,1.3406,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1343.06T12.55,3.2072,0.045805,1.3391,0.68135,Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas
M1031.8T12.47,3.2004,0.04609,1.3364,0.68135,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1069.79T17.56,3.1783,0.047039,1.3275,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M949.48T13.55,3.1754,0.047161,1.3264,0.68135,Other - Second_Time-Point_Drought
M589.43T1437.43,3.1099,0.050111,1.3001,0.68135,Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M1797.41T13.55,3.1031,0.050427,1.2973,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M1205.77T17.55,3.0894,0.051075,1.2918,0.68135,Second_Time-Point_Fusarium - Other; Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M660.87T12.55,3.0861,0.05123,1.2905,0.68135,Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M1034.29T16.62,3.0798,0.051531,1.2879,0.68135,Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M947.81T17.56,3.076,0.051716,1.2864,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M380.92T18.56,3.0413,0.053418,1.2723,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M1095.45T17.55,3.0357,0.053698,1.27,0.68135,Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M1311.44T14.55,3.0335,0.053811,1.2691,0.68135,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1240.27T13.49,3.0313,0.053919,1.2683,0.68135,Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M1031.79T17.56,3.0269,0.05414,1.2665,0.68135,Second_Time-Point_Control - Other
M1159.77T17.56,3.023,0.054343,1.2649,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other
M1438.05T13.55,3.0076,0.05513,1.2586,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Xanthomonas
M976.47T17.54,3.0047,0.055282,1.2574,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1126.11T17.56,3.0029,0.055376,1.2567,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium
M687.86T17.56,2.9597,0.057673,1.239,0.68135,Second_Time-Point_Fusarium - Other; Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M894.16T16.98,2.9543,0.05797,1.2368,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1520.03T13.55,2.9497,0.058221,1.2349,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M1446.44T13.6,2.9451,0.058474,1.233,0.68135,Other - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M1228.25T16.56,2.9451,0.058474,1.233,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1350.74T12.54,2.9437,0.058556,1.2324,0.68135,Other - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M1678.17T13.55,2.9262,0.059532,1.2252,0.68135,Second_Time-Point_Fusarium - Other; Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Drought
M869.82T17.56,2.922,0.059767,1.2235,0.68135,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1136.78T16.56,2.918,0.059997,1.2219,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1141.78T12.55,2.9177,0.060015,1.2217,0.68135,Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas
M1427.4T13.43,2.9137,0.060243,1.2201,0.68135,Other - Second_Time-Point_Control; Other - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas
M802.84T12.55,2.9126,0.060307,1.2196,0.68135,Other - Second_Time-Point_Fusarium
M1282.03T16.56,2.9061,0.060675,1.217,0.68135,Other - Second_Time-Point_Xanthomonas; Second_Time-Point_Drought - Second_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M1290.06T16.98,2.9058,0.060692,1.2169,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1155.77T17.56,2.8907,0.061572,1.2106,0.68135,Second_Time-Point_Fusarium - Other; Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M1312.74T17.56,2.8816,0.062108,1.2069,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other
M664.85T18.57,2.8699,0.062803,1.202,0.68135,Second_Time-Point_Drought - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M833.5T16.56,2.8371,0.064801,1.1884,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Control - Second_Time-Point_Drought
M1611.69T13.54,2.8356,0.0649,1.1878,0.68135,Second_Time-Point_Fusarium - Other; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control
M1146.77T17.56,2.8288,0.065321,1.1849,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1023.79T17.56,2.828,0.065372,1.1846,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other
M977.8T12.55,2.8187,0.065957,1.1807,0.68135,Other - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M899.82T17.56,2.8137,0.066275,1.1787,0.68135,Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1825.15T13.55,2.8106,0.066473,1.1774,0.68135,Other - Second_Time-Point_Fusarium; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1687.68T13.55,2.8027,0.066975,1.1741,0.68135,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M1207.09T13.54,2.8005,0.067116,1.1732,0.68135,Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1215.76T17.4,2.7588,0.069871,1.1557,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Fusarium - Other
M1113.28T17.56,2.7422,0.071,1.1487,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1045.29T17.55,2.7373,0.071334,1.1467,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - Other
M925.82T12.55,2.7292,0.0719,1.1433,0.68456,Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1467.38T13.55,2.7171,0.072745,1.1382,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M1340.74T16.56,2.7011,0.073884,1.1314,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other
M1434.47T13.55,2.7011,0.073886,1.1314,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M956.3T17.56,2.6952,0.074313,1.1289,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1701.38T13.51,2.6935,0.074432,1.1282,0.68456,Other - Second_Time-Point_Drought; Second_Time-Point_Fusarium - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M943.31T17.56,2.6877,0.074852,1.1258,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M854.81T18.56,2.6515,0.077539,1.1105,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Control - Second_Time-Point_Fusarium
M660.87T17.56,2.6171,0.080194,1.0959,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M1705.67T13.55,2.6162,0.08027,1.0954,0.68456,Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1125.78T12.55,2.613,0.080518,1.0941,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1093.44T17.56,2.5979,0.081723,1.0877,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M733.85T17.56,2.5909,0.082289,1.0847,0.68456,Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1746T13.55,2.5747,0.083611,1.0777,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium
M1048.79T12.55,2.5732,0.083736,1.0771,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium
M1147.78T12.55,2.562,0.084658,1.0723,0.68456,Other - Second_Time-Point_Control
M1244.75T17.56,2.5578,0.085012,1.0705,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M896.32T17.56,2.5555,0.085208,1.0695,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M1287.08T13.55,2.5535,0.085371,1.0687,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other
M1167.77T12.54,2.551,0.085586,1.0676,0.68456,Other - Second_Time-Point_Control; Other - Second_Time-Point_Fusarium
M931.15T16.07,2.5468,0.085939,1.0658,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control
M981.47T17.4,2.5466,0.085955,1.0657,0.68456,Second_Time-Point_Control - Second_Time-Point_Fusarium
M826.83T18.56,2.5448,0.08611,1.0649,0.68456,Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other
M862.83T12.55,2.541,0.086438,1.0633,0.68456,Other - Second_Time-Point_Fusarium; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M1355.99T13.55,2.5365,0.086825,1.0614,0.68456,Other - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Second_Time-Point_Fusarium
M954.14T16.72,2.5172,0.088493,1.0531,0.68456,Second_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Control
M774.82T18.56,2.5147,0.088714,1.052,0.68456,Second_Time-Point_Control - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium
M911.81T18.56,2.5025,0.089792,1.0468,0.68456,Second_Time-Point_Control - Second_Time-Point_Fusarium
M1572.44T14.02,2.5018,0.089862,1.0464,0.68456,Second_Time-Point_Control - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought
M997.14T13.55,2.5003,0.089995,1.0458,0.68456,Second_Time-Point_Drought - Second_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas
M696.84T19.05,2.4902,0.0909,1.0414,0.68456,Second_Time-Point_Drought - Second_Time-Point_Fusarium
