"","C9.1","C9.2","C9.3","C9.4","D9.1","D9.2","D9.3","D9.4","F9.1","F9.2","F9.3","F9.4","X9.1","X9.2","X9.3","X9.4","BLANK.2","QC.1","QC.2","QC.3"
"Label","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Control","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Drought","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Fusarium","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","First-tp_Xanthomonas","Other","Other","Other","Other"
"M883.58T1438.11","123465.816","134530.979","202386.565","160987.165","189862.13","129116.827","59484.961","154768.489","156769.272","117000","71857.292","19780.9504","200212.884","197653.077","253000","131000","29946.4607","170069.2638","145000","127173.583"
"M803.315T940.951","62458.083","19153.854","79770.438","74462.783","87693.425","78408.232","68484.084","115364.716","87554.443","147000","71448.375","5391.5589","80273.978","100890.644","98200","107000","6316.7504","118172.8162","93300","114502.373"
"M439.314T1352.626","117198.311","92795.78","121229.622","161352.153","121091.366","135568.108","272547.442","130663.477","129375.913","133000","116497.588","73448.2417","184157.9","153078.879","148000","177000","75978.616","190232.8984","162000","215215.55"
"M898.347T1006.792","61157.006","27633.723","78602.797","75896.149","74555.679","66163.549","58747.465","86271.541","72809.497","116000","78903.273","20024.4268","90436.137","87315.004","79300","95500","13511.5468","91232.0668","109000","103157.896"
"M930.353T957.42","56506.821","18107.251","55427.78","57911.67","67180.684","65018.547","92853.878","89183.484","76149.835","150000","74837.822","14641.3443","80634.195","54501.141","86700","82500","13962.1631","97551.5468","75300","90482.212"
"M941.389T959.199","100924.123","6925.874","77575.938","59241.473","224377.277","101176.614","103114.415","156909.16","79365.667","531000","299629.639","13113.5987","99294.986","71172.201","183000","201000","7368.4143","135937.2864","113000","173973.872"
"M805.508T1280.356","426969.968","424519.462","540675.233","488678.464","375594.971","435304.767","542006.409","260336.794","449037.669","420000","200365.572","21874.118","592791.793","384840.892","328000","324000","20715.7951","408786.3547","441000","430767.939"
"M512.762T1189.92","137419.559","126414.986","180185.117","171622.773","136691.326","132482.916","151331.049","131154.927","151560.069","149000","71421.259","9776.1282","211769.204","200814.003","149000","119000","1955.22564","139933.7417","203000","140852.386"
"M951.371T857.905","45941.125","12514.781","60517.677","40794.33","51544.001","41010.781","102140.341","67165.304","50119.427","129000","49845.754","3931.7755","63890.617","60999.219","109000","60100","7070.3295","79903.7161","68300","94283.986"
"M495.298T1036.333","128060.632","29947.897","108771.476","79045.045","96164.747","86580.744","47600.114","70045.257","75350.404","207000","171652.34","2791.3682","71862.652","72094.08","78800","112000","558.27364","80532.315","63100","70780.1"
"M763.456T1354.833","246674.145","146652.93","149571.161","225742.704","95459.009","144238.226","499131.095","261216.24","172073.64","174000","214156.507","118654.6213","178838.283","239025.195","264000","225000","45029.8728","291161.0026","130000","185680.358"
"M367.15T410.425","38772.538","25359.555","51253.749","33932.313","84863.949","56281.067","94704.322","163651.153","85299.301","126000","81708.307","21617.7151","39004.702","72739.177","61400","73800","14097.3879","145910.3187","165000","177967.835"
"M551.201T893.689","88264.138","37078.32","79193.292","98945.189","88950.378","88391.881","70646.45","143414.312","131494.808","241000","115329.39","6140.5376","81555.233","108936.144","110000","119000","5672.1288","106869.2057","128000","136821.094"
"M861.313T812.644","32144.427","14599.691","52729.01","46042.952","69961.398","52995.555","137385.759","77958.663","72612.585","132000","66818.99","4279.2594","53988.222","65368.439","86100","72600","2939.0903","98576.8424","65700","81150.829"
"M1102.847T817.469","32393.98","30652.448","53468.855","54858.883","40106.012","44704.895","16043.64","60810.171","29502.918","71000","42254.441","11903.4264","54206.65","50528.919","38300","42700","18332.2998","31647.3691","52800","45094.363"
"M299.109T1341.992","82261.327","73608.722","90297.362","63870.035","95904.809","86600.287","207371.13","89850.757","67193.456","87700","87844.135","58079.3342","75939.334","72397.954","111000","84800","51960.9898","81541.0817","70600","78514"
"M804.315T943.327","38864.088","19828.327","59727.128","56912.955","78084.156","61303.498","83732.973","88442.871","75125.596","134000","58053.443","3093.2205","85320.86","76662.26","89600","80000","3895.4417","71199.9221","91700","85426.922"
"M987.384T843.183","35297.724","12649.52","37309.342","34658.399","53250.563","48188.976","65376.286","53449.77","48737.334","90600","42259.012","2023.395","44725.748","32336.786","64200","55200","1619.676","49639.1859","61800","57309.686"
"M589.228T896.878","36369.41","8820.125","41965.355","49524.2","56423.048","53625.231","18840.294","65930.773","48715.749","60500","30157.5","1282.9965","62623.73","39450.875","77400","76200","256.5993","45681.1605","49000","57040.066"
"M1057.414T847.292","65932.348","4614.013","84671.608","79770.872","117579.073","99317.076","163034.645","173263.024","112602.614","241000","77004.102","4758.6341","100128.2","79299.074","164000","117000","4722.4584","135037.1725","101000","137952.177"
"M991.383T954.894","98687.065","13923.361","43112.471","51556.363","158081.303","76602.005","60443.481","237015.199","166589.021","373000","150601.928","4158.5484","88286.562","74392.997","173000","176000","6801.4072","184674.7766","105000","245621.011"
"M593.234T877.183","133523.62","66069.319","127322.083","104705.264","142846.332","143943.794","95937.436","197139.453","114863.697","230000","132866.935","30014.3761","130520.627","150770.805","146000","176000","19779.7692","137849.5852","144000","150773.957"
"M649.243T924.482","78487.782","39818.75","89687.321","95325.482","88766.598","97944.242","80818.959","105833.498","97397.341","126000","99240.883","9160.8771","93149.52","111062.954","98200","1e+05","15047.2679","114848.6673","95700","103886.027"
"M393.25T1170.538","144183.705","152508.078","160265.926","159435.067","139899.789","138435.425","170635.294","112070.892","109493.92","144000","103413.319","40621.842","140267.611","174348.367","143000","149000","44711.1385","132795.4601","132000","107388.902"
"M897.335T957.42","63217.081","27127.692","81049.422","70111.758","81093.038","73981.843","98901.539","89496.756","95042.03","149000","97560.359","15488.1142","97419.095","102254.317","102000","95400","10819.5114","110386.4916","106000","109384.134"
"M617.489T1624.961","135787.394","107744.793","186163.452","210026.657","167334.989","173794.092","76061.2","174038.01","310839.339","113000","78425.294","127215.1153","398553.824","193298.849","306000","262000","137437.2228","246421.2727","365000","236456.361"
"M747.539T1372.761","16997.146","38698.078","61911.876","30436.732","23990.255","36022.273","15418.604","116435.075","28192.527","43100","26162.542","13849.8935","37262.508","77252.249","30800","31100","11863.937","82156.6553","47800","32774.156"
"M866.357T1023.188","71895.603","23082.461","108764.009","95210.006","105939.196","90190.848","157533.676","125398.372","106175.18","169000","95110.766","23251.2936","137265.155","138151.024","151000","146000","21840.7314","137059.5059","138000","137472.378"
"M819.302T866.333","47291.445","21713.769","60067.035","72920.195","90120.255","73642.089","108741.598","149108.217","105096.508","231000","88704.256","8948.8719","90032.936","90145.653","112000","94600","3374.7911","147313.2473","89400","125141.626"
"M595.491T1621.712","64038.298","97861.104","95363.395","110872.051","98497.94","64689.308","63319.038","92712.538","102232.679","86200","78115.084","56134.9753","129870.507","115477.652","106000","115000","77648.5293","108167.0586","106000","93640.286"
"M942.381T940.951","69941.238","21075.867","58900.265","44907.798","133808.071","72881.808","62797.243","99621.212","64630.731","309000","172770.979","3453.6676","86492.384","77089.444","119000","117000","3503.4078","99473.5291","98300","120094.273"
"M832.52T1373.493","227515.98","266903.36","199858.18","188669.206","202407.172","196748.768","109085.471","162944.017","231174.403","214000","107852.811","21448.6766","200717.944","163583.933","191000","179000","15088.924","187311.0732","154000","212161.824"
"M768.289T941.124","30559.287","22403.056","54479.388","58844.21","69185.885","48543.861","93456.379","77059.862","51206.774","94700","45202.831","2270.9556","67868.379","84540.18","67400","85500","7245.7036","76108.9488","83400","65788.379"
"M417.157T908.195","85542.074","120203.626","145774.076","194647.429","109411.237","96817.565","83523.922","133691.802","112852.518","169000","94689.134","7655.4497","211319.148","198425.542","115000","113000","15075.2083","125950.6873","151000","124010.791"
"M818.274T858.699","78881.001","61916.372","114130.424","118811.76","108400.964","122036.758","80526.018","190138.606","148791.493","317000","140971.15","17204.2383","127638.693","125701.875","115000","117000","26390.0213","199830.1901","125000","178331.647"
"M365.192T1471.536","148319.027","218765.137","163242.473","166138.352","179574.367","148962.699","124518.519","151288.143","144448.631","144000","141302.573","119998.7695","144224.417","183178.78","135000","160000","121639.0431","156734.6841","179000","173622.942"
"M853.492T1222.109","199757.58","176022.339","234026.662","278544.444","251955.693","241887.63","191078.795","263729.99","220958.325","286000","158804.61","22566.3761","266703.833","199820.136","238000","226000","24107.0487","187715.1368","186000","246913.454"
"M493.153T817.469","38629.903","11403.243","46590.016","46715.767","39613.712","46348.457","175691.013","51021.216","35740.678","47000","47401.026","8276.3435","46195.815","37599.072","58700","39300","7681.5877","42563.7085","42700","43112.193"
"M850.319T935.639","39620.787","19067.712","50375.074","67270.997","76298.47","57623.144","55614.749","97839.827","72086.536","145000","68801.141","1372.0292","85079.168","77007.808","75200","70000","6688.2966","108216.4836","89500","100535.853"
"M1049.412T957.42","28524.105","15209.779","42652.168","47184.792","34513.879","38970.935","33821.369","57876.824","51733.581","85900","40142.524","4699.3804","42323.775","44212.027","40200","56700","939.87608","67534.2323","62700","64546.784"
"M690.261T940.951","65807.678","22852.115","88704.243","91314.545","95039.716","88975.86","79667.683","123665.996","102007.835","149000","100028.591","15233.3675","79368.873","103388.953","122000","129000","5700.9589","124409.8836","113000","107942.046"
"M827.321T940.951","66048.253","15473.559","70689.542","59822.863","87743.516","62376.071","58625.898","225160.505","208325.415","406000","130497.666","5142.7749","96983.7","93395.988","125000","108000","1028.55498","211683.7744","114000","218980.266"
"M677.439T1269.605","420767.18","75453.233","82066.976","110796.166","222279.108","183479.623","118995.96","320133.049","148645.067","465000","438545.83","5037.4087","97313.272","97246.629","145000","187000","18146.4819","195616.3625","86400","273457.865"
"M828.315T926.75","41921.639","8223.669","50506.804","54275.121","55229.599","59959.796","45913.922","102873.379","75125.109","140000","60851.584","4661.8785","73000.834","54221.554","84800","82500","8673.4482","95456.4769","80100","100214.218"
"M796.542T1269.605","38555.883","88874.487","118866.539","143972.752","101998.937","129742.653","84200.394","89227.425","98782.774","133000","80091.448","89210.4844","103286.816","125380.507","58300","115000","86509.2893","114767.6568","126000","53264.991"
"M866.584T1473.64","13864.7","24072.936","20605.527","19798.786","56061.203","17918.07","16646.589","46563.784","16575.726","20100","6006.385","7671.8994","10503.723","36940.995","85100","26200","9854.7717","26004.0169","15000","28465.806"
"M535.409T1440.116","103053.707","95772.601","155253.537","165093.669","122301.887","94899.542","128159.985","141114.973","161054.268","119000","100490.847","72403.752","211272.204","145009.528","128000","162000","48198.5045","131365.0613","166000","171975.474"
"M862.499T1272.244","191446.871","188353.592","152869.63","259703.528","162265.091","209452.657","230937.745","162618.903","143142.423","206000","122740.789","2664.3869","232683.256","131458.179","169000","166000","4964.2587","154124.9762","146000","165524.691"
"M298.939T128.158","43710.869","42822.315","33370.05","35941.007","45052.531","38936.085","31598.452","27339.623","31467.813","42900","42840.259","22129.9998","26094.312","35909.199","35200","43400","16382.3887","37811.3384","48800","47174.656"
"M822.528T1302.363","186570.97","152220.524","162864.241","198604.237","158398.946","165255.592","124050.555","119406.481","173084.598","205000","100901.304","16936.3719","203960.839","124868.39","134000","137000","7927.7361","163689.3777","162000","175615.566"
"M902.349T917.809","52709.75","21961.633","56817.969","65784.984","69587.969","65404.376","107723.3","83183.758","71408.091","132000","75142.534","6512.825","73471.852","75931.773","87200","71900","18258.308","75874.6694","78200","84969.039"
"M806.333T872.624","57623.297","31170.767","72883.992","72393.22","117083.011","91755.529","200079.799","120510.768","133801.249","253000","91378.406","2554.6231","114716.487","123618.471","144000","144000","4262.894","148406.458","124000","167689.157"
"M945.579T1325.086","47297.456","42388.679","48397.73","51026.838","46971.459","48561.886","28889.615","57700.369","40743.753","41000","12898.848","2401.7791","40374.545","48347.375","36200","26700","2452.5576","47845.6896","34200","52279.672"
"M795.538T1275.021","93936.48","122236.505","116347.869","126973.763","88912.102","123206.28","130514.976","76411.399","81596.907","82600","73831.778","42085.0253","109797.424","117338.066","104000","104000","68889.457","94878.0289","129000","92379.238"
"M507.18T901.88","59258.951","25839.211","77859.659","65990.869","103330.983","89195.822","112735.024","134693.008","110288.467","126000","94247.259","2475.8061","91745.707","94207.492","131000","116000","5543.7391","130156.5373","114000","139452.296"
"M897.474T1222.337","94446.795","72283.622","107272.473","167508.917","109517.863","111733.439","152750.298","60724.707","94875.021","126000","52873.825","2171.4859","151829.123","92147.921","113000","110000","5333.2275","101929.8825","82100","99353.342"
"M690.257T892.9","60723.619","19047.163","80803.808","85767.049","88609.746","79098.781","85189.805","112061.53","93687.018","136000","99637.609","11797.1922","79624.13","94618.145","115000","126000","5570.1709","112787.2085","108000","103323.232"
"M835.478T1356.237","134355.313","137018.24","112825.458","174670.286","105968.879","99318.293","119209.398","107028.879","115051.391","140000","80631.347","51169.3572","139324.718","114203.966","108000","122000","44836.6678","123922.5159","117000","134130.214"
"M809.542T1457.035","253896.852","322436.975","424914.917","502392.213","243468.114","257867.429","207535.744","438049.072","274261.348","239000","157909.736","64991.1941","261033.385","278267.709","255000","237000","65753.7623","325615.7935","217000","254305.146"
"M798.337T946.991","76534.166","24299.58","61470.895","79866.33","97359.156","71227.538","102214.117","90310.284","93579.803","169000","92063.728","13914.1967","83161.748","110184.918","129000","136000","11888.6164","125591.6759","131000","134471.5"
"M860.506T1372.394","50665.034","84407.622","124935.007","127823.517","64572.155","77039.76","20360.29","64206.222","84558.17","84400","30906.112","9147.9499","136114.53","98506.736","62100","59700","4441.004","69077.602","91700","63784.292"
"M511.168T833.583","79394.921","52354.329","101731.347","109524.267","158190.983","140328.175","118421.177","228307.506","156972.081","265000","173793.843","8892.5048","114069.386","125699.131","186000","174000","13485.8438","185742.0648","133000","185225.681"
"M718.279T900.968","43820.471","9252.998","41638.159","44637.175","63535.984","61017.406","50565.938","63638.104","53493.408","133000","50976.314","1420.8791","53448.815","59278.454","82200","77500","284.17582","70533.6758","65500","82020.247"
"M673.432T1355.711","162933.059","118585.712","159031.73","182473.803","168357.083","162114.391","97478.788","129609.998","152948.117","193000","102209.139","21226.1152","195830.063","144123.907","145000","132000","31389.8695","145661.5323","119000","173137.062"
"M565.21T891.79","144494.457","43628.811","88902.495","80588.786","159315.056","97087.446","119050.595","213223.74","190093.124","279000","139344.936","1392.8638","109132.621","115630.528","163000","181000","3686.54","207532.7488","137000","215345.627"
"M1063.323T864.231","43625.797","51041.052","90490.38","87560.345","45077.694","55306.176","15493.716","75487.713","50705.769","115000","77860.52","16231.8512","92669.437","74792.391","58800","33000","17601.9137","57123.1969","79500","69481.313"
"M1023.385T959.199","31513.288","20489.582","44193.022","38419.656","60981.709","43138.582","71509.057","61105.855","81629.955","91100","37777.893","12348.8466","59449.355","61811.823","83400","95300","6059.0017","70665.0009","67100","59349.337"
"M890.353T1023.188","59914.083","20636.875","69203.418","58662.387","68547.145","59370.793","53309.463","78449.089","76178.063","119000","81779.656","17516.4449","73425.025","78797.901","87800","89500","10398.4899","99907.3797","1e+05","100727.549"
"M497.195T864.231","233780.676","136914.788","252627.261","228043.244","220580.09","169821.159","136098.304","211448.793","192698.283","316000","204966.991","6620.0641","331769.657","278073.224","253000","208000","8648.6109","251826.8746","305000","274014.955"
"M906.342T957.42","72926.361","25362.87","72313.56","64678.702","80477.469","68890.339","122837.186","102885.56","81883.874","158000","83570.987","6788.6861","90271.799","84912.651","95100","90800","12293.211","119344.2776","101000","96496.358"
"M511.168T847.893","79365.993","50550.661","101742.891","106500.123","152357.123","138042.252","88619.056","225337.11","154502.993","265000","166082.55","10141.2545","108511.533","118809.425","178000","171000","9639.3026","178673.3783","133000","177555.829"
"M816.307T940.951","34820.209","16048.146","55658.716","69833.924","70731.184","61389.743","90459.081","78505.854","85662.173","119000","57663.838","5667.1268","60164.525","78158.533","84600","85900","6272.8528","99675.7203","92400","80431.748"
"M461.356T1493.495","130982.931","110378.909","134226.689","122609.52","122861.597","133510.279","102178.135","154913.053","109236.917","101000","117599.871","92477.9771","124080.819","139424.58","142000","160000","110060.9854","143976.1214","121000","152185.632"
"M654.545T1540.694","71483.887","67237.989","79479.377","114350.38","88910.145","89922.074","48437.697","78280.536","101531.241","76300","51949.966","45777.232","137073.843","68749.505","101000","112000","40375.7503","82971.7085","139000","103232.517"
"M803.31T992.353","67349.623","19150.031","83881.961","79376.813","93300.702","83418.997","71802.781","125098.008","87633.57","153000","77669.523","5841.7217","84452.211","112122.961","103000","109000","6554.7382","126483.5658","104000","123719.973"
"M951.385T975.822","52058.471","11301.588","66923.658","57622.108","61448.537","41335.866","73642.99","84591.052","59934.512","150000","66832.317","3968.3632","76906.738","76708.845","123000","77200","6919.2257","96070.0522","79100","118949.215"
"M833.318T940.951","51864.274","18858.047","101732.75","68293.847","96570.313","69559.431","93622.02","129863.616","112335.887","203000","129777.304","7952.964","81474.732","82040.356","103000","98700","2166.0842","146803.4603","112000","152013.312"
"M952.38T957.42","27711.78","14249.88","65625.252","82337.085","53757.624","45415.866","67615.011","77171.068","59579.821","161000","36512.062","9416.7517","121242.835","95464.954","94300","89900","11000.4938","75472.3819","105000","87788.543"
"M521.265T1141.562","385271.529","1721589.717","408377.257","1272579.572","462416.707","824178.892","315620.568","327753.563","287386.84","465000","240973.547","23525.0626","432718.384","307730.858","568000","705000","16838.1161","330879.0057","412000","304195.049"
"M409.227T1333.055","219073.004","199081.842","199124.972","220836.356","195335.304","226392.577","302373.291","201695.076","221117.638","245000","209494.8","156156.9126","224477.397","189651.994","210000","204000","160283.8373","229928.1938","202000","209983.375"
"M838.304T872.624","53019.722","20830.995","63451.601","54101.582","70696.886","70851.222","222616.974","96732.03","82871.482","123000","66521.304","5030.879","76928.068","76422.218","107000","104000","7102.7821","97599.8198","85100","98964.602"
"M881.354T990.311","45164.814","19675.646","59608.476","71936.701","58238.049","47681.685","37426.351","74772.703","60084.546","83800","70289.206","9347.9384","122357.714","83999.002","45800","73400","1869.58768","73739.8519","94800","85125.437"
"M773.297T924.482","47235.65","11038.588","56280.977","50033.122","55226.463","49637.916","30950.955","67323.568","51822.883","112000","53290.339","4207.8639","65345.375","55510.257","73900","71000","5204.1043","65855.8976","72200","79651.55"
"M1023.387T857.905","29256.464","14832.057","35708.196","32029.302","46931.086","38495.932","62544.773","51106.076","71573.041","87400","32831.942","11438.6082","41824.167","49536.122","75600","82200","5646.4009","63127.1115","52200","47657.722"
"M1077.42T926.047","21223.501","2684.677","34889.563","50217.957","60447.038","23246.868","27558.658","56039.613","55726.425","75500","52457.363","4891.1922","69844.439","52423.01","67800","58900","1558.7172","55870.6474","62500","62634.809"
"M1057.419T812.644","63364.407","4396.119","78306.664","62615.276","109276.717","90914.58","203115.536","164175.905","105420.423","225000","65242.718","1119.444","89399.285","67205.835","157000","113000","4466.9071","121328.4667","84600","125027.069"
"M427.172T904.493","135731.607","61306.793","174104.117","176209.193","162896.872","186741.459","154070.993","234341.132","192003.932","335000","239719.159","49540.2836","178260.518","306568.752","253000","275000","43593.6462","229995.0916","218000","212173.796"
"M803.313T918.862","65690.529","24165.928","83320.73","81820.816","91601.043","86724.994","102725.662","125456.48","98356.394","142000","75398.406","5821.8824","88071.637","110600.192","103000","118000","6483.3806","121672.8798","104000","122115.947"
"M1075.422T902.377","45886.856","7462.095","53250.394","29571.717","73616.37","41464.403","39939.33","75872.406","59476.436","124000","53211.252","2393.0595","88282.124","57261.731","68100","86000","2715.1664","53740.1929","82500","87056"
"M985.395T812.644","28830.674","11032.608","46573.497","33719.72","57243.366","42994.578","138334.199","75057.228","55979.113","128000","47291.165","1206.5296","46269.284","38609.567","66200","73600","241.30592","74101.2588","65000","71215.276"
"M1051.398T857.905","40462.509","14609.676","33504.812","23025.909","34471.508","31007.195","49302.06","26822.467","36894.866","48800","37391.644","1181.0625","48363.856","41301.324","60200","59300","5754.3622","49393.6579","46300","39354.059"
"M901.85T990.311","34489.136","23570.262","44554.781","54351.671","53566.921","43908.131","62824.948","52834.23","49823.755","94800","50804.018","3087.2281","42995.189","56249.169","66700","54900","1831.3146","72527.0131","57000","54919.964"
"M872.592T1376.163","5941.014","4636.75","11751.726","8218.625","17595.063","2172.08","33591.262","7397.826","13869.864","12700","434.416","4174.8827","6720.878","6445.857","35000","15300","434.416","20592.6385","17900","14301.488"
"M1023.555T1146.934","102947.968","86943.031","113046.553","120121.298","104572.569","120491.311","210963.248","101663.818","124726.544","148000","84814.062","7390.841","130440.466","123935.678","134000","111000","14824.5774","126423.8402","125000","115841.483"
"M936.359T886.012","56207.738","30943.185","72522.105","63665.107","76626.918","67305.342","77776.039","87494.807","79454.637","121000","78622.865","6279.8611","74351.552","75168.521","1e+05","89900","7564.145","95382.6139","93200","95213.168"
"M900.341T957.42","60321.849","49190.098","83673.365","83869.672","79165.96","64787.675","106274.54","89068.939","89424.992","132000","86290.166","16766.3849","96460.1","98328.999","103000","87300","29281.804","99481.9718","104000","109350.248"
"M808.55T1386.472","377828.213","311780.126","318521.232","333272.627","369738.216","363631.075","150194.497","275717.224","336162.389","346000","173099.298","24520.2373","279371.648","266074.382","335000","344000","22529.3597","292476.3227","275000","347074.268"
"M769.289T900.968","66045.586","2122.319","60324.068","49178.553","91669.836","59634.267","65549.169","87220.786","87916.501","128000","67059.756","9112.7312","63443.23","63457.078","95700","84800","11784.1417","81055.1834","82200","97113.356"
"M834.317T857.905","33526.277","5179.331","43156.576","35152.577","47082.291","47891.104","71450.943","72901.011","60121.729","132000","41897.543","4816.5597","47725.239","49926.939","59200","55700","963.31194","75559.6479","50700","73251.001"
"M887.342T862.119","53587.041","26556.564","76219.741","72830.555","78536.488","82302.026","153777.58","92274.137","78730.249","167000","82539.574","4918.3117","86820.583","98094.678","101000","89900","6347.814","109592.2219","130000","81934.529"
"M833.305T975.822","51855.414","18858.62","99577.767","65761.438","94209.551","66992.926","93134.2","129861.296","112314.614","201000","129764.395","7819.689","81465.909","82043.76","103000","98700","2132.7706","140100.9084","112000","152004.057"
"M666.429T1691.217","66033.081","54399.832","78357.661","82656.586","62363.101","68823.756","49167.894","44484.351","45875.112","81400","43780.482","8686.0202","80947.137","85113.846","71400","63200","22898.0242","58079.9208","62100","53088.013"
"M951.383T957.42","46488.098","11298.339","56404.909","49939.367","58652.227","32735.371","31614.252","78938.171","52015.743","135000","63995.72","3664.026","64762.496","63608.484","96400","70300","3965.0832","90104.9168","72700","99982.491"
"M961.384T973.898","41239.237","18452.495","46529.292","56137.493","75751.889","49502.596","24685.64","90315.941","57246.849","130000","73908.992","6206.2361","70608.983","69404.077","74100","81200","11358.0392","74865.9735","56100","71329.846"
"M433.152T909.874","126379.07","75673.976","159648.938","115945.828","128153.489","135393.694","159955.653","192143.081","145908.545","323000","227460.945","22122.9705","135288.762","155026.453","146000","169000","21948.066","146051.6071","167000","157188.962"
"M907.344T940.951","72316.43","40481.844","75998.902","77859.012","81700.764","74360.124","100504.471","100604.311","88539.976","149000","109391.638","15592.5322","110082.772","92916.06","110000","88000","16465.7719","102792.7299","97500","92299.246"
"M425.15T917.809","106077.203","69305.792","152931.335","125186.173","134954.092","164156.729","174343.85","212993.46","177027.44","262000","156854.172","22670.0539","163939.308","184792.16","142000","161000","11993.1086","208654.697","170000","180976.77"
"M864.319T940.951","59320.158","21096.893","63647.508","68030.166","70719.509","74329.702","99397.933","76643.867","56877.892","117000","69245.433","17603.3875","80625.762","80991.162","76000","92900","12884.8503","77499.6406","72300","93071.715"
"M877.322T926.75","35525.145","34486.355","100091.92","105789.955","57462.425","56021.701","85839.781","76067.743","96266.33","137000","68347.079","1240.7804","144636.233","117634.322","64800","69500","5128.6825","94876.2909","122000","92285.253"
"M1012.372T940.951","35188.992","11199.341","35580.586","59045.288","55398.552","33018.422","24852.139","41974.276","33932.135","64800","34121.784","3792.038","56836.487","65811.154","58300","49500","2612.9179","55876.6228","51300","66355.753"
"M472.315T1401.37","85828.047","73045.155","74463.15","91548.878","93008.931","89632.619","99168.578","77815.758","89551.958","86500","64405.552","55194.5312","107966.068","94844.562","97100","135000","65775.0758","114981.5578","117000","121215.878"
"M920.344T942.609","59752.195","37741.618","77598.892","83064.784","79001.332","74121.144","61495.201","96385.248","80761.916","119000","94341.827","17423.7754","83653.223","93430.514","88400","97300","19839.6178","91573.5507","84700","89004.805"
"M914.571T1376.163","12811.936","44065.989","31095.894","11193.13","100007.375","19731.9","37246.905","65804.15","12188.801","16400","11080.819","2367.7264","21737.355","53090.635","60400","19800","2150.1535","37117.7812","25300","24854.325"
"M817.317T940.819","109117.492","78680.263","170846.855","162211.995","95738.351","73880.815","58788.99","175993.943","94398.709","168000","148506.41","27435.858","190155.485","217997.216","88900","164000","31295.8318","155674.9852","181000","183947.371"
"M651.409T1195.638","156968.802","123899.96","192109.826","180371.19","172362.006","216838.682","426600.47","137205.181","169125.946","215000","73242.978","13757.6111","195177.206","166703.424","221000","187000","26598.869","172874.1561","176000","169214.346"
"M519.246T1106.56","113876.456","829028.247","532589.443","657596.017","364148.004","910053.536","395090.928","453810.639","399291.449","471000","272595.901","25166.321","511561.398","995684.655","619000","889000","22942.3441","398020.0107","639000","347502.384"
"M809.346T827.274","159950.094","26992.443","142028.421","49818.963","266722.514","109002.728","389026.787","769118.467","621782.693","1290000","504735.794","9430.0024","73468.858","116079.798","279000","296000","9418.3746","736548.9543","207000","793734.257"
"M1019.391T857.905","22591.69","9935.993","22522.704","23237.93","31196.815","28410.078","81041.234","27598.928","24774.881","54000","23152.966","3336.8084","18180.793","23390.714","22300","34300","5631.5492","40885.7531","29500","16279.661"
"M803.312T872.624","53789.955","15532.295","71107.437","65874.849","84682.019","76110.695","113554.731","104645.339","86601.43","144000","71537.108","5569.5749","72352.118","87765.979","99500","96000","3736.409","103320.1534","85600","100939.335"
"M645.263T929.492","47924.658","32174.45","105539.952","71077.522","78924.598","62312.54","27230.135","162838.444","121476.273","155000","92725.941","6610.7655","92637.804","114646.627","96800","84000","4529.0283","168877.5853","123000","147198.542"
"M439.326T1591.494","115921.305","96803.789","116439.48","124855.62","94801.55","126379.128","29421.555","96198.85","88711.021","97100","94566.036","52800.2165","178814.865","97875.82","75300","136000","120810.9877","117386.3804","133000","149704.81"
"M551.407T1609.206","100393.597","47480.76","48549.183","48707.409","128613.087","55823.529","11469.544","54013.984","46686.446","58300","41930.605","71471.2242","65630.109","43747.197","115000","62100","27362.9441","56568.4086","49500","38775.469"
"M1033.405T908.018","38010.653","7427.333","39783.666","27963.013","25200.954","49181.99","72800.484","64662.955","61559.223","109000","60413.02","6070.8256","66885.697","63934.804","57500","57100","1214.16512","62149.1336","64100","52109.554"
"M789.338T955.098","164383.643","17358.435","104653.58","131296.298","323965.319","169865.472","61727.265","357784.565","244083.667","575000","253813.791","3819.4992","194283.846","154138.377","288000","344000","9737.8728","233288.7518","176000","356877.085"
"M438.146T926.75","48580.554","39659.308","68215.689","59176.328","66820.591","72479.242","93053.411","106425.273","85155.254","156000","80050.571","1231.88106","67805.519","106657.763","103000","118000","6159.4053","87106.5401","82200","87350.213"
"M319.222T1221.035","204588.868","623083.344","304504.262","422200.756","185296.046","222111.321","211375.725","267572.956","178604.058","175000","176695.117","124548.1099","298889.813","634579.025","224000","238000","117078.6932","234703.0571","405000","255279.715"
"M599.434T1456.538","70778.467","96951.895","93092.347","64221.178","105952.091","81890.447","35374.164","92871.388","106405.385","81200","66150.548","35600.5138","118639.798","93877.064","111000","92500","36425.2967","80744.6944","119000","89230.469"
"M706.253T891.652","58537.081","32639.003","78556.613","76259.772","81697.868","69980.507","78079.759","92942.781","82188.577","159000","86623.352","3309.3639","88914.049","81970.832","81500","97800","10582.1547","91892.9733","103000","95426.86"
"M779.29T843.183","23966.406","24848.114","36014.2","36991.06","51082.049","41113.3","81018.344","47399.578","54539.931","73100","38373.058","243.22566","50656.46","47352.009","54100","54400","1216.1283","79618.423","52500","46230.737"
