"","X12.D12.2.neg","X28.D12.3.neg","X44.D12.1.neg","X52.D12.4.neg","X05.F12.4.neg","X22.F12.1.neg","X38.F12.2.neg","X43.F12.3.neg","X02.C12.2.neg","X18.C12.3.neg","X33.C12.4.neg","X53.Blank.neg","X10.QC1.neg","X24.QC.2.neg","X39.QC3.neg","X09.X12.3.neg","X32.X12.2.neg","X41.X12.1.neg"
"Label","Drought","Drought","Drought","Drought","Fusarium","Fusarium","Fusarium","Fusarium","Mock","Mock","Mock","Other","Other","Other","Other","Xanthomonas","Xanthomonas","Xanthomonas"
"M453.101T88.055","14758.4666","24473.0378","44.8","33119.912","17084.6778","16999.3152","12149.6707","52920.6302","30928.0612","20187.6912","20154.1567","1448.5991","11509.4504","17530.369","17503.4272","224","17626.8157","15291.1804"
"M1009.554T1308.282","13999.9358","17337.872","43.38214","16433.0975","16294.8962","14576.6377","13361.2099","15441.9455","16751.4903","18356.8552","19164.3582","216.9107","9502.9076","12951.0509","10130.8971","342","21849.9955","15676.301"
"M483.178T941.182","8261.7032","8681.9243","547.53616","7104.5995","8531.0747","5516.1945","7366.9419","7285.2552","2737.6808","6345.4746","10095.7041","547.53616","5888.7582","8414.2408","5107.9037","547.53616","12382.52","13402.9811"
"M1057.411T880.24","42438.0435","36496.8204","46.99874","74932.77","68207.0452","68823.9269","128428.1987","81021.7268","76761.9746","17218.459","64678.407","234.9937","40627.5649","55583.5866","54291.6194","46.99874","65864.5547","91523.0504"
"M478.295T1238.56","4489.7829","3975.9173","483.07402","5511.1855","3541.088","2575.7056","3149.9147","4193.5979","4718.8127","4939.8104","5814.2971","483.07402","4115.0254","3556.0488","4921.3272","483.07402","4680.6482","2415.3701"
"M469.208T948.545","5184.6031","11684.0688","57.90012","14672.7268","10608.934","8733.8447","11453.6437","14935.9241","10691.5399","3819.334","5786.5491","289.5006","7769.8786","10560.8039","6688.1719","57.90012","11899.8712","24201.1206"
"M632.993T321.252","18669.3826","11909.5022","729.95947","19202.6911","18577.6167","13960.8588","15286.0628","14019.1446","14633.5246","15457.0989","20903.8584","39.6","17816.674","18777.3302","14248.0596","198","25857.8032","24569.4771"
"M1308.932T316.358","6307.5542","2878.0618","267.4708","7185.6302","5658.5321","1337.354","5557.484","8259.3815","4976.1807","2822.44","7971.7467","267.4708","3765.8105","3845.4661","4006.1737","267.4708","8231.2439","6883.9679"
"M771.369T883.552","8756.8306","10415.5011","1204.71604","16164.1704","9421.6034","6023.5802","9587.3633","10964.3239","11830.4071","11598.1603","16620.3094","1204.71604","13603.0373","9521.32","10562.0616","1204.71604","6122.6663","8431.1877"
"M673.289T892.945","6039.0171","10339.4438","1195.21682","7586.1009","8493.7762","9221.1537","9874.1991","11360.4421","7327.5906","5976.0841","12479.9709","1195.21682","8453.2646","7920.1618","9682.8144","1195.21682","12619.0892","13211.3295"
"M833.365T968.818","995.3491","2351.1287","169.20074","3031.6912","2938.6841","5884.5992","3660.1157","6268.0554","2030.0638","846.0037","4727.9362","169.20074","4709.6167","4888.2889","7107.8444","169.20074","3913.7558","6625.2929"
"M893.38T934.735","10295.6676","8804.3444","201.36308","21510.99","12489.937","12160.1551","13654.1413","11501.8276","8175.9341","1006.8154","7443.4662","201.36308","12250.0308","11983.1347","8406.3391","201.36308","9553.2996","7873.077"
"M393.176T847.594","5105.6102","5472.6978","243.66162","6765.3194","5101.3893","5469.8622","6528.3245","8438.2743","5116.2214","4220.2083","7675.6455","48.732324","6473.0222","4711.8537","6492.5362","48.732324","7418.2635","10452.1855"
"M653.935T315.929","16126.3395","14200.988","263.32002","16783.5333","16288.2269","11780.6723","12532.0496","19732.7511","13284.9645","10320.5931","18541.0378","548.7215","12121.7845","15388.1486","13640.3644","198","19760.5871","16527.4593"
"M865.491T1326.551","15336.8214","23560.7483","44","18224.6315","26280.0078","25604.4277","17773.8516","22531.0532","22481.144","21592.9872","29494.626","1743.4102","19605.617","18437.5686","19190.744","220","24370.3412","23414.7109"
"M449.202T630.506","6159.8788","6957.8046","1087.65362","9971.642","7524.8767","5438.2681","7290.816","10857.2821","8446.3374","6667.7477","8698.199","1087.65362","6001.7253","5918.5945","8231.6372","1087.65362","9341.9699","12121.4869"
"M437.065T776.272","3149.5956","1979.1151","305.12891","4620.442","5079.6837","3641.5268","4181.4915","4211.4601","4410.5163","4264.0704","4933.7272","61.025782","3468.9456","3813.7266","2579.5681","61.025782","3158.0851","3210.178"
"M268.959T125.12","6709.404","6820.1336","1187.90338","7491.9855","5939.5169","6527.915","6623.2734","7150.3775","8197.1082","6392.0375","11181.5786","1187.90338","6190.3643","8102.1881","7503.0151","1187.90338","10156.7002","13337.8099"
"M551.272T837.928","8968.5707","10586.631","263.37674","19990.0548","12368.9443","10416.2902","10966.246","11141.4948","11335.1685","3842.1282","9952.2205","52.675348","12911.59","9334.684","9201.4867","298","16267.6266","8901.4286"
"M456.197T892.811","6138.031","7132.1936","944.92624","9768.5962","8444.0667","7855.6428","9372.3745","11534.5677","5631.6926","4724.6312","9716.3659","944.92624","7169.7192","6913.1342","6970.9936","944.92624","9085.7682","9012.3921"
"M356.995T88.504","20768.4722","13979.5941","4177.39804","17934.4511","19140.4339","15510.8746","9777.5221","21426.8708","11897.8648","8089.248","7913.2838","2538.033","16616.7695","17303.3246","6793.9527","2780","10217.8759","7116.1599"
"M567.778T908.116","22135.6732","33722.2144","53.4","75558.048","46634.8288","60481.3549","45316.5818","71412.5447","57422.2751","80067.8944","95198.9135","347.6188","64135.3405","44564.9487","83582.644","267","17368.7423","26231.0105"
"M559.667T1200.71","6777.0968","6776.3928","1151.62562","7295.3953","9939.4778","14995.1803","11142.2055","9774.1208","17199.454","10407.0557","9822.9031","1151.62562","5758.1281","9598.5407","12086.2654","1151.62562","6172.6838","10003.6513"
"M455.193T892.238","15022.106","42525.9293","327.51546","49104.7513","40966.4187","39490.4124","35155.7058","61720.644","13459.6575","11267.2054","58142.4761","480.4521","17917.4556","29839.4011","15995.0902","65.503092","52940.743","72209.0931"
"M651.363T1268.695","3657.1701","3429.0538","332.66564","4044.0591","3336.5188","7687.6554","3864.4526","5940.7596","3612.9294","8094.0542","4752.0753","332.66564","4807.5845","4119.7957","2357.6556","332.66564","2819.0343","1663.3282"
"M1255.613T888.434","18700.2204","16415.8159","3283.16318","18098.4246","24350.1191","35483.792","27286.8616","60239.9025","24934.8297","30212.1273","29944.1534","3283.16318","21105.4109","26481.04","29181.9653","3283.16318","17033.1701","27244.944"
"M701.195T940.853","6799.2674","8754.3014","1331.1858","10629.2799","11537.2507","17652.2817","10814.552","20725.7548","9467.0949","11475.8645","11680.3757","1331.1858","6655.929","10283.0872","6964.4021","1331.1858","8353.7894","8532.1036"
"M573.017T749.518","5058.7667","2909.1832","216.5968","8764.4029","6867.0287","8479.1803","4422.7424","9335.0161","6964.1123","7346.0354","4669.2296","43.31936","6968.9941","5842.5887","975.7764","43.31936","1557.8399","5680.3517"
"M587.201T848.147","3426.5534","4797.0293","380.3504","5168.1034","3379.7391","4053.2993","4269.4845","3285.6615","1901.752","2488.1413","3887.4967","380.3504","3699.2191","3418.1426","4254.6346","380.3504","4666.0158","3884.4047"
"M429.419T313.767","7876.4064","1354.858","176.48547","6873.6973","7290.1409","10437.3705","8549.5503","7483.1374","9142.561","7422.5609","6044.6564","204.9057","5551.8491","9293.0444","3849.1145","35.297094","4921.7972","6310.7565"
"M1223.501T894.767","6028.1022","6818.6568","486.18583","8943.4874","10791.2143","14219.436","10632.7344","10861.2946","7310.8256","9780.8222","11175.3952","306.1172","9291.3084","10136.88","10804.7744","61.22344","6029.4193","7621.4223"
"M1014.419T974.744","3059.3659","8348.1185","116.57344","9732.0187","9755.695","4157.5549","10947.2124","6730.6685","1764.5554","582.8672","4733.1768","116.57344","8533.719","7204.0591","7284.7854","116.57344","6140.1637","10735.2173"
"M383.555T317.319","20539.8165","21746.8837","3905.53132","25673.7876","23778.83","20080.3757","22968.726","22235.8102","20653.4583","21600.1986","22412.0501","3905.53132","20970.1759","21373.291","23345.3027","3905.53132","19527.6566","23713.9988"
"M743.208T992.462","13544.1566","9496.2908","59.4952","19061.7421","8052.0273","14460.7337","15912.015","47510.5715","10858.7578","27062.3867","13559.2731","297.476","10695.8091","18118.4143","18910.7379","59.4952","7121.0437","10442.0324"
"M1305.428T315.265","10939.1048","3279.5536","387.81982","9523.5951","8377.5327","1939.0991","8711.6167","10869.6128","7663.9033","4016.5861","10569.384","387.81982","5137.8663","5579.0863","5283.3211","387.81982","12625.4618","10046.7692"
"M593.857T757.673","3082.6947","1852.482","2068.15694","4655.588","10407.7178","12529.9717","3871.6699","8504.2403","4282.9031","9801.4646","6224.8382","1436.2509","8070.5437","5557.3989","2385.3965","1230","694.6719","4608.6581"
"M569.35T895.921","67019.8543","80904.7977","236.86526","121798.7914","166320.8174","223642.1355","170762.1161","137222.8498","127201.9674","213783.7128","154105.9244","529.1325","140087.3247","140676.7169","154197.3331","47.373052","23818.8547","83813.6791"
"M325.2T1323.486","5788.5774","4756.9217","3055.90855","7732.868","3827.9632","3169.9443","4795.009","5403.6694","6308.2641","5445.4238","4931.3159","3280.8486","3994.6672","6028.6812","5338.862","1890","6533.172","4398.4894"
"M269.103T792.774","4332.5307","1825.5047","365.10094","2751.5699","4037.0782","3409.9622","3905.5267","6853.667","3632.6873","2789.2549","3988.0885","365.10094","2737.5432","4276.4586","2486.045","365.10094","4789.604","4801.8133"
"M637.025T106.841","6494.3417","5147.9868","32.8","8714.2176","6932.568","6580.992","7389.065","9161.966","6698.3909","6411.834","12753.0667","32.8","9509.962","5700.4462","6978.3825","164","13357.9714","8313.7536"
"M334.932T113.331","7408.8341","8576.0658","694.92297","13984.0906","10694.5931","10109.2977","10319.0214","11144.6135","10297.1226","11382.384","11532.691","1422.2996","10234.2907","9931.8691","11234.1493","138.984594","8229.7576","10494.1794"
"M433.784T801.352","12882.567","18587.106","428.98785","12370.1004","24981.0454","16890.6622","23190.5928","16353.4422","24043.1412","9110.3962","24796.3079","714.3767","11771.4834","14997.6945","15732.3181","85.79757","33978.9444","36834.3846"
"M1197.053T906.963","2659.3931","180.7218","36.14436","3774.4572","2454.7609","2160.658","3571.6787","7294.9129","3296.7303","9093.3207","16513.1148","36.14436","4054.7876","3796.9362","4106.1974","36.14436","356.5011","343.2691"
"M1048.557T894.929","2555.5202","4147.7962","511.10404","7380.8185","8606.5393","10438.374","8147.087","7897.49","6648.5605","8917.3489","5344.572","511.10404","7135.333","6283.2371","7716.8115","511.10404","3906.9082","4881.0413"
"M295.104T156.471","9500.5847","6809.8108","192.21868","10406.6635","9342.9493","8579.8413","7297.7438","9870.4775","6631.8153","6301.6287","5910.5537","38.443736","8061.6453","6570.142","8480.0837","38.443736","8570.0931","8654.7198"
"M354.093T750.969","71643.0575","36208.3469","44.01634","127268.5966","109776.9687","115901.1657","76548.5249","134523.3031","115231.9381","99283.6178","89986.7679","220.0817","98950.9171","52839.6378","9187.7222","44.01634","21141.1084","103671.8149"
"M398.263T1317.762","4205.3109","3919.812","34.35646","6230.4429","5167.0446","2706.9767","4206.8435","4993.0374","3090.7332","3560.2138","2743.5702","171.7823","3270.7543","4858.0839","3978.3238","34.35646","5656.208","5913.3692"
"M807.166T938.699","7544.1915","4578.6516","511.37856","7262.7393","9678.8614","9675.4902","12895.1411","5630.904","2556.8928","3590.8848","9007.5485","511.37856","8620.7517","7227.7942","511.37856","511.37856","5059.678","6370.2198"
"M653.828T318.352","9890.4573","11371.3865","1166.25931","18279.3297","14188.1081","11451.0319","7705.488","14959.9351","13095.582","13282.5209","18548.6255","639.1131","17928.6095","13467.3953","12997.8954","457","16178.3808","14097.3011"
"M1103.415T879.391","8384.7525","7199.7982","509.35284","9864.9921","10880.1998","8784.4664","19526.479","7246.344","11241.621","2546.7642","9999.8182","509.35284","7098.5999","6310.7395","6465.6184","509.35284","8307.465","10925.8207"
"M355.571T782.72","10291.1241","2950.1931","225.91354","6370.7072","4924.8813","6840.4831","12558.3101","10270.799","5933.5737","3638.1509","4374.2132","225.91354","1129.5677","8761.7393","3039.3835","225.91354","3080.7127","8527.0356"
"M633.572T315.643","16502.6206","11907.2379","1436.97044","13755.301","14079.6086","7184.8522","13684.2921","10404.2648","14039.6298","10886.9508","13454.3635","1436.97044","10979.3512","9813.6392","8880.9885","1436.97044","11772.1485","18277.191"
"M1039.403T917.165","13197.991","9078.045","447.83048","22443.0031","11074.5436","15503.3805","26315.9276","14291.6484","12442.3449","2239.1524","12710.3492","447.83048","14725.0138","11963.2812","11492.0568","447.83048","9969.8171","20110.4224"
"M1037.324T316.098","22819.9067","14281.5099","2465.82292","22389.2056","19387.3123","12329.1146","18775.3353","22065.5818","17940.8092","12348.4544","23058.9661","2465.82292","16377.9909","16215.1255","16902.3371","2465.82292","22065.1512","23289.3617"
"M509.218T928.864","10232.0717","14503.1667","1402.4503","18472.6427","12247.2492","8731.8564","14292.1539","16880.6029","10351.4307","7012.2515","13342.7979","1402.4503","9772.7347","11830.9252","11091.3722","1402.4503","10921.0724","14559.12"
"M1308.415T315.705","10654.902","5515.4068","460.87484","12868.6375","12158.0353","2304.3742","7921.8283","13560.671","10921.466","5303.0428","12134.528","460.87484","7166.9684","7351.5123","7654.9792","460.87484","19133.0918","14956.515"
"M311.186T1077.614","39452.0955","44787.8657","1690.61698","49915.1296","20073.4923","29843.9103","43702.185","48688.1","29539.5762","25390.387","25837.3208","4026.786","31392.0632","20072.6249","45185.815","1350","21597.4065","40979.77"
"M969.321T316.442","422072.7068","174754.3104","24297.7697","359392.264","355401.7977","121488.8485","402452.48","365241.2706","304445.3733","180954.4536","427746.1364","24297.7697","225466.5218","225827.0746","238995.1462","24297.7697","604307.84","396926.5091"
"M333.083T110.42","9964.6773","7782.5417","1156.549","13589.2285","7489.5465","9427.8117","9624.2802","16874.6129","7540.0631","6840.6655","10264.2526","1156.549","6438.7093","7957.714","9085.4781","1156.549","5782.745","9868.2825"
"M1063.398T908.83","10830.1828","8193.9383","559.8549","3491.0449","9222.266","9454.6742","10590.9752","8403.4207","9279.608","2799.2745","3882.3732","559.8549","10946.4406","8107.8692","10860.4438","559.8549","12841.0791","18729.4592"
"M969.813T316.499","19618.174","8420.305","819.94752","23519.3749","22015.756","4099.7376","12143.0367","22897.4928","16243.4269","10765.5832","24239.468","819.94752","12891.4491","16497.2533","12169.7132","819.94752","14525.6287","18274.1061"
"M459.959T106.348","9607.078","6535.7256","206.46389","14779.6915","7126.2632","4923.9926","10840.1737","10001.1862","3036.7599","6464.304","14126.1088","41.292778","5836.636","5644.696","7165.407","41.292778","13116.9967","6792.3257"
"M485.178T783.442","9109.0068","14525.0165","1060.36846","7357.0591","11081.2114","7736.555","15626.2","17486.1534","14707.1102","6521.62","14201.9996","1060.36846","5301.8423","11438.9444","5754.5016","1060.36846","21735.4836","13984.224"
"M371.133T805.134","5705.0376","4335.2821","80.47814","5850.3392","8218.392","4223.355","7778.9916","3585.3392","6040.4065","1499.3112","6572.2103","402.3907","2888.0153","5542.0709","5114.7484","80.47814","4724.9693","3678.6098"
"M439.083T756.683","5120.6468","5201.3455","39.8","13237.1229","4310.2946","5029.5662","7676.8567","6202.3175","4081.3362","4507.0301","4105.2091","315.46","4527.5982","3803.4166","8503.6765","199","5378.5975","4865.1375"
"M985.784T316.247","7532.301","2853.3055","47.5245","6239.2902","7971.0108","2332.1924","6481.6903","4832.4633","5098.3999","2929.8671","8439.2595","237.6225","3513.8103","4613.252","4296.6392","47.5245","9352.9677","7789.6351"
"M479.19T902.518","5629.9025","7841.8769","1125.9805","5856.535","10951.8362","6825.1918","7642.0921","9240.1321","11201.2234","5872.7757","14071.4961","1125.9805","8265.2401","7799.5381","10016.7699","1125.9805","15228.4927","10612.9485"
"M413.081T316.361","11138.9131","13188.1274","1433.25919","21443.6725","17572.7272","14004.5218","16273.0076","16109.5058","14690.7557","13661.7058","17951.0726","203.071","16113.7057","15799.0643","13448.7033","40.6142","22109.5812","19966.7728"
"M417.177T763.775","589.0605","2387.9399","117.8121","2296.8091","2976.1907","4188.9826","3350.8506","6486.9013","2949.4038","3202.0617","3985.7441","117.8121","3203.5368","3173.4734","117.8121","117.8121","3292.7767","4664.5075"
"M225.002T107.866","64440.088","61639.3353","46.6","34690.7349","55269.8711","47359.6471","36472.7482","46817.3849","24162.816","27316.2291","38932.0276","46.6","35516.073","34575.7783","39512.2678","233","55174.737","41308.566"
"M547.145T895.878","2114.6228","1883.6457","397.45109","4268.2931","5727.0971","2615.9955","2236.5505","4357.5581","2571.6083","2579.3378","3998.4938","79.490218","1522.4373","2681.8161","3082.9447","79.490218","2321.4275","7125.038"
"M947.485T901.595","9131.4883","4468.0782","893.61564","21788.9624","10388.258","15219.4431","10289.6075","14154.1641","6852.368","6801.09","10785.5459","893.61564","11114.6474","6152.4939","9125.4844","893.61564","6167.3767","6227.7411"
"M399.165T851.906","7887.0275","9874.8059","735.93362","10701.3941","9317.5794","5661.9354","8989.3884","11616.687","8066.2116","4581.7435","9225.4411","735.93362","3679.6681","9678.0541","11215.825","735.93362","9730.0313","9808.218"
"M895.304T938.238","6901.9801","7223.8502","549.19684","24155.3083","10076.6995","12952.566","18662.5651","11816.3228","5971.3021","2745.9842","8029.3235","549.19684","9211.2318","9082.4034","3864.5719","549.19684","7417.5311","8802.7519"
"M455.081T744.378","19945.2548","20447.9486","89","24059.4838","10337.4619","16739.2312","23802.9568","18438.0153","11166.1331","15210.2497","14073.384","492.232","19420.8496","13075.1859","24809.2309","445","11391.054","18610.2865"
"M430.136T769.014","1581.2803","5073.4949","110.26088","3168.9503","8396","6831.4239","10005.7254","11222.7714","913.4253","551.3044","5587.7664","110.26088","1009.5941","2157.142","4893.0249","110.26088","1249.9266","9922.3225"
"M590.274T907.848","43665.7571","28943.7289","830.72103","123037.1798","36010.1112","46854.3818","30874.27","64289.5829","49061.8648","84444.9","62421.8449","166.144206","40414.2","33966.7572","59408.3733","166.144206","10548.3764","18911.1043"
"M353.181T807.324","12952.0625","27220.3751","1713.36592","18193.1889","20481.36","22557.4664","32254.9957","28964.7147","15416.5991","8566.8296","29710.1057","1713.36592","18131.516","18453.6","18409.2766","1713.36592","27351.7816","27104"
"M456.925T66.979","15161.9963","16491.6178","2778.84869","12118.9029","16396.1778","8549.8327","24642.072","34371.964","18375.8246","16567.7947","30365.5485","3579.5703","17563.5002","15552.5891","20002.7758","2760","8188.5927","17526.676"
"M419.115T799.29","4572.638","5984.0884","885.09826","8843.9581","7958.0942","5620.8371","5091.1421","10143.0931","5526.8862","6684.8951","5989.0779","885.09826","5080.9603","6317.6474","4924.9495","885.09826","4425.4913","5904.3342"
"M698.988T986.183","10837.5252","5552.1021","1110.42042","31911.4169","8505.7491","11157.3406","14377.3405","28496.5367","6158.7275","16906.4028","10515.2794","1110.42042","8921.2261","5742.3272","13298.319","1110.42042","10123.041","13354.6027"
"M139.002T112.479","9974.9706","5555.4986","1093.41442","10073.2864","7433.0579","7143.4905","8838.1384","8303.2516","6680.3756","7512.4758","8371.7898","1093.41442","6373.9454","7782.0283","8911.2519","1093.41442","5467.0721","6586.9867"
"M1095.872T896.96","8718.676","11626.0061","58.75328","15290.7183","17769.1771","18828.8903","19477.6876","14344.7822","10377.7742","15141.1787","6532.6969","293.7664","9906.8534","10304.0916","22131.2279","58.75328","10127.675","11483.2687"
"M957.374T926.518","22819.1117","8781.2676","812.0995","24238.8936","8720.2046","15451.8598","20526.8488","16494.8277","11461.0276","4060.4975","14573.3156","812.0995","16993.9935","18260.6498","14830.0369","812.0995","14993.0853","15909.3441"
"M429.646T308.971","7649.5699","5179.7763","919.4548","7625.1188","8550.8665","4597.274","8391.8523","7474.9587","5979.9711","5374.6696","8424.2127","919.4548","5942.7012","6753.7275","5999.3477","919.4548","6033.9147","8898.5409"
"M968.4T974.568","7219.5947","18357.5893","201.41398","46160.8565","21009.0674","23746.9727","65374.4712","25000.7808","15176.1393","3440.9454","20372.376","40.282796","25424.6194","24625.8913","30252.6","40.282796","21479.9683","17751.4323"
"M1015.586T1347.819","19600.531","23253.8773","151.613","26885.4985","25973.2024","19101.9939","25199.5199","24045.8799","22056.9619","16552.241","30879.1267","272.0838","18878.7614","20707.3135","22478.0365","155","37096.7102","26581.9962"
"M1033.603T1229.397","16200.3566","23166.2396","2651.94522","20681.2002","20548.8132","13259.7261","19699.0027","23711.9282","24208.642","17864.9802","29118.3105","2651.94522","20562.1985","17692.5303","18777.6596","2651.94522","26381.3071","22307.0375"
"M533.169T900.984","11280.168","7002.243","1077.2323","5852.2192","9394.8684","7841.4595","12391.4361","14781.107","6530.7448","6120.8481","5386.1615","1077.2323","8029.2136","9302.2865","8915.2127","1077.2323","10657.544","8264.6829"
"M443.193T725.675","21315.68","11289.338","1738.05772","25969.7028","12881.8544","12289.1218","18229.338","17545.1484","11453.9014","8690.2886","22607.712","1738.05772","17252.1","13952.5867","12900.6973","1738.05772","9661.29","14827.1587"
"M1162.58T906.276","9629.5272","493.2858","36.88814","9467.0947","4128.8847","4435.9244","5067.1149","18927.6484","15601.5288","25177.7886","17864.4059","36.88814","19485.7292","17545.668","21263.0203","36.88814","184.4407","36.88814"
"M1095.01T894.541","15795.9749","13344.1439","1963.15784","27144.7197","54478.3953","15104.8548","34459.6129","24091.9954","30922.2517","27282.8207","44724.6595","1963.15784","17306.6737","32255.2598","30821.9692","1963.15784","9935.8122","9815.7892"
"M1209.581T888.373","6465.1887","2633.3421","547.86377","7378.7653","5908.5846","8863.5902","7404.1372","11579.8776","7237.0662","8389.7303","9216.7016","109.572754","5443.229","6596.0481","6909.5297","687","4743.6274","7062.9259"
"M492.868T66.13","10044.8605","9348.8935","9459.16424","13013.4045","9461.605","6032.5548","11703.1563","10285.5854","9376.4624","12575.9819","13861.6879","10770.0674","12697.1237","13436.3756","13685.4181","7840","10017.8928","13730.6073"
"M567.276T907.878","74303.7523","51256.5822","534.33379","232352.1293","75839.888","101940.8136","73300.2438","95913.8813","78985.1943","136547.1534","130918.9328","106.866758","92254.1822","69899.0876","104091.6144","106.866758","24536.4265","48648.3549"
"M664.226T813.714","2232.5313","3688.1443","357.95466","13160.4991","5772.4118","4704.8368","3860.9436","7018.0115","4625.2892","1789.7733","4511.329","357.95466","4812.9558","4130.6057","4726.978","357.95466","7419.4734","6120.9219"
"M1035.397T978.889","3072.168","8675.9813","429.38816","11473.8351","8802.4469","4297.198","21213.4139","11757.9492","5979.2704","2146.9408","9159.835","429.38816","8598.2711","6263.9369","8544.9009","429.38816","9183.9861","11979.5106"
"M1162.051T893.06","5525.317","4904.2966","812.8179","7174.3649","11215.733","13969.3447","10131.2008","9482.6137","8021.5033","11829.312","10527.1601","812.8179","6678.1806","7357.9389","9884.5022","812.8179","4064.0895","5485.3206"
"M812.842T69.273","6343.8743","5368.6668","48","7097.7487","23320.0787","12015.3705","10411.5031","18516.496","8188.398","8532.6764","17705.3776","1747.3301","7444.8625","1725.1501","6980.6571","240","8949.8326","25275.3089"
"M691.153T854.793","2668.4583","2306.8797","461.37594","7849.6874","6189.2438","7279.2148","5964.6876","9430.3713","3755.5212","5271.3135","5785.2309","461.37594","5744.4219","6239.8721","4357.6013","461.37594","4277.4398","6696.2586"
"M433.351T780.04","3259.2567","6133.1393","37.9644","9212.7201","6096.3068","9432.5846","11556.7125","6578.0418","4666.344","5752.5244","6246.8997","189.822","14894.3208","7157.7373","4644.4749","37.9644","19198.4375","6964.1453"
"M209.961T64.78","6320.747","6830.9171","2159.22971","6038.5187","3455.7504","2234.5808","6300.8697","4450.9993","5213.6702","6894.3345","6029.5372","2527.9741","4684.0515","5487.4104","5869.1195","1480","2133.4747","3242.8063"
"M1363.57T899.951","5142.0182","3150.4963","75.42348","8733.4899","6282.6633","7794.9896","5767.855","10780.3508","2595.5701","6393.4707","5665.9232","377.1174","5669.931","5825.1107","4277.748","75.42348","1624.0071","3101.7276"
"M410.078T615.621","4995.1881","847.8124","31.66208","10939.7955","1199.7806","2342.6783","3865.9879","1683.2521","360.7965","158.3104","31.66208","31.66208","3692.3293","3504.0804","4810.4306","31.66208","1624.0607","1042.0279"
"M1125.418T877.844","8517.0304","5525.3547","370.23852","14291.8934","12781.4302","8686.0171","14907.4432","11873.1235","11408.6878","1851.1926","12582.2976","370.23852","8720.1477","9018.8922","7998.6519","370.23852","14303.3076","14654.4517"
"M483.183T857.732","19710.6689","33468.2181","1491.15484","34530.6806","33996.826","22468.3447","32724.8956","34418.6536","7455.7742","15123.6408","31253.1635","1491.15484","27711.8982","9358.1053","12178.5798","1491.15484","34986.5574","40985.9639"
"M1323.575T889.628","4065.9168","3184.6744","110.1566","3982.2853","6296.6213","7783.0555","6181.3527","13342.8622","6002.9072","6332.0193","6796.2589","550.783","6018.4933","5849.2708","8278.007","110.1566","4215.7303","4473.7234"
"M695.298T853.355","4739.2056","1358.9062","43.42202","7255.4414","4611.0839","5113.0263","4832.2401","5031.9213","2181.6812","1932.3918","5724.4849","217.1101","2125.0956","5445.677","4994.0483","43.42202","4486.4331","5998.9962"
"M921.12T945.55","5447.9878","6543.8713","65.8","5160.414","6602.0137","6357.3239","5487.3306","9098.2527","5289.603","10472.9708","8443.3781","65.8","5519.6636","6659.162","5701.0341","329","4780.028","7442.7922"
"M331.103T255.151","15048.1275","15121.8033","30.50662","17252.679","16482.932","15911.3006","15202.9131","22657.0045","10037.9708","14001.3588","23849.4496","152.5331","15792.4823","11616.6472","12966.3671","30.50662","15732.6856","20532.0175"
"M322.871T96.154","12630.4679","6670.7803","800.2485","12044.3614","12205.0237","6934.403","14985.1752","20827.62","3387.6221","10983.03","23801.4058","1115.765","13610.1044","6087.5171","13608.6075","886","8727.2983","11224.7241"
"M539.134T89.251","6044.1011","4060.5428","503.49132","8735.146","5050.6363","7892.8614","5752.1046","9632.317","10147.4269","5197.0068","8102.1782","1622.2566","6004.2481","6609.1881","6059.5039","840","6693.4893","8121.4804"
"M502.995T105.736","3284.2238","3491.4336","190.21904","4108.1931","4416.5926","8525.3452","5257.1647","3923.0457","3144.0351","3645.4866","4206.4067","38.043808","4077.5987","4791.2138","5319.2946","38.043808","4751.6262","9816.6273"
"M641.302T1183.734","6062.336","3929.3752","183.67734","35305.2533","3304.3702","2193.2852","7523.7058","2638.0523","914.5334","712.3119","988.6578","36.735468","7040.2998","6422.4587","7829.8137","36.735468","6191.4013","2491.7165"
"M967.36T964.868","4106.7721","2868.6424","58.4","7400.114","21558.2077","3034.952","4954.0701","6122.2383","917.582","463.3828","4830.9631","58.4","5528.1586","6713.1525","10413.8894","292","4565.2135","2157.2738"
"M329.088T474.939","63435.5524","45683.326","35.52286","85860.65","67311.8103","61739.9554","71800.064","89594.52","62698.73","64559.0716","82376.8334","177.6143","58858.6695","60973.7212","73517.6446","35.52286","52804.562","69763.6944"
"M617.133T750.744","3194.2072","10190.7551","51.78846","4358.145","4376.8519","5145.1693","5497.418","7110.7752","4368.5859","3648.7897","3413.9864","258.9423","4020.8269","2685.6258","3452.7622","51.78846","3566.3946","7120.2755"
"M669.182T316.584","23002.8739","16300.7742","84.6","25534.0808","23828.2314","13075.9052","30175.0248","20023.6287","20618.5461","17308.4504","25115.8338","84.6","17580.1687","19588.3187","20866.2652","423","30528.4224","24592.5758"
"M447.152T782.273","14145.9802","18646.3673","1830.91929","13743.9504","20936.4887","22248.8362","18842.5101","24625.4545","12573.4987","17115.9521","26543.6947","1094.0132","9677.568","14007.4875","11176.9214","1470","13664.9405","14764.9986"
"M1097.514T1402.931","8750.8059","12316.1735","31","11069.7905","9459.0425","8526.5342","10886.313","10366.0353","7883.1535","9226.1937","11624.4517","31","8166.5603","9514.1686","10783.3089","155","15023.8096","11594.47"
