"",f.value,p.value,-log10(p),FDR,Fisher's LSD (top 1000)
M1814.39T13.55,3.1568,0.0033813,2.4709,0.26144,First_Time-Point_Fusarium - First_Time-Point_Control; First_Time-Point_Xanthomonas - First_Time-Point_Control; Other - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Control - First_Time-Point_Control; First_Time-Point_Fusarium - First_Time-Point_Drought; First_Time-Point_Fusarium - Second_Time-Point_Control; First_Time-Point_Fusarium - Third_Time-Point_Drought; First_Time-Point_Xanthomonas - Second_Time-Point_Control; First_Time-Point_Xanthomonas - Third_Time-Point_Drought; Other - Second_Time-Point_Control; Other - Third_Time-Point_Drought; Second_Time-Point_Drought - Second_Time-Point_Control; Second_Time-Point_Fusarium - Second_Time-Point_Control; Second_Time-Point_Xanthomonas - Second_Time-Point_Control; Third_Time-Point_Control - Second_Time-Point_Control; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Control - Third_Time-Point_Drought; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought
M1108.78T17.55,3.1553,0.0033928,2.4694,0.26144,Third_Time-Point_Drought - First_Time-Point_Control; First_Time-Point_Control - Third_Time-Point_Xanthomonas; First_Time-Point_Drought - Third_Time-Point_Xanthomonas; First_Time-Point_Fusarium - First_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Other; First_Time-Point_Fusarium - Second_Time-Point_Fusarium; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Second_Time-Point_Control - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M978.14T17.55,3.1439,0.0034835,2.458,0.26144,Third_Time-Point_Fusarium - First_Time-Point_Control; First_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Drought; First_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; First_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Fusarium - Second_Time-Point_Control; Third_Time-Point_Fusarium - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Control; Third_Time-Point_Fusarium - Third_Time-Point_Drought; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1199.76T12.55,3.1165,0.00371,2.4306,0.26144,Other - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Control; Other - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Drought; Other - First_Time-Point_Fusarium; Third_Time-Point_Drought - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Other - Second_Time-Point_Control; Other - Second_Time-Point_Drought; Other - Second_Time-Point_Fusarium; Other - Second_Time-Point_Xanthomonas; Other - Third_Time-Point_Control; Other - Third_Time-Point_Fusarium; Other - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Control; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Fusarium
M1316.25T13.55,3.1078,0.0037855,2.4219,0.26144,Second_Time-Point_Control - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Fusarium - First_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Control - First_Time-Point_Control; First_Time-Point_Control - Third_Time-Point_Xanthomonas; First_Time-Point_Drought - Third_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Second_Time-Point_Control - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Third_Time-Point_Control - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Other - Third_Time-Point_Xanthomonas; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M665.47T1386.55,3.038,0.0044486,2.3518,0.26144,Second_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Xanthomonas - First_Time-Point_Control; First_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Other - First_Time-Point_Fusarium; Second_Time-Point_Drought - First_Time-Point_Fusarium; Second_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Third_Time-Point_Control - First_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Other - Third_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Drought; Second_Time-Point_Fusarium - Third_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M612.87T18.56,3.0236,0.0046003,2.3372,0.26144,Third_Time-Point_Drought - First_Time-Point_Control; Third_Time-Point_Fusarium - First_Time-Point_Control; First_Time-Point_Drought - Second_Time-Point_Fusarium; First_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium; Third_Time-Point_Control - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M910.8T18.56,3.0087,0.0047627,2.3221,0.26144,Third_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Control - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Fusarium - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Fusarium; Third_Time-Point_Fusarium - First_Time-Point_Fusarium; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; First_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M906.16T14.49,3.0011,0.0048467,2.3146,0.26144,First_Time-Point_Fusarium - First_Time-Point_Control; Other - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Fusarium - First_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Control; First_Time-Point_Fusarium - First_Time-Point_Drought; Other - First_Time-Point_Drought; Second_Time-Point_Drought - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Drought; First_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Other - First_Time-Point_Xanthomonas; Second_Time-Point_Control - First_Time-Point_Xanthomonas; Second_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Second_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Third_Time-Point_Control - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - First_Time-Point_Xanthomonas; Third_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas
M1361.41T13.55,2.9856,0.005025,2.2989,0.26144,First_Time-Point_Control - Other; Second_Time-Point_Xanthomonas - First_Time-Point_Control; First_Time-Point_Drought - Other; Second_Time-Point_Xanthomonas - First_Time-Point_Drought; First_Time-Point_Fusarium - First_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Other; First_Time-Point_Fusarium - Third_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Second_Time-Point_Drought - Other; Second_Time-Point_Fusarium - Other; Second_Time-Point_Xanthomonas - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Third_Time-Point_Xanthomonas - Other; Second_Time-Point_Xanthomonas - Second_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Control; Third_Time-Point_Drought - Third_Time-Point_Control
M666.48T1403.51,2.984,0.0050435,2.2973,0.26144,Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Xanthomonas - First_Time-Point_Control; First_Time-Point_Drought - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Other - First_Time-Point_Fusarium; Second_Time-Point_Control - First_Time-Point_Fusarium; Second_Time-Point_Drought - First_Time-Point_Fusarium; Second_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Third_Time-Point_Control - First_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Other - Third_Time-Point_Fusarium; Second_Time-Point_Drought - Third_Time-Point_Drought; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Drought; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1146.77T17.56,2.9365,0.005634,2.2492,0.26144,Third_Time-Point_Drought - First_Time-Point_Drought; First_Time-Point_Fusarium - First_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Other; First_Time-Point_Fusarium - Second_Time-Point_Drought; First_Time-Point_Fusarium - Second_Time-Point_Fusarium; First_Time-Point_Fusarium - Second_Time-Point_Xanthomonas; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Second_Time-Point_Control - Other; Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Fusarium - Other; Second_Time-Point_Control - Second_Time-Point_Fusarium; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Second_Time-Point_Drought; Third_Time-Point_Fusarium - Second_Time-Point_Drought; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Fusarium - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
M1239.75T17.55,2.9152,0.0059213,2.2276,0.26144,Third_Time-Point_Control - First_Time-Point_Control; Third_Time-Point_Control - First_Time-Point_Drought; Third_Time-Point_Drought - First_Time-Point_Drought; First_Time-Point_Fusarium - Second_Time-Point_Fusarium; First_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - First_Time-Point_Xanthomonas; Third_Time-Point_Drought - First_Time-Point_Xanthomonas; Third_Time-Point_Control - Other; Third_Time-Point_Drought - Other; Third_Time-Point_Control - Second_Time-Point_Control; Second_Time-Point_Drought - Second_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Second_Time-Point_Fusarium; Third_Time-Point_Control - Second_Time-Point_Fusarium; Third_Time-Point_Drought - Second_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas
M589.43T1437.43,2.8957,0.0061976,2.2078,0.26144,Second_Time-Point_Xanthomonas - First_Time-Point_Control; Third_Time-Point_Xanthomonas - First_Time-Point_Control; Second_Time-Point_Xanthomonas - First_Time-Point_Drought; Third_Time-Point_Xanthomonas - First_Time-Point_Drought; Second_Time-Point_Fusarium - First_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; First_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - First_Time-Point_Xanthomonas; Other - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Second_Time-Point_Control; Second_Time-Point_Drought - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Fusarium; Second_Time-Point_Xanthomonas - Third_Time-Point_Fusarium; Third_Time-Point_Control - Third_Time-Point_Fusarium; Third_Time-Point_Drought - Third_Time-Point_Fusarium; Third_Time-Point_Xanthomonas - Third_Time-Point_Drought; Third_Time-Point_Xanthomonas - Third_Time-Point_Fusarium
M1240.27T13.49,2.8797,0.006434,2.1915,0.26144,First_Time-Point_Drought - First_Time-Point_Control; First_Time-Point_Xanthomonas - First_Time-Point_Control; Other - First_Time-Point_Control; Second_Time-Point_Control - First_Time-Point_Control; Second_Time-Point_Drought - First_Time-Point_Control; Second_Time-Point_Fusarium - First_Time-Point_Control; Third_Time-Point_Control - First_Time-Point_Control; Third_Time-Point_Drought - First_Time-Point_Control; First_Time-Point_Drought - Third_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - First_Time-Point_Fusarium; First_Time-Point_Xanthomonas - Third_Time-Point_Xanthomonas; Other - Third_Time-Point_Xanthomonas; Second_Time-Point_Control - Third_Time-Point_Xanthomonas; Second_Time-Point_Drought - Third_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Second_Time-Point_Xanthomonas; Second_Time-Point_Fusarium - Third_Time-Point_Fusarium; Second_Time-Point_Fusarium - Third_Time-Point_Xanthomonas; Third_Time-Point_Control - Third_Time-Point_Xanthomonas; Third_Time-Point_Drought - Third_Time-Point_Xanthomonas; Third_Time-Point_Fusarium - Third_Time-Point_Xanthomonas
